backend,schema_version,branch_id,point_index,T_K,p_Pa,F,N_a_m3,N_a_cm3,log_w,w_m_s,log_n,log_q,n,q,s,continuation_residual_norm,physical_residual_norm,scaled_physical_residual_norm,converged,iterations,message,eigen_index,eigenvalue_real,eigenvalue_imag,eigenvalue_regime,stability_classification,jacobian_coordinate_system,jacobian_method,eigenvalue_source,eigenvalue_sorting,source_file,auto_branch,auto_point,auto_type_code,auto_label,auto_l2_norm
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,3,230.0,30000.0,1.0,10000000000.0,10000.0,-7.545928248,0.0005282566842368173,5.200472055,-17.126988136,181.35783254345156,3.64622580995555e-08,1.4357056734,2.275000536279411e-11,4.122912289350467e-09,2.2733577213265827e-11,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,2,-0.00267711174261545,-0.0008281761922339248,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-4,0,0,17.956611122
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,3,230.0,30000.0,1.0,10000000000.0,10000.0,-7.545928248,0.0005282566842368173,5.200472055,-17.126988136,181.35783254345156,3.64622580995555e-08,1.4357056734,2.275000536279411e-11,4.122912289350467e-09,2.2733577213265827e-11,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,3,-0.00033817174711192323,0.0,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-4,0,0,17.956611122
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,4,230.0,30000.0,1.0,10000000000.0,10000.0,-7.5256745982,0.0005390648934991429,5.2206102551,-17.106758455,185.04707554247167,3.720738942264563e-08,1.4357588215,1.6891510197589756e-11,3.1247527343403196e-09,1.6886258403090842e-11,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,1,-0.0026730572598257737,0.0008206320730859695,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-5,0,0,17.943170279
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,4,230.0,30000.0,1.0,10000000000.0,10000.0,-7.5256745982,0.0005390648934991429,5.2206102551,-17.106758455,185.04707554247167,3.720738942264563e-08,1.4357588215,1.6891510197589756e-11,3.1247527343403196e-09,1.6886258403090842e-11,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,2,-0.0026730572598257737,-0.0008206320730859695,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-5,0,0,17.943170279
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,4,230.0,30000.0,1.0,10000000000.0,10000.0,-7.5256745982,0.0005390648934991429,5.2206102551,-17.106758455,185.04707554247167,3.720738942264563e-08,1.4357588215,1.6891510197589756e-11,3.1247527343403196e-09,1.6886258403090842e-11,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,3,-0.00034665215680277045,0.0,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-5,0,0,17.943170279
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,5,230.0,30000.0,1.0,10000000000.0,10000.0,-7.5054209561,0.0005500942360729695,5.2407484647,-17.086528776,188.8113681768888,3.796774794089065e-08,1.4358119697,9.802118364237611e-12,1.8427444570257025e-09,9.759711371305509e-12,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,1,-0.0026688694946639165,0.0008127940984771366,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-6,0,0,17.929764809
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,5,230.0,30000.0,1.0,10000000000.0,10000.0,-7.5054209561,0.0005500942360729695,5.2407484647,-17.086528776,188.8113681768888,3.796774794089065e-08,1.4358119697,9.802118364237611e-12,1.8427444570257025e-09,9.759711371305509e-12,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,2,-0.0026688694946639165,-0.0008127940984771366,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-6,0,0,17.929764809
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,5,230.0,30000.0,1.0,10000000000.0,10000.0,-7.5054209561,0.0005500942360729695,5.2407484647,-17.086528776,188.8113681768888,3.796774794089065e-08,1.4358119697,9.802118364237611e-12,1.8427444570257025e-09,9.759711371305509e-12,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,3,-0.0003553996029273052,0.0,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-6,0,0,17.929764809
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,6,230.0,30000.0,1.0,10000000000.0,10000.0,-7.4851673218,0.0005613492361488322,5.2608866837,-17.066299098,192.65223718574185,3.874364486813707e-08,1.4358651179,3.19289485896973e-11,6.143554054371949e-09,3.1889347064796925e-11,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,1,-0.0026645423419558644,0.0008046445322164367,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-7,0,0,17.916394789
auto,figure2-auto-eigenvalue-schema-v1,figure2_T230K,6,230.0,30000.0,1.0,10000000000.0,10000.0,-7.4851673218,0.0005613492361488322,5.2608866837,-17.066299098,192.65223718574185,3.874364486813707e-08,1.4358651179,3.19289485896973e-11,6.143554054371949e-09,3.1889347064796925e-11,True,,AUTO equilibrium point parsed from b.*; residual diagnostics recomputed in Python.,2,-0.0026645423419558644,-0.0008046445322164367,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic_postprocessed_from_auto_equilibria,canonical_complex_pair_pos_imag_neg_imag_real_else_descending_real,raw/bs2026_figure2_T230K/b.bs2026_figure2_T230K,1,-7,0,0,17.916394789
