log_w,w,left_index,right_index,real_part_left,real_part_right
-3.025555911318135,0.0485308349292831,226,227,-1.3274579373871438e-06,5.39947041393199e-06
-0.2631329561825709,0.7686396951174689,362,363,8.398347713758675e-06,-5.522330651105229e-06
