backend_step_index,log_w,log_n,log_q,s,residual_norm,converged,newton_iterations,continuation_status,step_size,loca_continuation_mode,lambda1_real,lambda1_imag,lambda2_real,lambda2_imag,lambda3_real,lambda3_imag,eigenvalue_regime,stability_classification,eigenvalue_source,jacobian_coordinate_system,physical_jacobian_11,physical_jacobian_12,physical_jacobian_13,physical_jacobian_21,physical_jacobian_22,physical_jacobian_23,physical_jacobian_31,physical_jacobian_32,physical_jacobian_33
126,-6.29458964122601294e+00,6.44470986217994568e+00,-1.58771191068060524e+01,1.43898939320460340e+00,4.66839303935092442e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.15753746423917460e-03,1.18967966524528585e-03,-1.15753746423917460e-03,-1.18967966524528585e-03,-3.40168138533042657e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.12918255665236542e-04,-6.06289015332990326e+06,4.39816412214794013e+02,1.03108907645888374e-12,-5.09968569699429785e-03,1.10872165369718237e-09,-2.77836182661917469e-09,-6.87077860925936346e+00,-4.15236114924492279e-06
127,-6.28422207917588516e+00,6.45501893301906104e+00,-1.58667635700957632e+01,1.43901659996733899e+00,7.44845287213326434e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.15346599246200473e-03,1.20285375197069452e-03,-1.15346599246200473e-03,-1.20285375197069452e-03,-3.41004428171261514e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.12937242479786497e-04,-6.06279624823286571e+06,4.44387728150695921e+02,1.03116894035056469e-12,-5.09984364882468122e-03,1.12022801386179836e-09,-2.77857705409510861e-09,-6.87099158424416423e+00,-4.19537533216130258e-06
128,-6.27385451712575737e+00,6.46532786981480267e+00,-1.58564081416239802e+01,1.43904380642264340e+00,1.87445495238101675e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.14941485060059416e-03,1.21594552290285487e-03,-1.14941485060059416e-03,-1.21594552290285487e-03,-3.41836711649534577e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.12956240427341235e-04,-6.06270229244120140e+06,4.49006504470252764e+02,1.03124883469808401e-12,-5.10000174294161432e-03,1.13185364553702135e-09,-2.77879230952804820e-09,-6.87120441642305657e+00,-4.23883432757658346e-06
129,-6.26348695507563047e+00,6.47563680661054430e+00,-1.58460527131521971e+01,1.43907101287794781e+00,8.91774971281435816e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.14538327264268169e-03,1.22895909425716279e-03,-1.14538327264268169e-03,-1.22895909425716279e-03,-3.42665128403431447e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.12975238963735822e-04,-6.06260833810558077e+06,4.53673286378934449e+02,1.03132873325563216e-12,-5.10015984685554830e-03,1.14359992703548370e-09,-2.77900757096543975e-09,-6.87141722880846917e+00,-4.28274350039442208e-06
130,-6.25311939302550268e+00,6.48594589516300779e+00,-1.58356971702033817e+01,1.43909821966716245e+00,2.26821140928749669e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.14137052114887498e-03,1.24189839958766912e-03,-1.14137052114887498e-03,-1.24189839958766912e-03,-3.43489805839644266e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.12994222854165954e-04,-6.06251446056219935e+06,4.58388630997701625e+02,1.03140859796504274e-12,-5.10031776945861319e-03,1.15546827144185365e-09,-2.77922280598467604e-09,-6.87163019740840930e+00,-4.32710838141094423e-06
131,-6.24275183097537489e+00,6.49625498371547128e+00,-1.58253416272545664e+01,1.43912542645637709e+00,7.44970690497959328e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.13737596460071954e-03,1.25476682144874869e-03,-1.13737596460071954e-03,-1.25476682144874869e-03,-3.44310891281056353e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13013207332528567e-04,-6.06242058447248023e+06,4.63152985499883300e+02,1.03148846687906710e-12,-5.10047570184696177e-03,1.16745978619445293e-09,-2.77943804700334702e-09,-6.87184314622716652e+00,-4.37193283251486231e-06
132,-6.23238426892524799e+00,6.50656393821994783e+00,-1.58149861925460407e+01,1.43915263293815321e+00,2.56393354597485533e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.13339899882598403e-03,1.26756759315708512e-03,-1.13339899882598403e-03,-1.26756759315708512e-03,-3.45128520265989332e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13032202946141563e-04,-6.06232665768483933e+06,4.67966804600759929e+02,1.03156836625928918e-12,-5.10063377654888881e-03,1.17957560159010254e-09,-2.77965331598778020e-09,-6.87205595222020360e+00,-4.41722081683270448e-06
133,-6.22201670687512021e+00,6.51687289272442438e+00,-1.58046307578375149e+01,1.43917983941992933e+00,8.91845951547621764e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.12943896837613749e-03,1.28030411062603862e-03,-1.12943896837613749e-03,-1.28030411062603862e-03,-3.45942810136545213e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13051199148376916e-04,-6.06223273235243093e+06,4.72830656531092586e+02,1.03164826984876683e-12,-5.10079186104419983e-03,1.19181715406419420e-09,-2.77986859097556230e-09,-6.87226873842707420e+00,-4.46297792514726912e-06
134,-6.21164914482499242e+00,6.52718199898102291e+00,-1.57942752086537332e+01,1.43920704623560880e+00,1.68367831113442935e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.12549523967106404e-03,1.29297963647583242e-03,-1.12549523967106404e-03,-1.29297963647583242e-03,-3.46753867549864925e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13070180703695995e-04,-6.06213888380108122e+06,4.77745121937787474e+02,1.03172813958034957e-12,-5.10094976421599997e-03,1.20418591628167196e-09,-2.78008383953608767e-09,-6.87248168086326228e+00,-4.50920992107827924e-06
135,-6.20128158277486463e+00,6.53749110523762145e+00,-1.57839196594699516e+01,1.43923425305128827e+00,7.45095975851116764e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.12156728233373275e-03,1.30559693379511460e-03,-1.12156728233373275e-03,-1.30559693379511460e-03,-3.47561819617774655e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13089162846730388e-04,-6.06204503670258634e+06,4.82710666879829716e+02,1.03180801351577243e-12,-5.10110767716946516e-03,1.21668304238305986e-09,-2.78029909409494551e-09,-6.87269460352558248e+00,-4.55592082901592415e-06
136,-6.19091402072473773e+00,6.54780007744161896e+00,-1.57735642185282501e+01,1.43926145955952189e+00,5.45977933545805365e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.11765458734495267e-03,1.31815865688588362e-03,-1.11765458734495267e-03,-1.31815865688588362e-03,-3.48366782867967368e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13108156127258378e-04,-6.06195113890288863e+06,4.87727765274066655e+02,1.03188791792774892e-12,-5.10126573246351585e-03,1.22930971032239025e-09,-2.78051437662831920e-09,-6.87290738334239126e+00,-4.60311477880550044e-06
137,-6.18054645867460994e+00,6.55810904964561647e+00,-1.57632087775865486e+01,1.43928866606775552e+00,8.91916898743811573e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.11375658782314306e-03,1.33066765491517548e-03,-1.11375658782314306e-03,-1.33066765491517548e-03,-3.49168856949385285e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13127149996191560e-04,-6.06185724255761411e+06,4.92797009348987501e+02,1.03196782654820710e-12,-5.10142379754732929e-03,1.24206741710890648e-09,-2.78072966516393751e-09,-6.87312014338034505e+00,-4.65079759661952389e-06
138,-6.17017889662448216e+00,6.56841817359714053e+00,-1.57528532221713622e+01,1.43931587290988516e+00,4.36515112896760892e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.10987273358606042e-03,1.34312667871232748e-03,-1.10987273358606042e-03,-1.34312667871232748e-03,-3.49968131862884481e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13146129217257948e-04,-6.06176342298221868e+06,4.97919004270828111e+02,1.03204770130101547e-12,-5.10158168129500912e-03,1.25495769750001624e-09,-2.78094492726320010e-09,-6.87333305966238495e+00,-4.69897528870260490e-06
139,-6.15981133457435526e+00,6.57872729754866459e+00,-1.57424976667561758e+01,1.43934307975201481e+00,7.45221121671594073e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.10600257614231227e-03,1.35553801720253507e-03,-1.10600257614231227e-03,-1.35553801720253507e-03,-3.50764718361071866e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13165109025822158e-04,-6.06166960485887155e+06,5.03094235781937925e+02,1.03212758025689049e-12,-5.10173957482073191e-03,1.26798175430799917e-09,-2.78116019535969089e-09,-6.87354595617786490e+00,-4.74765204878441180e-06
140,-6.14944377252422747e+00,6.58903628744297798e+00,-1.57321422195848601e+01,1.43937028628669172e+00,6.78007447760699757e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.10214568368525762e-03,1.36790387939642326e-03,-1.10214568368525762e-03,-1.36790387939642326e-03,-3.51558717549808018e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13184099974121771e-04,-6.06157573603104521e+06,5.08323197811673253e+02,1.03220748969967304e-12,-5.10189761071403163e-03,1.28114081515356215e-09,-2.78137549143945240e-09,-6.87375870982806436e+00,-4.79683218044270243e-06
141,-6.13907621047409968e+00,6.59934527733729137e+00,-1.57217867724135445e+01,1.43939749282136864e+00,8.91987852361227410e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.09830156117879255e-03,1.38022669172139069e-03,-1.09830156117879255e-03,-1.38022669172139069e-03,-3.52350214730164698e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13203091510609302e-04,-6.06148186865683738e+06,5.13606507599668817e+02,1.03228740335016463e-12,-5.10205565639347287e-03,1.29443644017425200e-09,-2.78159079352035590e-09,-6.87397144370671853e+00,-4.84652175515072139e-06
142,-6.12870864842397189e+00,6.60965441897453942e+00,-1.57114312107705132e+01,1.43942469968993447e+00,2.77032807875938013e-18,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.09446972622821324e-03,1.39250880760438569e-03,-1.09446972622821324e-03,-1.39250880760438569e-03,-3.53139286369801107e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13222068398279517e-04,-6.06138807804133371e+06,5.18944795866956724e+02,1.03236728312325048e-12,-5.10221352072415778e-03,1.30787022883805375e-09,-2.78180606915580428e-09,-6.87418433384422389e+00,-4.89672703199186242e-06
143,-6.11834108637384499e+00,6.61996356061178748e+00,-1.57010756491274819e+01,1.43945190655850030e+00,7.45346382481839772e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.09064979746182830e-03,1.40475214673735816e-03,-1.09064979746182830e-03,-1.40475214673735816e-03,-3.53926029816000777e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13241045873230716e-04,-6.06129428887707274e+06,5.24338568870521271e+02,1.03244716709863033e-12,-5.10237139482927222e-03,1.32144343468162463e-09,-2.78202135078737905e-09,-6.87439720422247547e+00,-4.94745238116102987e-06
144,-6.10797352432371721e+00,6.63027256818721789e+00,-1.56907201957301101e+01,1.43947911311960608e+00,5.09484414427689824e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.08684140648234676e-03,1.41695856994868944e-03,-1.08684140648234676e-03,-1.41695856994868944e-03,-3.54710533514168615e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13260034490159013e-04,-6.06120044900506176e+06,5.29788341397248246e+02,1.03252708157127341e-12,-5.10252941132894461e-03,1.33515733708653744e-09,-2.78223666041097777e-09,-6.87460993171566770e+00,-4.99870228727722333e-06
145,-6.09760596227358942e+00,6.64058157576264829e+00,-1.56803647423327384e+01,1.43950631968071185e+00,8.92058765865550960e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.08304411719537842e-03,1.42913017156056288e-03,-1.08304411719537842e-03,-1.42913017156056288e-03,-3.55492870999289581e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13279023695057846e-04,-6.06110661058586184e+06,5.35294756754307286e+02,1.03260700025085228e-12,-5.10268743761114682e-03,1.34901356198082192e-09,-2.78245197603461502e-09,-6.87482263944461724e+00,-5.05048307744272008e-06
146,-6.08723840022346252e+00,6.65089073507642325e+00,-1.56700091744654184e+01,1.43953352657569922e+00,5.30854499791448994e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.07925750290999460e-03,1.44126899163654035e-03,-1.07925750290999460e-03,-1.44126899163654035e-03,-3.56273107623639521e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13297998250189494e-04,-6.06101284891419299e+06,5.40858472296623177e+02,1.03268688504327150e-12,-5.10284528253197433e-03,1.36301377627155134e-09,-2.78266726520369941e-09,-6.87503550344717240e+00,-5.10280127422359705e-06
147,-6.07687083817333473e+00,6.66119989439019822e+00,-1.56596536065980985e+01,1.43956073347068658e+00,7.45471378237110282e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.07548123788829141e-03,1.45337665802203826e-03,-1.07548123788829141e-03,-1.45337665802203826e-03,-3.57051329627113695e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13316973392384851e-04,-6.06091908869296405e+06,5.46480015662293795e+02,1.03276677403721166e-12,-5.10300313722362141e-03,1.37715928635894861e-09,-2.78288256036780631e-09,-6.87524834769777904e+00,-5.15566143170561401e-06
148,-6.06650327612320694e+00,6.67150891963755655e+00,-1.56492981469782251e+01,1.43958794005820723e+00,4.72620889984885439e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.07171500637400462e-03,1.46545475533324163e-03,-1.07171500637400462e-03,-1.46545475533324163e-03,-3.57827614949073319e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13335959678796942e-04,-6.06082527776072454e+06,5.52159923376655911e+02,1.03284669353876713e-12,-5.10316113433677970e-03,1.39145142556795320e-09,-2.78309788353269287e-09,-6.87546104904357502e+00,-5.20906822316529536e-06
149,-6.05613571407307916e+00,6.68181794488491487e+00,-1.56389426873583517e+01,1.43961514664572787e+00,8.92129757551792833e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.06795842112284659e-03,1.47750511335391702e-03,-1.06795842112284659e-03,-1.47750511335391702e-03,-3.58602027377822631e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13354946552962404e-04,-6.06073146828049235e+06,5.57898865915200076e+02,1.03292661724648634e-12,-5.10331914122885699e-03,1.40589188839152448e-09,-2.78331321269651616e-09,-6.87567373063243092e+00,-5.26302824209713097e-06
150,-6.04576815202295226e+00,6.69212712186602943e+00,-1.56285871132702994e+01,1.43964235356712256e+00,5.06918580157450161e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.06421110167146575e-03,1.48952952172141050e-03,-1.06421110167146575e-03,-1.48952952172141050e-03,-3.59374623046604998e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13373918776410269e-04,-6.06063773553663027e+06,5.63697528391412447e+02,1.03300650705728916e-12,-5.10347696674693426e-03,1.42048241201938220e-09,-2.78352851539668346e-09,-6.87588656850964952e+00,-5.31754828564185705e-06
151,-6.03540058997282447e+00,6.70243629884714398e+00,-1.56182315391822470e+01,1.43966956048851724e+00,7.45596634573333796e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.06047276886637662e-03,1.50152937457012571e-03,-1.06047276886637662e-03,-1.50152937457012571e-03,-3.60145478898568280e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13392891586704786e-04,-6.06054400424239971e+06,5.69556460727571334e+02,1.03308640106884068e-12,-5.10363480203222114e-03,1.43522435794472389e-09,-2.78374382409077271e-09,-6.87609938664221421e+00,-5.37263309951420652e-06
152,-6.02503302792269668e+00,6.71274534175724291e+00,-1.56078760733434247e+01,1.43969676710243810e+00,1.35402379252111911e-18,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.05674315108693351e-03,1.51350603460437185e-03,-1.05674315108693351e-03,-1.51350603460437185e-03,-3.60914664068917243e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13411875543457301e-04,-6.06045022223389521e+06,5.75476222105366446e+02,1.03316632559836544e-12,-5.10379277976599766e-03,1.45011911571037903e-09,-2.78395916079439774e-09,-6.87631206185019384e+00,-5.42828755358490275e-06
153,-6.01466546587256978e+00,6.72305438466734184e+00,-1.55975206075046025e+01,1.43972397371635896e+00,8.92200812976211788e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.05302190195114020e-03,1.52546111832774982e-03,-1.05302190195114020e-03,-1.52546111832774982e-03,-3.61682234197950505e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13430860087746128e-04,-6.06035644167659339e+06,5.81457511316108366e+02,1.03324625433328189e-12,-5.10395076727508494e-03,1.46516845126569443e-09,-2.78417450349585935e-09,-6.87652471730852799e+00,-5.48451851895704581e-06
154,-6.00429790382244200e+00,6.73336357930661489e+00,-1.55871650271993687e+01,1.43975118066414698e+00,5.76312879382474373e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.04930867970470017e-03,1.53739621289142227e-03,-1.04930867970470017e-03,-1.53739621289142227e-03,-3.62448237704740203e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13449829980365646e-04,-6.06026273784451187e+06,5.87501042404201371e+02,1.03332614916152300e-12,-5.10410857339752954e-03,1.48037417504649997e-09,-2.78438981972456350e-09,-6.87673752907000324e+00,-5.54133307890501291e-06
155,-5.99393034177231421e+00,6.74367277394588793e+00,-1.55768094468941349e+01,1.43977838761193500e+00,7.45721883345381193e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.04560324456646017e-03,1.54931252311018793e-03,-1.04560324456646017e-03,-1.54931252311018793e-03,-3.63212743678910637e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13468800459614867e-04,-6.06016903546125721e+06,5.93607388517127447e+02,1.03340604818974015e-12,-5.10426638928357379e-03,1.49573770596239637e-09,-2.78460514194608821e-09,-6.87695032109411564e+00,-5.59873617883621381e-06
156,-5.98356277972218642e+00,6.75398183450955081e+00,-1.55664539748399129e+01,1.43980559425224164e+00,4.95498496929639294e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.04190536225772195e-03,1.56121123139997672e-03,-1.04190536225772195e-03,-1.56121123139997672e-03,-3.63975813811068596e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13487782087562589e-04,-6.06007528236047179e+06,5.99777132449578403e+02,1.03348597774628848e-12,-5.10442434764507916e-03,1.51126049214453866e-09,-2.78482049218590399e-09,-6.87716297017386768e+00,-5.65673289348616576e-06
157,-5.97319521767205952e+00,6.76429089507321368e+00,-1.55560985027856908e+01,1.43983280089254828e+00,8.92271905465333187e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.03821472086760387e-03,1.57309378047875586e-03,-1.03821472086760387e-03,-1.57309378047875586e-03,-3.64737496872916643e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13506764302829675e-04,-6.05998153071008064e+06,6.06011002504663452e+02,1.03356591150745644e-12,-5.10458231577828880e-03,1.52694437401205234e-09,-2.78503584842245413e-09,-6.87737559951126176e+00,-5.71533038325525162e-06
158,-5.96282765562193173e+00,6.77460010736146856e+00,-1.55457429162668248e+01,1.43986000786671542e+00,3.50954899642909212e-18,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.03453101132281291e-03,1.58496159208367979e-03,-1.03453101132281291e-03,-1.58496159208367979e-03,-3.65497834776167159e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13525731865476390e-04,-6.05988785577376466e+06,6.12309742879472310e+02,1.03364581135219213e-12,-5.10474010251221917e-03,1.54279123833529938e-09,-2.78525117817715072e-09,-6.87758838516657178e+00,-5.77453602959705455e-06
159,-5.95246009357180395e+00,6.78490931964972344e+00,-1.55353873297479588e+01,1.43988721484088256e+00,7.45846968792335238e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.03085402740643313e-03,1.59681571610352925e-03,-1.03085402740643313e-03,-1.59681571610352925e-03,-3.66256889919383544e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13544700014536509e-04,-6.05979418228547275e+06,6.18673950927549981e+02,1.03372571539613161e-12,-5.10489789900614617e-03,1.55880256386170227e-09,-2.78546651392356524e-09,-6.87780115109180379e+00,-5.83435498601473453e-06
160,-5.94209253152167705e+00,6.79521839785777981e+00,-1.55250318514818861e+01,1.43991442150756099e+00,7.64605360120413440e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.02718356669998260e-03,1.60865718702706884e-03,-1.02718356669998260e-03,-1.60865718702706884e-03,-3.67014717645776801e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13563679314532598e-04,-6.05970045807640068e+06,6.25104234053792084e+02,1.03380564997875617e-12,-5.10505583800247541e-03,1.57497985978113201e-09,-2.78568187769702572e-09,-6.87801377405292858e+00,-5.89479254072716034e-06
161,-5.93172496947154926e+00,6.80552747606583619e+00,-1.55146763732158135e+01,1.43994162817423943e+00,8.92342860185322231e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.02351934659994240e-03,1.62048730464371790e-03,-1.02351934659994240e-03,-1.62048730464371790e-03,-3.67771360892426083e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13582659201631644e-04,-6.05960673531692196e+06,6.31601351319441164e+02,1.03388558876522932e-12,-5.10521378676690243e-03,1.59132504412296653e-09,-2.78589724746611915e-09,-6.87822637727897934e+00,-5.95585615561281510e-06
162,-5.92135740742142147e+00,6.81583670599390778e+00,-1.55043207804868590e+01,1.43996883517477103e+00,2.85897852415703311e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.01986108583495064e-03,1.63230735433615715e-03,-1.01986108583495064e-03,-1.63230735433615715e-03,-3.68526856040754091e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13601624435159690e-04,-6.05951308926037047e+06,6.38166078347434564e+02,1.03396549362551286e-12,-5.10537155411942920e-03,1.60784008321075371e-09,-2.78611259074425717e-09,-6.87843913683769692e+00,-6.01755352285720704e-06
163,-5.91098984537129368e+00,6.82614593592197938e+00,-1.54939651877579045e+01,1.43999604217530264e+00,7.45972194057914892e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.01620860703041053e-03,1.64411825806500011e-03,-1.01620860703041053e-03,-1.64411825806500011e-03,-3.69281259743522820e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13620590254884408e-04,-6.05941944465104397e+06,6.44799037719868011e+02,1.03404540268422875e-12,-5.10552933122834784e-03,1.62452651815327315e-09,-2.78632794001301378e-09,-6.87865187667362132e+00,-6.07989001281590427e-06
164,-5.90062228332116678e+00,6.83645503176526237e+00,-1.54836097032835251e+01,1.44002324886833866e+00,4.05521019672819392e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.01256173516413089e-03,1.65592092787405164e-03,-1.01256173516413089e-03,-1.65592092787405164e-03,-3.70034621890232094e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13639567227784516e-04,-6.05932574931768700e+06,6.51500862491212501e+02,1.03412534229198925e-12,-5.10568725086662373e-03,1.64138592177366164e-09,-2.78654331731757578e-09,-6.87886447352567654e+00,-6.14287113617221407e-06
165,-5.89025472127103900e+00,6.84676412760854536e+00,-1.54732542188091458e+01,1.44005045556137468e+00,8.92414066958948396e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.00892021273071624e-03,1.66771654503793370e-03,-1.00892021273071624e-03,-1.66771654503793370e-03,-3.70786980426450214e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13658544787570848e-04,-6.05923205543311685e+06,6.58272343779763560e+02,1.03420528610282671e-12,-5.10584518026939091e-03,1.65842029298447344e-09,-2.78675870061667183e-09,-6.87907705064994435e+00,-6.20650466897649282e-06
166,-5.87988715922091121e+00,6.85707337516727389e+00,-1.54628986198736467e+01,1.44007766258825654e+00,4.37338077641573735e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.00528378227736186e-03,1.67950628164544730e-03,-1.00528378227736186e-03,-1.67950628164544730e-03,-3.71538367001295316e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13677507692833493e-04,-6.05913843824035395e+06,6.65114289961383633e+02,1.03428519597771198e-12,-5.10600292824761083e-03,1.67563168101681277e-09,-2.78697405741570562e-09,-6.87928978412164938e+00,-6.27079862722734063e-06
167,-5.86951959717078431e+00,6.86738262272600242e+00,-1.54525430209381476e+01,1.44010486961513839e+00,7.46097333962268247e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.00165229139990248e-03,1.69129095317236029e-03,-1.00165229139990248e-03,-1.69129095317236029e-03,-3.72288833297015377e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13696471184076620e-04,-6.05904482249400765e+06,6.72027349912241789e+02,1.03436511005025854e-12,-5.10616068597862047e-03,1.69302169197078355e-09,-2.78718942020425826e-09,-6.87950249787783896e+00,-6.33575860725788580e-06
168,-5.85915203512065652e+00,6.87769173619535490e+00,-1.54421875302590053e+01,1.44013207633451779e+00,4.23128955320168419e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-9.98025588806788306e-04,1.70307136951507849e-03,-9.98025588806788306e-04,-1.70307136951507849e-03,-3.73038424483465320e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.13715445830732929e-04,-6.05895115602038614e+06,6.79012183419545181e+02,1.03444505468220807e-12,-5.10631858626592848e-03,1.71059196498590024e-09,-2.78740481103737613e-09,-6.87971506863041071e+00,-6.40139035157482501e-06
