backend_step_index,log_w,log_n,log_q,s,residual_norm,converged,newton_iterations,continuation_status,step_size,loca_continuation_mode,lambda1_real,lambda1_imag,lambda2_real,lambda2_imag,lambda3_real,lambda3_imag,eigenvalue_regime,stability_classification,eigenvalue_source,jacobian_coordinate_system,physical_jacobian_11,physical_jacobian_12,physical_jacobian_13,physical_jacobian_21,physical_jacobian_22,physical_jacobian_23,physical_jacobian_31,physical_jacobian_32,physical_jacobian_33
414,-3.30873177078928293e+00,9.41388312142222716e+00,-1.28946767459785558e+01,1.44682516578232701e+00,7.19307597800764669e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-9.68046017696793651e-05,5.79691711257061554e-03,-9.68046017696793651e-05,-5.79691711257061554e-03,-5.65054221157073634e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18364224253753632e-04,-6.03613300239537656e+06,8.64189115771056095e+03,1.05414579954941508e-12,-5.14499798030373760e-03,2.16889769594201727e-08,-2.84049023563250230e-09,-6.93182762755015958e+00,-8.07892105526040674e-05
415,-3.29836420873915515e+00,9.42419344447185381e+00,-1.28843207690457504e+01,1.44685237441554548e+00,7.54554564820353444e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-9.31814426218012320e-05,5.82308926696328832e-03,-9.31814426218012320e-05,-5.82308926696328832e-03,-5.65880090203144896e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18383045025536595e-04,-6.03604114545733575e+06,8.73171851230053471e+03,1.05422602265183555e-12,-5.14515455030483196e-03,2.19140875881841303e-08,-2.84070643172444268e-09,-6.93203874280945964e+00,-8.16261919446791120e-05
416,-3.28799664668902825e+00,9.43450363315440121e+00,-1.28739649004768957e+01,1.44687958274082917e+00,4.70081676799052411e-18,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-8.95634052213368419e-05,5.84938282315555953e-03,-8.95634052213368419e-05,-5.84938282315555953e-03,-5.66705816059238834e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18401877090411453e-04,-6.03594923759930395e+06,8.82247853667651543e+03,1.05430627695700780e-12,-5.14531126452024562e-03,2.21415318646434340e-08,-2.84092265640540683e-09,-6.93224971384659394e+00,-8.24718294244061408e-05
417,-3.27762908463890046e+00,9.44481382183694862e+00,-1.28636090319080409e+01,1.44690679106611286e+00,8.97633505805185370e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-8.59505371308909283e-05,5.87579876368941878e-03,-8.59505371308909283e-05,-5.87579876368941878e-03,-5.67531385125501567e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18420709728792722e-04,-6.03585733114070818e+06,8.91418194716980361e+03,1.05438653541733666e-12,-5.14546798827751704e-03,2.23713367640896846e-08,-2.84113888701253898e-09,-6.93246066560582985e+00,-8.33262275104898394e-05
418,-3.26726152258877267e+00,9.45512416195363947e+00,-1.28532530489865469e+01,1.44693399972480519e+00,1.08613955178289341e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-8.23428761685704002e-05,5.90233809589660492e-03,-8.23428761685704002e-05,-5.90233809589660492e-03,-5.68356779902551030e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18439527652252436e-04,-6.03576550068661477e+06,9.00683969089752645e+03,1.05446675932517236e-12,-5.14562452980951539e-03,2.26035299307531383e-08,-2.84135509054501943e-09,-6.93267177464244977e+00,-8.41894939008852540e-05
419,-3.25689396053864488e+00,9.46543450207033032e+00,-1.28428970660650528e+01,1.44696120838349751e+00,7.54744661887096424e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-7.87405978743890703e-05,5.92900124127372120e-03,-7.87405978743890703e-05,-5.92900124127372120e-03,-5.69181993497451695e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18458346148322794e-04,-6.03567367162964307e+06,9.10046055805303149e+03,1.05454698738273873e-12,-5.14578108087181390e-03,2.28381330413201946e-08,-2.84157129999864812e-09,-6.93288286441324964e+00,-8.50617037031636293e-05
420,-3.24652639848851798e+00,9.47574470781556499e+00,-1.28325411915092040e+01,1.44698841673424838e+00,6.13166151713280497e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-7.51438672438710180e-05,5.95578863633267671e-03,-7.51438672438710180e-05,-5.95578863633267671e-03,-5.70007015156480043e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18477175939688146e-04,-6.03558179164970666e+06,9.19505348360653079e+03,1.05462724665345095e-12,-5.14593777617497212e-03,2.30751682081063937e-08,-2.84178753805010551e-09,-6.93309380994233315e+00,-8.59429339378788406e-05
421,-3.23615883643839020e+00,9.48605491356079966e+00,-1.28221853169533553e+01,1.44701562508499926e+00,8.97769592408861046e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-7.15527355753253769e-05,5.98270128429174205e-03,-7.15527355753253769e-05,-5.98270128429174205e-03,-5.70831830969495673e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18496006304351527e-04,-6.03548991306844447e+06,9.29062963649316407e+03,1.05470751007856955e-12,-5.14609448101652212e-03,2.33146635440402449e-08,-2.84200378202665970e-09,-6.93330473620052246e+00,-8.68332935247349000e-05
422,-3.22579127438826241e+00,9.49636527073582215e+00,-1.28118293280465441e+01,1.44704283376915188e+00,6.57034741613287440e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-6.79672445226691432e-05,6.00974021354781784e-03,-6.79672445226691432e-05,-6.00974021354781784e-03,-5.71656423122363436e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18514821953128411e-04,-6.03539811048099026e+06,9.38720042613312035e+03,1.05478773894138332e-12,-5.14625100362002801e-03,2.35566478590371184e-08,-2.84221999891942474e-09,-6.93351581975084574e+00,-8.77328946958145389e-05
423,-3.21542371233813551e+00,9.50667562791084464e+00,-1.28014733391397328e+01,1.44707004245330451e+00,7.54940493434571975e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-6.43875725396183683e-05,6.03690585657351043e-03,-6.43875725396183683e-05,-6.03690585657351043e-03,-5.72480784456482622e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18533638174307665e-04,-6.03530630928989407e+06,9.48477501398445202e+03,1.05486797195317712e-12,-5.14640753575036549e-03,2.38011437439993617e-08,-2.84243622173226724e-09,-6.93372688404234871e+00,-8.86418157193878502e-05
424,-3.20505615028800772e+00,9.51698585071003400e+00,-1.27911174586002634e+01,1.44709725082950880e+00,2.65136033798410592e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-6.08138875746629928e-05,6.06419866099331805e-03,-6.08138875746629928e-05,-6.06419866099331805e-03,-5.73304903954817945e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18552465692984253e-04,-6.03521445717286132e+06,9.58336271234730339e+03,1.05494823618851105e-12,-5.14656421214810048e-03,2.40481742436650652e-08,-2.84265247315174171e-09,-6.93393780407258653e+00,-8.95601368564199443e-05
425,-3.19468858823787993e+00,9.52729607350922336e+00,-1.27807615780607939e+01,1.44712445920571309e+00,8.97911376608397852e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-5.72462447165260964e-05,6.09161965123718261e-03,-5.72462447165260964e-05,-6.09161965123718261e-03,-5.74128767404539359e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18571293784751135e-04,-6.03512260645374004e+06,9.68297516187761357e+03,1.05502850457750113e-12,-5.14672089808076126e-03,2.42977686565791002e-08,-2.84286873049524384e-09,-6.93414870483892898e+00,-9.04879716129350896e-05
426,-3.18432102618775215e+00,9.53760644773384847e+00,-1.27704055831720389e+01,1.44715166791531269e+00,1.52230314684764363e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-5.36846895145786491e-05,6.11916987731473544e-03,-5.36846895145786491e-05,-6.11916987731473544e-03,-5.74952356683914104e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18590107159665281e-04,-6.03503083171774168e+06,9.78362425382400215e+03,1.05510873839437310e-12,-5.14687740176259304e-03,2.45499570074974436e-08,-2.84308496074581855e-09,-6.93435976291217049e+00,-9.14254369460391783e-05
427,-3.17395346413762525e+00,9.54791682195847358e+00,-1.27600495882832838e+01,1.44717887662491229e+00,7.55142657115912398e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-5.01294033277805914e-05,6.14684978295493463e-03,-5.01294033277805914e-05,-6.14684978295493463e-03,-5.75775664383672454e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18608921106774063e-04,-6.03493905837734044e+06,9.88531953658885686e+03,1.05518897635947465e-12,-5.14703391496779822e-03,2.48047628400966471e-08,-2.84330119691540034e-09,-6.93457080173358165e+00,-9.23726144177149100e-05
428,-3.16358590208749746e+00,9.55822706180289217e+00,-1.27496937017635652e+01,1.44720608502655645e+00,2.11487437341976866e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-4.65805570526848004e-05,6.17465982718180730e-03,-4.65805570526848004e-05,-6.17465982718180730e-03,-5.76598679238081707e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18627746353582085e-04,-6.03484723410803732e+06,9.98807071573664689e+03,1.05526924555851164e-12,-5.14719057246692830e-03,2.50622101708566971e-08,-2.84351746170041820e-09,-6.93478169627418151e+00,-9.33295876656745055e-05
429,-3.15321834003736967e+00,9.56853730164731076e+00,-1.27393378152438466e+01,1.44723329342820062e+00,8.98059067769942205e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-4.30382096232929435e-05,6.20260105617961074e-03,-4.30382096232929435e-05,-6.20260105617961074e-03,-5.77421386739959772e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18646572173272343e-04,-6.03475541123588011e+06,1.00918899235685058e+04,1.05534951891045493e-12,-5.14734723949752341e-03,2.53223295339416897e-08,-2.84373373240839419e-09,-6.93499257155788218e+00,-9.42964749753866108e-05
430,-3.14285077798724277e+00,9.57884769291281302e+00,-1.27289818143765174e+01,1.44726050216323343e+00,6.71333140339008592e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-3.95024105444697466e-05,6.23067454212534056e-03,-3.95024105444697466e-05,-6.23067454212534056e-03,-5.78243768467863808e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18665383275145359e-04,-6.03466366433616169e+06,1.01967895535091666e+04,1.05542975768046926e-12,-5.14750372426452281e-03,2.55851522201766021e-08,-2.84394997601430694e-09,-6.93520360416322212e+00,-9.52733982279129876e-05
431,-3.13248321593711498e+00,9.58915808417831528e+00,-1.27186258135091883e+01,1.44728771089826624e+00,7.55351530048541723e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-3.59733440706160360e-05,6.25888074028686705e-03,-3.59733440706160360e-05,-6.25888074028686705e-03,-5.79065816777676878e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18684194949005169e-04,-6.03457191883127950e+06,1.03027795572494688e+04,1.05551000059796375e-12,-5.14766021855143745e-03,2.58507027661968165e-08,-2.84416622553815683e-09,-6.93541461752372612e+00,-9.62604424175607604e-05
432,-3.12211565388698720e+00,9.59946834105924651e+00,-1.27082699210125849e+01,1.44731491932533696e+00,3.75598035465897307e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-3.24511840400916701e-05,6.28722012137705732e-03,-3.24511840400916701e-05,-6.28722012137705732e-03,-5.79887520170423512e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18703017924765041e-04,-6.03448012239453476e+06,1.04098700502281881e+04,1.05559027475978775e-12,-5.14781685715878790e-03,2.61190062012016974e-08,-2.84438250368624853e-09,-6.93562548658388422e+00,-9.72576947008621919e-05
433,-3.11174809183685941e+00,9.60977859794017775e+00,-1.26979140285159815e+01,1.44734212775240767e+00,8.98213507099108394e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.89359932874173030e-05,6.31569375388402274e-03,-2.89359932874173030e-05,-6.31569375388402274e-03,-5.80708863853649556e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18721841473199199e-04,-6.03438832735417504e+06,1.05180736771551674e+04,1.05567055307376781e-12,-5.14797350529414433e-03,2.63900943470863055e-08,-2.84459878775622758e-09,-6.93583633639413044e+00,-9.82652783439861199e-05
434,-3.10138052978673251e+00,9.62008900623784058e+00,-1.26875580216734463e+01,1.44736933651286015e+00,1.20905775922137018e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.54278253332852885e-05,6.34430273271418751e-03,-2.54278253332852885e-05,-6.34430273271418751e-03,-5.81529829114866507e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18740650302850742e-04,-6.03429660827557836e+06,1.06274033548379812e+04,1.05575079679600625e-12,-5.14812997115312622e-03,2.66639998141332308e-08,-2.84481504471500553e-09,-6.93604734354076591e+00,-9.92833203592584943e-05
435,-3.09101296773660472e+00,9.63039941453550341e+00,-1.26772020148309110e+01,1.44739654527331263e+00,7.55567743130055389e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-2.19268673164760102e-05,6.37304752495855206e-03,-2.19268673164760102e-05,-6.37304752495855206e-03,-5.82350408091765644e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18759459704281236e-04,-6.03420489059105888e+06,1.07378694552907164e+04,1.05583104466497480e-12,-5.14828644652856951e-03,2.69407481738162349e-08,-2.84503130759065065e-09,-6.93625833144955184e+00,-1.00311909317756613e-04
436,-3.08064540568647693e+00,9.64070968844423426e+00,-1.26668461163607908e+01,1.44742375372579613e+00,5.96147738518757526e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.84332960098215716e-05,6.40192861330910433e-03,-1.84332960098215716e-05,-6.40192861330910433e-03,-5.83170589068400004e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18778280409811639e-04,-6.03411312197172083e+06,1.08494825211351963e+04,1.05591132378866573e-12,-5.14844306625094998e-03,2.72203655107594962e-08,-2.84524759909934086e-09,-6.93646917503846616e+00,-1.01351136042882376e-04
437,-3.07027784363635003e+00,9.65101996235296511e+00,-1.26564902178906706e+01,1.44745096217827962e+00,8.98375023131341605e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.49471782037905278e-05,6.43094708911531952e-03,-1.49471782037905278e-05,-6.43094708911531952e-03,-5.83990356976933980e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18797101687808488e-04,-6.03402135474800691e+06,1.09622557311329529e+04,1.05599160706376452e-12,-5.14859969549787654e-03,2.75028849888987610e-08,-2.84546389652885052e-09,-6.93667999938445501e+00,-1.02401128991236703e-04
438,-3.05991028158622225e+00,9.66133038767407903e+00,-1.26461342050762919e+01,1.44747817096413844e+00,3.82826666845791251e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.14685714954811937e-05,6.46010407058368076e-03,-1.14685714954811937e-05,-6.46010407058368076e-03,-5.84809692823321306e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18815908246058539e-04,-6.03392966347538214e+06,1.10762025475797054e+04,1.05607185573731122e-12,-5.14875614245567138e-03,2.77883405936143574e-08,-2.84568016683802412e-09,-6.93689098108156710e+00,-1.03462020522446745e-04
439,-3.04954271953609446e+00,9.67164081299519296e+00,-1.26357781922619132e+01,1.44750537974999727e+00,7.55791964138887248e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-7.99766589591247826e-06,6.48940003691312033e-03,-7.99766589591247826e-06,-6.48940003691312033e-03,-5.85628588544540810e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18834715375879809e-04,-6.03383797359607089e+06,1.11913337805641477e+04,1.05615210855683861e-12,-5.14891259892646686e-03,2.80767589748642607e-08,-2.84589644306299659e-09,-6.93710194354781517e+00,-1.04533902934884180e-04
440,-3.03917515748596667e+00,9.68195110392301572e+00,-1.26254222878216389e+01,1.44753258822788000e+00,5.68976079430292981e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-4.53464110388145667e-06,6.51883548306653442e-03,-4.53464110388145667e-06,-6.51883548306653442e-03,-5.86447032224803044e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18853533812000292e-04,-6.03374623277899716e+06,1.13076604179309525e+04,1.05623239264148165e-12,-5.14906919977069482e-03,2.83681673172037901e-08,-2.84611274792981700e-09,-6.93731276167466504e+00,-1.05616870873099410e-04
441,-3.02880759543583977e+00,9.69226139485083849e+00,-1.26150663833813645e+01,1.44755979670576274e+00,8.98544503783130972e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,-1.07956792158467275e-06,6.54841152381982483e-03,-1.07956792158467275e-06,-6.54841152381982483e-03,-5.87265008531591762e-03,0.00000000000000000e+00,complex_pair,stable,teuchos_lapack_geev,physical_ode_state,-6.18872352820379378e-04,-6.03365449335678481e+06,1.14251961950505683e+04,1.05631268087678372e-12,-5.14922581013601676e-03,2.86626001832096049e-08,-2.84632905871638814e-09,-6.93752356056557140e+00,-1.06711058202688900e-04
442,-3.01844003338571198e+00,9.70257183718670113e+00,-1.26047103645985068e+01,1.44758700551701414e+00,5.81210327145462857e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,2.36749191635419413e-06,6.57812930125701700e-03,2.36749191635419413e-06,-6.57812930125701700e-03,-5.88082498199588542e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.18891157108045426e-04,-6.03356282987500262e+06,1.15439551427428014e+04,1.05639293450071760e-12,-5.14938223819941601e-03,2.89600929913463598e-08,-2.84654534237348329e-09,-6.93773451682235720e+00,-1.07816602855714377e-04
443,-3.00807247133558420e+00,9.71288227952256378e+00,-1.25943543458156491e+01,1.44761421432826554e+00,7.56025131542728541e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,5.80634554006874458e-06,6.60798930697187748e-03,5.80634554006874458e-06,-6.60798930697187748e-03,-5.88899492983427798e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.18909961967075285e-04,-6.03347116778577305e+06,1.16639485276749710e+04,1.05647319226988355e-12,-5.14953867577236379e-03,2.92606735155428924e-08,-2.84676163194530859e-09,-6.93794545385525385e+00,-1.08933601014700731e-04
444,-2.99770490928545730e+00,9.72319258746077608e+00,-1.25839984354085797e+01,1.44764142283153396e+00,3.89651482585757338e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,9.23681033446674122e-06,6.63799204849174502e-03,9.23681033446674122e-06,-6.63799204849174502e-03,-5.89715980785492522e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.18928778134605721e-04,-6.03337945475582220e+06,1.17851878017181116e+04,1.05655348131456630e-12,-5.14969525774527145e-03,2.95643700866688195e-08,-2.84697795016779255e-09,-6.93815624652920082e+00,-1.10062151306116973e-04
445,-2.98733734723532951e+00,9.73350289539898839e+00,-1.25736425250015103e+01,1.44766863133480239e+00,8.98722657383856344e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,1.26588114293187560e-05,6.66813866459100429e-03,1.26588114293187560e-05,-6.66813866459100429e-03,-5.90531946020096156e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.18947594874187245e-04,-6.03328774311997369e+06,1.19076872803596943e+04,1.05663377450915946e-12,-5.14985184923581578e-03,2.98712187249292502e-08,-2.84719427430896017e-09,-6.93836701997418448e+00,-1.11202393232322759e-04
446,-2.97696978518520172e+00,9.74381335474090449e+00,-1.25632865002535308e+01,1.44769584017143305e+00,1.70934880806344795e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,1.60722828908828428e-05,6.69843032181694116e-03,1.60722828908828428e-05,-6.69843032181694116e-03,-5.91347369161791293e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.18966396892088079e-04,-6.03319610741390847e+06,1.20314615869544032e+04,1.05671403308256448e-12,-5.15000825841163343e-03,3.01812563423049726e-08,-2.84741057131150897e-09,-6.93857795079981798e+00,-1.12354470532426623e-04
447,-2.96660222313507393e+00,9.75412381408282059e+00,-1.25529304755055513e+01,1.44772304900806370e+00,7.56267559773859448e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,1.94770290048438318e-05,6.72886752444561489e-03,1.94770290048438318e-05,-6.72886752444561489e-03,-5.92162241802094737e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.18985199481145100e-04,-6.03310447309963871e+06,1.21565224640318884e+04,1.05679429580045274e-12,-5.15016467709354577e-03,3.04945118841009113e-08,-2.84762687422771963e-09,-6.93878886240854165e+00,-1.13518483436566948e-04
448,-2.95623466108494704e+00,9.76443413902273072e+00,-1.25425745591350477e+01,1.44775025753670450e+00,5.38248400244311972e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,2.28728642504833065e-05,6.75945079286337496e-03,2.28728642504833065e-05,-6.75945079286337496e-03,-5.92976551680444303e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.19004013380901569e-04,-6.03301278784170002e+06,1.22828818470861534e+04,1.05687458980425512e-12,-5.15032124020190808e-03,3.08110148758401158e-08,-2.84784320580339717e-09,-6.93899962963878636e+00,-1.14694534720665759e-04
449,-2.94586709903481925e+00,9.77474446396264085e+00,-1.25322186427645441e+01,1.44777746606534530e+00,8.98909694913143256e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,2.62597096326724693e-05,6.79018129042277367e-03,2.62597096326724693e-05,-6.79018129042277367e-03,-5.93790282970351520e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.19022827852501716e-04,-6.03292110397710465e+06,1.24105546562236887e+04,1.05695488795721908e-12,-5.15047781282446191e-03,3.11308028568314764e-08,-2.84805954329668884e-09,-6.93921037764704174e+00,-1.15882769761204796e-04
450,-2.93549953698469146e+00,9.78505494030191869e+00,-1.25218626120547984e+01,1.44780467492734144e+00,6.04793385315620186e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,2.96374949561986135e-05,6.82106020872704204e-03,2.96374949561986135e-05,-6.82106020872704204e-03,-5.94603415898219308e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.19041627601455802e-04,-6.03282949603164010e+06,1.25395561323558177e+04,1.05703515147918123e-12,-5.15063420311951108e-03,3.14539142955521464e-08,-2.84827585364222382e-09,-6.93942128305068096e+00,-1.17083338348829454e-04
451,-2.92513197493456456e+00,9.79536541664119653e+00,-1.25115065813450528e+01,1.44783188378933758e+00,7.56520352599859139e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.30060216777592805e-05,6.85208806502362461e-03,3.30060216777592805e-05,-6.85208806502362461e-03,-5.95415941912571904e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.19060427921359208e-04,-6.03273788947721105e+06,1.26698985139756514e+04,1.05711541914487840e-12,-5.15079060291720979e-03,3.17803793580878329e-08,-2.84849216990035359e-09,-6.93963216924437720e+00,-1.18296344931631211e-04
452,-2.91476441288443677e+00,9.80567575857411633e+00,-1.25011506590144705e+01,1.44785909234333698e+00,7.60129053437900653e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.63651013825841668e-05,6.88326539285353568e-03,3.63651013825841668e-05,-6.88326539285353568e-03,-5.96227848609673285e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.19079239554159414e-04,-6.03264623197617941e+06,1.28015942406245777e+04,1.05719571810688457e-12,-5.15094714716783468e-03,3.21102288149927490e-08,-2.84870851482675517e-09,-6.93984291104008477e+00,-1.19521896609569206e-04
453,-2.90439685083430899e+00,9.81598610050703613e+00,-1.24907947366838883e+01,1.44788630089733639e+00,8.99106779939588738e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,3.97146508930629107e-05,6.91459338073453951e-03,3.97146508930629107e-05,-6.91459338073453951e-03,-5.97039119935452098e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.19098051758596108e-04,-6.03255457586773112e+06,1.29346588625648474e+04,1.05727602121730472e-12,-5.15110370092919986e-03,3.24435017887476033e-08,-2.84892486566970546e-09,-6.94005363362076988e+00,-1.20760144880601117e-04
454,-2.89402928878418120e+00,9.82629659383499110e+00,-1.24804387000157320e+01,1.44791350978468492e+00,9.83354177574366842e-18,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,4.30545956894934985e-05,6.94607324592739182e-03,4.30545956894934985e-05,-6.94607324592739182e-03,-5.97849735881038260e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.19116849239421041e-04,-6.03246299566776585e+06,1.30691082643482841e+04,1.05735628968690774e-12,-5.15126007235028067e-03,3.27802383699620904e-08,-2.84914118935576121e-09,-6.94026451361158792e+00,-1.22011245841693162e-04
455,-2.88366172673405430e+00,9.83660708716294607e+00,-1.24700826633475756e+01,1.44794071867203344e+00,7.56784461420862212e-11,true,0,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,4.63847344157426928e-05,6.97770551893963330e-03,4.63847344157426928e-05,-6.97770551893963330e-03,-5.98659687772943629e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.19135647290987886e-04,-6.03237141685808171e+06,1.32049552013765497e+04,1.05743656229949758e-12,-5.15141645327056152e-03,3.31204699969912057e-08,-2.84935751895334385e-09,-6.94047537439943163e+00,-1.23275308336398705e-04
456,-2.87329416468392651e+00,9.84691744608019448e+00,-1.24597267350602650e+01,1.44796792725137813e+00,7.14540404610138824e-17,true,1,converged,1.03675620501275344e-02,natural_parameter_predictor_corrector,4.97048757752795232e-05,7.00949074676297454e-03,4.97048757752795232e-05,-7.00949074676297454e-03,-5.99468963084911263e-03,0.00000000000000000e+00,complex_pair,unstable,teuchos_lapack_geev,physical_ode_state,-6.19154456657650077e-04,-6.03227978709885292e+06,1.33422126385240117e+04,1.05751686621879595e-12,-5.15157297867026038e-03,3.34642287379224454e-08,-2.84957387722800820e-09,-6.94068609076975296e+00,-1.24552443970643584e-04
