backend,branch_id,point_index,T_K,p_Pa,F,N_a_m3,N_a_cm3,log_w,w_m_s,log_n,log_q,n,q,s,continuation_residual_norm,physical_residual_norm,scaled_physical_residual_norm,converged,iterations,message,eigenvalue_regime,stability_classification,jacobian_coordinate_system,jacobian_method,eigenvalue_source,lambda1_real,lambda1_imag,lambda2_real,lambda2_imag,lambda3_real,lambda3_imag,tracked_lambda1_real,tracked_lambda1_imag,tracked_lambda2_real,tracked_lambda2_imag,tracked_lambda3_real,tracked_lambda3_imag
python,figure2_T230K,162,230.0,30000.0,1.0,10000000000.0,10000.0,-5.9213574074214215,0.002681557739001058,6.815836705993898,-15.504320780486868,912.1794225657037,1.8473919181878072e-07,1.439968835174771,4.430635236312777e-17,4.0412118096355704e-14,4.4302817077642415e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.001019861085834947,0.001632307354336154,-0.001019861085834947,-0.001632307354336154,-0.0036852685604075695,0.0,-0.001019861085834947,0.001632307354336154,-0.0036852685604075695,0.0,-0.001019861085834947,-0.001632307354336154
python,figure2_T230K,163,230.0,30000.0,1.0,10000000000.0,10000.0,-5.910989845371294,0.002709503570003818,6.82614586667546,-15.493965242661128,921.6318664688165,1.8666220524183295e-07,1.4399960420182605,3.735987990630778e-17,3.4416913763379865e-14,3.734345026449233e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.001016208629785022,0.0016441181816599392,-0.001016208629785022,-0.0016441181816599392,-0.0036928126309148717,0.0,-0.001016208629785022,0.0016441181816599392,-0.0036928126309148717,0.0,-0.001016208629785022,-0.0016441181816599392
python,figure2_T230K,164,230.0,30000.0,1.0,10000000000.0,10000.0,-5.900622283321167,0.0027377406382449445,6.836455031765255,-15.483609703283532,931.1822652675432,1.8860523626190825e-07,1.4400232488683387,5.318665717012683e-17,4.9515946898282013e-14,5.3175354339649985e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.001012561735164128,0.0016559209278740482,-0.001012561735164128,-0.0016559209278740482,-0.0037003462189023313,0.0,-0.001012561735164128,0.0016559209278740482,-0.0037003462189023313,0.0,-0.001012561735164128,-0.0016559209278740482
python,figure2_T230K,165,230.0,30000.0,1.0,10000000000.0,10000.0,-5.890254721271039,0.002766271978850827,6.846764201262714,-15.473254162354301,940.8316341023768,1.905684932550709e-07,1.4400504557250042,4.0121506833971755e-18,3.774758283725532e-15,4.0121506833971755e-18,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0010089201885211175,0.0016677166257032037,-0.0010089201885211175,-0.0016677166257032037,-0.003707869757962688,0.0,-0.0010089201885211175,0.0016677166257032037,-0.003707869757962688,0.0,-0.0010089201885211175,-0.0016677166257032037
python,figure2_T230K,166,230.0,30000.0,1.0,10000000000.0,10000.0,-5.879887159220911,0.0027951006585783924,6.857073375167264,-15.462898619873657,950.5809986344897,1.9255218676653634e-07,1.4400776625882565,2.46732925758903e-17,2.331468351712835e-14,2.4526772129294283e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.001005283782277357,0.0016795062816454447,-0.001005283782277357,-0.0016795062816454447,-0.0037153836700129696,0.0,-0.001005283782277357,0.0016795062816454447,-0.0037153836700129696,0.0,-0.001005283782277357,-0.0016795062816454447
python,figure2_T230K,167,230.0,30000.0,1.0,10000000000.0,10000.0,-5.869519597170784,0.002824229776144746,6.867382553478332,-15.45254307584182,960.4313951547741,1.9455652953325263e-07,1.4401048694580947,3.639437095352598e-17,3.486100297322996e-14,3.629723389656562e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0010016523145203577,0.0016912908771131627,-0.0010016523145203577,-0.0016912908771131627,-0.0037228883657078977,0.0,-0.0010016523145203577,0.0016912908771131627,-0.0037228883657078977,0.0,-0.0010016523145203577,-0.0016912908771131627
python,figure2_T230K,168,230.0,30000.0,1.0,10000000000.0,10000.0,-5.8591520351206565,0.002853662462560256,6.877691736195347,-15.442187530259012,970.383870694014,1.9658173650671555e-07,1.4401320763345178,2.90793526405852e-17,2.819966482547899e-14,2.906031899632304e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009980255888067853,0.0017030713695150757,-0.0009980255888067853,-0.0017030713695150757,-0.003730384244834686,0.0,-0.0009980255888067853,0.0017030713695150757,-0.003730384244834686,0.0,-0.0009980255888067853,-0.0017030713695150757
python,figure2_T230K,169,230.0,30000.0,1.0,10000000000.0,10000.0,-5.848784473070529,0.002883401881465081,6.888000923317737,-15.431831983125454,980.4394831341897,1.9862802487602265e-07,1.440159283217525,1.5616774743048399e-18,1.694065922907593e-21,1.1763045748835431e-21,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009944034139744906,0.0017148486932823113,-0.0009944034139744906,-0.0017148486932823113,-0.0037378716966896403,0.0,-0.0009944034139744906,0.0017148486932823113,-0.0037378716966896403,0.0,-0.0009944034139744906,-0.0017148486932823113
python,figure2_T230K,170,230.0,30000.0,1.0,10000000000.0,10000.0,-5.838416911020401,0.00291345122946923,6.898310114844929,-15.421476434441368,990.5993013209443,2.0069561409116546e-07,1.4401864901071153,5.3634173622944426e-17,5.306866057708248e-14,5.3572277414608e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009907856039630483,0.001726623760842163,-0.0009907856039630483,-0.001726623760842163,-0.003745351100437837,0.0,-0.0009907856039630483,0.001726623760842163,-0.003745351100437837,0.0,-0.0009907856039630483,-0.001726623760842163
python,figure2_T230K,171,230.0,30000.0,1.0,10000000000.0,10000.0,-5.828049348970274,0.0029438137364961544,6.90861931077635,-15.411120884206975,1000.8644051772144,2.0278472588656695e-07,1.4402136970032877,2.496121936280394e-17,2.464695114667849e-14,2.4625664601733576e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009871719776424067,0.0017383974635426535,-0.0009871719776424067,-0.0017383974635426535,-0.0037528228254566217,0.0,-0.0009871719776424067,0.0017383974635426535,-0.0037528228254566217,0.0,-0.0009871719776424067,-0.0017383974635426535
python,figure2_T230K,172,230.0,30000.0,1.0,10000000000.0,10000.0,-5.817681786920146,0.002974492666129931,6.9189285111114325,-15.400765332422495,1011.2358858180396,2.0489558430486077e-07,1.4402409039060415,8.128283096572253e-17,8.21565038222616e-14,8.124365935096483e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009835623586489971,0.0017501706725313127,-0.0009835623586489971,-0.0017501706725313127,-0.003760287231664032,0.0,-0.0009835623586489971,0.0017501706725313127,-0.003760287231664032,0.0,-0.0009835623586489971,-0.0017501706725313127
python,figure2_T230K,173,230.0,30000.0,1.0,10000000000.0,10000.0,-5.8073142248700185,0.0030054913159660453,6.929237715849602,-15.390409779088149,1021.7148456665531,2.070284157209205e-07,1.440268110815376,4.262212518497607e-17,4.352074256530614e-14,4.259578174286179e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009799565752292671,0.001761944239590182,-0.0009799565752292671,-0.001761944239590182,-0.0037677446698326407,0.0,-0.0009799565752292671,0.001761944239590182,-0.0037677446698326407,0.0,-0.0009799565752292671,-0.001761944239590182
python,figure2_T230K,174,230.0,30000.0,1.0,10000000000.0,10000.0,-5.796946662819892,0.0030368130179658425,6.939546924990288,-15.38005422420416,1032.3023985711854,2.0918344886613715e-07,1.44029531773129,4.011771732362889e-17,4.1300296516055823e-14,4.000794396411339e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009763544600900501,0.001773718997929893,-0.0009763544600900501,-0.001773718997929893,-0.0037751954818894522,0.0,-0.0009763544600900501,0.001773718997929893,-0.0037751954818894522,0.0,-0.0009763544600900501,-0.001773718997929893
python,figure2_T230K,175,230.0,30000.0,1.0,10000000000.0,10000.0,-5.786579100769764,0.0030684611388146848,6.949856138532919,-15.369698667770747,1042.999669924081,2.113609148529525e-07,1.4403225246537825,9.410263812554495e-17,9.814371537686384e-14,9.409755171439732e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009727558502552094,0.0017854957629461743,-0.0009727558502552094,-0.0017854957629461743,-0.0037826400012035324,0.0,-0.0009727558502552094,0.0017854957629461743,-0.0037826400012035324,0.0,-0.0009727558502552094,-0.0017854957629461743
python,figure2_T230K,176,230.0,30000.0,1.0,10000000000.0,10000.0,-5.776211538719636,0.0031004390802838082,6.9601653564769235,-15.359343109788131,1053.8077967807346,2.135610471996429e-07,1.440349731582853,4.9326810966500893e-17,5.195843755245735e-14,4.9305421468665845e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009691605869285699,0.001797275332939734,-0.0009691605869285699,-0.001797275332939734,-0.003790078552860776,0.0,-0.0009691605869285699,0.001797275332939734,-0.003790078552860776,0.0,-0.0009691605869285699,-0.001797275332939734
python,figure2_T230K,177,230.0,30000.0,1.0,10000000000.0,10000.0,-5.765843976669508,0.003132750279595981,6.970474578821731,-15.348987550256533,1064.7279279808774,2.1578408185536635e-07,1.4403769385185006,2.2188798945691486e-17,2.3536728122053334e-14,2.2105861518083716e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.000965568515362864,0.0018090584898016256,-0.000965568515362864,-0.0018090584898016256,-0.0037975114539269333,0.0,-0.000965568515362864,0.0018090584898016256,-0.0037975114539269333,0.0,-0.000965568515362864,-0.0018090584898016256
python,figure2_T230K,178,230.0,30000.0,1.0,10000000000.0,10000.0,-5.755476414619381,0.003165398209794957,6.9807838055667695,-15.338631989176177,1075.761224270607,2.1803025722546533e-07,1.440404145460724,3.380771067401033e-17,3.619327060278019e-14,3.364433466829629e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.000961979484733973,0.001820845999667262,-0.000961979484733973,-0.001820845999667262,-0.0038049390136998887,0.0,-0.000961979484733973,0.001820845999667262,-0.0038049390136998887,0.0,-0.000961979484733973,-0.001820845999667262
python,figure2_T230K,179,230.0,30000.0,1.0,10000000000.0,10000.0,-5.7451088525692535,0.003198386380118793,6.991093036711469,-15.328276426547278,1086.9088584257945,2.2029981419703942e-07,1.4404313524095225,6.708761474909534e-17,7.28306304154103e-14,6.700711827127006e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009583933480204843,0.0018326386135400828,-0.0009583933480204843,-0.0018326386135400828,-0.0038123615339513686,0.0,-0.0009583933480204843,0.0018326386135400828,-0.0038123615339513686,0.0,-0.0009583933480204843,-0.0018326386135400828
python,figure2_T230K,180,230.0,30000.0,1.0,10000000000.0,10000.0,-5.734741290519126,0.0032317183363770327,7.001402272255259,-15.31792086237006,1098.1720153767583,2.225929961647759e-07,1.4404585593648953,7.565649126060823e-17,8.304468224196171e-14,7.562083269210874e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009548099618883883,0.0018444370678861307,-0.0009548099618883883,-0.0018444370678861307,-0.0038197793091583245,0.0,-0.0009548099618883883,0.0018444370678861307,-0.0038197793091583245,0.0,-0.0009548099618883883,-0.0018444370678861307
python,figure2_T230K,181,230.0,30000.0,1.0,10000000000.0,10000.0,-5.724373728468999,0.0032653976613318436,7.011711512197567,-15.307565296644746,1109.5518923342352,2.2491004905705615e-07,1.4404857663268416,5.683435652032249e-17,6.306066779870892e-14,5.683435650724242e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009512291865804456,0.0018562420852020283,-0.0009512291865804456,-0.0018562420852020283,-0.003827192626725105,0.0,-0.0009512291865804456,0.0018562420852020283,-0.003827192626725105,0.0,-0.0009512291865804456,-0.0018562420852020283
python,figure2_T230K,182,230.0,30000.0,1.0,10000000000.0,10000.0,-5.714006166418871,0.003299427975083126,7.022020756537825,-15.297209729371554,1121.0496989166647,2.272512213623315e-07,1.4405129732953603,1.1988769994659892e-17,1.2434497875801868e-14,1.1091834695382745e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009476508858101019,0.0018680543745573472,-0.0009476508858101019,-0.0018680543745573472,-0.0038346017671964166,0.0,-0.0009476508858101019,0.0018680543745573472,-0.0038346017671964166,0.0,-0.0009476508858101019,-0.0018680543745573472
python,figure2_T230K,183,230.0,30000.0,1.0,10000000000.0,10000.0,-5.703638604368743,0.003333812935457613,7.032330005275461,-15.286854160550703,1132.666657278778,2.2961676415577248e-07,1.4405401802704507,5.516580141736772e-17,6.17284001691587e-14,5.4498293717812395e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009440749266597169,0.001879874632112847,-0.0009440749266597169,-0.001879874632112847,-0.0038420070044616946,0.0,-0.0009440749266597169,0.001879874632112847,-0.0038420070044616946,0.0,-0.0009440749266597169,-0.001879874632112847
python,figure2_T230K,184,230.0,30000.0,1.0,10000000000.0,10000.0,-5.6932710423186155,0.00336855623840205,7.0426392584099045,-15.276498590182415,1144.40400224153,2.320069311261967e-07,1.4405673872521116,1.1650112301683541e-17,1.3322676295501905e-14,1.1641584865484516e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009405011794829442,0.0018917035416158262,-0.0009405011794829442,-0.0018917035416158262,-0.0038494086059512713,0.0,-0.0009405011794829442,0.0018917035416158262,-0.0038494086059512713,0.0,-0.0009405011794829442,-0.0018917035416158262
python,figure2_T230K,185,230.0,30000.0,1.0,10000000000.0,10000.0,-5.682903480268489,0.003403661618380456,7.052948515940585,-15.266143018266913,1156.2629814233767,2.3442197860327614e-07,1.4405945942403424,5.185170977914357e-17,5.995204332975848e-14,5.1849833738839935e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.000936929517810892,0.0019035417748742376,-0.000936929517810892,-0.0019035417748742376,-0.0038568068328248073,0.0,-0.000936929517810892,0.0019035417748742376,-0.0038568068328248073,0.0,-0.000936929517810892,-0.0019035417748742376
python,figure2_T230K,186,230.0,30000.0,1.0,10000000000.0,10000.0,-5.672535918218361,0.0034391328487755443,7.0632577778669345,-15.255787444804414,1168.2448553729134,2.368621655850307e-07,1.4406218012351422,7.29856655666272e-17,8.526512829121203e-14,7.298566555643988e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009333598182621983,0.001915389992209769,-0.0009333598182621983,-0.001915389992209769,-0.0038642019401521222,0.0,-0.0009333598182621983,0.001915389992209769,-0.0038642019401521222,0.0,-0.0009333598182621983,-0.001915389992209769
python,figure2_T230K,187,230.0,30000.0,1.0,10000000000.0,10000.0,-5.662168356168233,0.0034749737422942956,7.07356704418838,-15.24543186979514,1180.3508977028778,2.3932775376560244e-07,1.44064900823651,7.336580692536407e-17,8.659739592076231e-14,7.336580686202107e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009297919604565366,0.0019272488428919677,-0.0009297919604565366,-0.0019272488428919677,-0.0038715941770870238,0.0,-0.0009297919604565366,0.0019272488428919677,-0.0038715941770870238,0.0,-0.0009297919604565366,-0.0019272488428919677
python,figure2_T230K,188,230.0,30000.0,1.0,10000000000.0,10000.0,-5.651800794118106,0.003511188151377783,7.083876314904353,-15.235076293239313,1192.582395225563,2.418190075633249e-07,1.440676215244445,5.178853101637184e-17,6.172840016915873e-14,5.1760281245316003e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009262258269315505,0.00193911896555386,-0.0009262258269315505,-0.00193911896555386,-0.0038789837870343118,0.0,-0.0009262258269315505,0.00193911896555386,-0.0038789837870343118,0.0,-0.0009262258269315505,-0.00193911896555386
python,figure2_T230K,189,230.0,30000.0,1.0,10000000000.0,10000.0,-5.641433232067978,0.00354777996861527,7.094185590014285,-15.224720715137149,1204.9406480896114,2.443361941490807e-07,1.4407034222589463,1.8011748028029586e-17,2.131628207280302e-14,1.7690732002751304e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.00092266130306302,0.0019510009885901848,-0.00092266130306302,-0.0019510009885901848,-0.003886371007810382,0.0,-0.00092266130306302,0.0019510009885901848,-0.003886371007810382,0.0,-0.00092266130306302,-0.0019510009885901848
python,figure2_T230K,190,230.0,30000.0,1.0,10000000000.0,10000.0,-5.6310656700178505,0.003584753127162597,7.1044948695176044,-15.214365135488872,1217.4269699182391,2.4687958347495416e-07,1.440730629280013,3.575794632240749e-17,4.352074256530614e-14,3.57481340947413e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009190982769881092,0.001962895530539075,-0.0009190982769881092,-0.001962895530539075,-0.0038937560717975956,0.0,-0.0009190982769881092,0.001962895530539075,-0.0038937560717975956,0.0,-0.0009190982769881092,-0.001962895530539075
python,figure2_T230K,191,230.0,30000.0,1.0,10000000000.0,10000.0,-5.620698107967723,0.0036221116011649576,7.1148041534137425,-15.204009554294702,1230.042687948893,2.4944944830318624e-07,1.440757836307644,4.876799976610572e-17,5.995204332975845e-14,4.873980709541798e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009155366395316013,0.0019748032004479705,-0.0009155366395316013,-0.0019748032004479705,-0.003901139206092772,0.0,-0.0009155366395316013,0.0019748032004479705,-0.003901139206092772,0.0,-0.0009155366395316013,-0.0019748032004479705
python,figure2_T230K,192,230.0,30000.0,1.0,10000000000.0,10000.0,-5.610330545917596,0.003659859406184062,7.125113441702128,-15.193653971554859,1242.789143174347,2.5204606423542587e-07,1.440785043341839,3.291553711995946e-17,4.08562073062058e-14,3.287460914566902e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009119762841348024,0.001986724598225096,-0.0009119762841348024,-0.001986724598225096,-0.003908520632650312,0.0,-0.0009119762841348024,0.001986724598225096,-0.003908520632650312,0.0,-0.0009119762841348024,-0.001986724598225096
python,figure2_T230K,193,230.0,30000.0,1.0,10000000000.0,10000.0,-5.599962983867468,0.003698000599629772,7.135422734382194,-15.183298387269561,1255.6676904852761,2.546697097422903e-07,1.4408122503825964,2.955254447392072e-17,3.6415315207705135e-14,2.90007583086189e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.00090841710678745,0.0019986603149757492,-0.00090841710678745,-0.0019986603149757492,-0.003915900568419261,0.0,-0.00090841710678745,0.0019986603149757492,-0.003915900568419261,0.0,-0.00090841710678745,-0.0019986603149757492
python,figure2_T230K,194,230.0,30000.0,1.0,10000000000.0,10000.0,-5.589595421817341,0.0037365392811961984,7.145732031453369,-15.172942801439033,1268.6796988142855,2.5732066619322766e-07,1.4408394574299157,7.560873688919355e-17,9.592326932761366e-14,7.560873680066372e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.000904859005961789,0.002010610933326449,-0.000904859005961789,-0.002010610933326449,-0.003923279225476171,0.0,-0.000904859005961789,0.002010610933326449,-0.003923279225476171,0.0,-0.000904859005961789,-0.002010610933326449
python,figure2_T230K,195,230.0,30000.0,1.0,10000000000.0,10000.0,-5.579227859767213,0.003775479593302393,7.156041332915088,-15.162587214063489,1281.8265512814598,2.5999921788669894e-07,1.4408666644837962,3.507274282371568e-17,4.4853010194856394e-14,3.499148165325827e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0009013018825494148,0.0020225770277353485,-0.0009013018825494148,-0.0020225770277353485,-0.003930656811152356,0.0,-0.0009013018825494148,0.0020225770277353485,-0.003930656811152356,0.0,-0.0009013018825494148,-0.0020225770277353485
python,figure2_T230K,196,230.0,30000.0,1.0,10000000000.0,10000.0,-5.568860297717086,0.0038148257215375805,7.166350638766777,-15.152231625143154,1295.1096453413904,2.627056520806626e-07,1.4408938715442365,6.5266102704320055e-18,2.2204460492504748e-15,1.7144850922539133e-18,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0008977456398004471,0.0020345591647904617,-0.0008977456398004471,-0.0020345591647904617,-0.0039380335281565025,0.0,-0.0008977456398004471,0.0020345591647904617,-0.0039380335281565025,0.0,-0.0008977456398004471,-0.0020345591647904617
python,figure2_T230K,197,230.0,30000.0,1.0,10000000000.0,10000.0,-5.558492735666958,0.003854581895111074,7.176659949007869,-15.141876034678244,1308.5303929317563,2.654402590233885e-07,1.440921078611236,3.496483339231139e-17,4.574118861455645e-14,3.495615299547879e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0008941901832647012,0.002046557903497179,-0.0008941901832647012,-0.002046557903497179,-0.003945409574693282,0.0,-0.0008941901832647012,0.002046557903497179,-0.003945409574693282,0.0,-0.0008941901832647012,-0.002046557903497179
python,figure2_T230K,198,230.0,30000.0,1.0,10000000000.0,10000.0,-5.54812517361683,0.003894752387306852,7.186969263637795,-15.131520442668982,1322.0902206234257,2.682033319845832e-07,1.440948285684794,6.755537640341546e-17,8.926193117986259e-14,6.751576389480799e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.000890635420735313,0.002058573795553775,-0.000890635420735313,-0.002058573795553775,-0.003952785144577139,0.0,-0.000890635420735313,0.002058573795553775,-0.003952785144577139,0.0,-0.000890635420735313,-0.002058573795553775
python,figure2_T230K,199,230.0,30000.0,1.0,10000000000.0,10000.0,-5.537757611566702,0.003935341515942888,7.197278582655986,-15.121164849115587,1335.7905697721205,2.7099516728684556e-07,1.4409754927649094,5.1197949700163576e-17,6.838973831690969e-14,5.1197949667472804e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0008870812621942488,0.0020706073856170113,-0.0008870812621942488,-0.0020706073856170113,-0.003960160427342237,0.0,-0.0008870812621942488,0.0020706073856170113,-0.003960160427342237,0.0,-0.0008870812621942488,-0.0020706073856170113
python,figure2_T230K,200,230.0,30000.0,1.0,10000000000.0,10000.0,-5.527390049516575,0.0039763536438352535,7.207587906061873,-15.110809254018282,1349.632896671646,2.7381606433744455e-07,1.4410026998515812,1.7522049153881857e-17,2.309263891220332e-14,1.7110311273280526e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.000883527619759971,0.002082659211557118,-0.000883527619759971,-0.002082659211557118,-0.003967535608348134,0.0,-0.000883527619759971,0.002082659211557118,-0.003967535608348134,0.0,-0.000883527619759971,-0.002082659211557118
python,figure2_T230K,201,230.0,30000.0,1.0,10000000000.0,10000.0,-5.517022487466448,0.004017793179267078,7.217897233854888,-15.100453657377281,1363.6186727087265,2.76666325660435e-07,1.4410299069448087,2.5825435630562463e-17,3.508304757815504e-14,2.5727902061410257e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0008799744076367026,0.00209472980470422,-0.0008799744076367026,-0.00209472980470422,-0.003974910868882314,0.0,-0.0008799744076367026,0.00209472980470422,-0.003974910868882314,0.0,-0.0008799744076367026,-0.00209472980470422
python,figure2_T230K,202,230.0,30000.0,1.0,10000000000.0,10000.0,-5.506654925416321,0.004059664576462376,7.228206566034464,-15.090098059192806,1377.749384519422,2.7954625692909907e-07,1.441057114044591,7.80037283976274e-17,1.0746958878371515e-13,7.800372839524308e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0008764215420657975,0.0021068196900846724,-0.0008764215420657975,-0.0021068196900846724,-0.003982286386258421,0.0,-0.0008764215420657975,0.0021068196900846724,-0.003982286386258421,0.0,-0.0008764215420657975,-0.0021068196900846724
python,figure2_T230K,203,230.0,30000.0,1.0,10000000000.0,10000.0,-5.496287363366193,0.004101972336064812,7.238515902600031,-15.079742459465079,1392.026534147179,2.824561669987308e-07,1.4410843211509272,1.0846799801953852e-17,1.509903313490213e-14,1.0846799801953852e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0008728689412786908,0.0021189293866493326,-0.0008728689412786908,-0.0021189293866493326,-0.0039896623339114225,0.0,-0.0008728689412786908,0.0021189293866493326,-0.0039896623339114225,0.0,-0.0008728689412786908,-0.0021189293866493326
python,figure2_T230K,204,230.0,30000.0,1.0,10000000000.0,10000.0,-5.485919801316065,0.0041447210056214726,7.248825243551021,-15.069386858194317,1406.4516392025234,2.8539636793976215e-07,1.4411115282638163,7.136351686939644e-17,1.0036416142611415e-13,7.135983821415032e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0008693165254516804,0.0021310594074929073,-0.0008693165254516804,-0.0021310594074929073,-0.003997038881489114,0.0,-0.0008693165254516804,0.0021310594074929073,-0.003997038881489114,0.0,-0.0008693165254516804,-0.0021310594074929073
python,figure2_T230K,205,230.0,30000.0,1.0,10000000000.0,10000.0,-5.475552239265937,0.004187915180071669,7.259134588886866,-15.059031255380741,1421.0262330243968,2.883671750712314e-07,1.4411387353832577,1.6002567129262628e-17,2.264854970235321e-14,1.5938164399365054e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0008657642166620005,0.002143210260066531,-0.0008657642166620005,-0.002143210260066531,-0.0040044161949410175,0.0,-0.0008657642166620005,0.002143210260066531,-0.0040044161949410175,0.0,-0.0008657642166620005,-0.002143210260066531
