backend,branch_id,point_index,T_K,p_Pa,F,N_a_m3,N_a_cm3,log_w,w_m_s,log_n,log_q,n,q,s,continuation_residual_norm,physical_residual_norm,scaled_physical_residual_norm,converged,iterations,message,eigenvalue_regime,stability_classification,jacobian_coordinate_system,jacobian_method,eigenvalue_source,lambda1_real,lambda1_imag,lambda2_real,lambda2_imag,lambda3_real,lambda3_imag,tracked_lambda1_real,tracked_lambda1_imag,tracked_lambda2_real,tracked_lambda2_imag,tracked_lambda3_real,tracked_lambda3_imag
python,figure2_T230K,10,230.0,30000.0,1.0,10000000000.0,10000.0,-7.497226839040807,0.0005546202908235715,5.24889588551398,-17.078344351876062,190.3559775950356,3.8279767200336485e-08,1.4358334721106636,1.2895071012729103e-17,2.1649348980190553e-15,1.13730859696182e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0026671359868665288,0.0008095355759469757,-0.0026671359868665288,-0.0008095355759469757,-0.00035901722470423243,0.0,-0.0026671359868665288,0.0008095355759469757,-0.0026671359868665288,-0.0008095355759469757,-0.00035901722470423243,0.0
python,figure2_T230K,11,230.0,30000.0,1.0,10000000000.0,10000.0,-7.486859276990679,0.0005604002614326813,5.259204369423506,-17.067989052532393,192.32840804429438,3.867822516362332e-08,1.4358606779422485,4.8090090969935395e-17,9.159339953157564e-15,4.762343767460166e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0026649093210763582,0.0008053377321138678,-0.0026649093210763582,-0.0008053377321138678,-0.0003636612234129325,0.0,-0.0026649093210763582,0.0008053377321138678,-0.0026649093210763582,-0.0008053377321138678,-0.0003636612234129325,0.0
python,figure2_T230K,12,230.0,30000.0,1.0,10000000000.0,10000.0,-7.476491714940551,0.0005662404679559741,5.269512857829533,-17.057633751602715,194.32127729591087,3.908083077807935e-08,1.4358878837805593,8.655410831015619e-18,1.5543122344752227e-15,7.9986723850851e-18,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0026626445699836467,0.0008010536298953399,-0.0026626445699836467,-0.0008010536298953399,-0.0003683815220397374,0.0,-0.0026626445699836467,0.0008010536298953399,-0.0026626445699836467,-0.0008010536298953399,-0.0003683815220397374,0.0
python,figure2_T230K,13,230.0,30000.0,1.0,10000000000.0,10000.0,-7.4661241528904245,0.0005721415381415128,5.279821350731469,-17.04727844908726,196.33479715064598,3.948762721830579e-08,1.435915089625595,5.190221150472867e-18,6.661338147751023e-16,3.392846426613259e-18,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.002660340812950676,0.0007966805026090004,-0.002660340812950676,-0.0007966805026090004,-0.00037317996325716133,0.0,-0.002660340812950676,0.0007966805026090004,-0.002660340812950676,-0.0007966805026090004,-0.00037317996325716133,0.0
python,figure2_T230K,14,230.0,30000.0,1.0,10000000000.0,10000.0,-7.455756590840297,0.0005781041062794332,5.2901298481287276,-17.03692314498625,198.36918160417667,3.989865810833262e-08,1.4359422954773546,3.3398161843349562e-18,6.106226635438453e-16,3.078213353410148e-18,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0026579970950049627,0.0007922154471446956,-0.0026579970950049627,-0.0007922154471446956,-0.00037805845842168306,0.0,-0.0026579970950049627,0.0007922154471446956,-0.0026579970950049627,-0.0007922154471446956,-0.00037805845842168306,0.0
python,figure2_T230K,15,230.0,30000.0,1.0,10000000000.0,10000.0,-7.445389028790169,0.0005841288132701187,5.300438350020719,-17.02656783929992,200.42464686984076,4.0313967526296926e-08,1.4359695013358373,1.1205885362443241e-17,2.109423746787808e-15,1.0524772177170182e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0026556124249995264,0.0007876554145483625,-0.0026556124249995264,-0.0007876554145483625,-0.0003830189912534186,0.0,-0.0026556124249995264,0.0007876554145483625,-0.0026556124249995264,-0.0007876554145483625,-0.0003830189912534186,0.0
python,figure2_T230K,16,230.0,30000.0,1.0,10000000000.0,10000.0,-7.435021466740042,0.0005902163066930904,5.310746856406853,-17.01621253202849,202.5014114016211,4.073360000916997e-08,1.4359967072010422,4.248972084351011e-17,8.604228440844963e-15,4.248972084344216e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.002653185773643143,0.0007829971997614612,-0.002653185773643143,-0.0007829971997614612,-0.0003880636217757551,0.0,-0.002653185773643143,0.0007829971997614612,-0.002653185773643143,-0.0007829971997614612,-0.0003880636217757551,0.0
python,figure2_T230K,17,230.0,30000.0,1.0,10000000000.0,10000.0,-7.424653904689914,0.0005963672408766155,5.321055367286545,-17.005857223172193,204.59969591736714,4.115760055753356e-08,1.4360239130729682,3.7191497012121733e-17,7.605027718682322e-15,3.717027869762216e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0026507160713891992,0.0007782374304221324,-0.0026507160713891992,-0.0007782374304221324,-0.0003931944905377466,0.0,-0.0026507160713891992,0.0007782374304221324,-0.0026507160713891992,-0.0007782374304221324,-0.0003931944905377466,0.0
python,figure2_T230K,18,230.0,30000.0,1.0,10000000000.0,10000.0,-7.4142863426397865,0.0006025822769680362,5.331363882659202,-16.995501912731257,206.71972342225465,4.1586014640405934e-08,1.4360511189516145,4.8201415879910945e-17,9.880984919163922e-15,4.779894611002623e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.002648202206170463,0.0007733725546214886,-0.002648202206170463,-0.0007733725546214886,-0.00039841382314477264,0.0,-0.002648202206170463,0.0007733725546214886,-0.002648202206170463,-0.0007733725546214886,-0.00039841382314477264,0.0
python,figure2_T230K,19,230.0,30000.0,1.0,10000000000.0,10000.0,-7.403918780589659,0.0006088620830048363,5.34167240252424,-16.985146600705903,208.86171923249267,4.2018888200118646e-08,1.4360783248369804,1.8088157327191132e-17,3.55271367880054e-15,1.700988430378736e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0026456430209659204,0.0007683988274945282,-0.0026456430209659204,-0.0007683988274945282,-0.0004037239351250532,0.0,-0.0026456430209659204,0.0007683988274945282,-0.0026456430209659204,-0.0007683988274945282,-0.0004037239351250532,0.0
python,figure2_T230K,20,230.0,30000.0,1.0,10000000000.0,10000.0,-7.393551218539532,0.0006152073339864461,5.351980926881066,-16.97479128709637,211.02591099927233,4.245626765724245e-08,1.4361055307290647,3.684764694772812e-17,7.771561172376099e-15,3.682752101691051e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.002643037311183858,0.00076331229650759,-0.002643037311183858,-0.00076331229650759,-0.00040912723716348564,0.0,-0.002643037311183858,0.00076331229650759,-0.002643037311183858,-0.00076331229650759,-0.00040912723716348564,0.0
python,figure2_T230K,21,230.0,30000.0,1.0,10000000000.0,10000.0,-7.383183656489404,0.0006216187119467984,5.362289455729097,-16.964435971902876,213.21252873296734,4.289819991556711e-08,1.4361327366278664,1.927576135186137e-17,4.107825191113081e-15,1.926634056429159e-17,True,7,The solution converged.,complex_pair,stable,physical_ode_state,analytic_sympy_transcribed_physical_ode_jacobian,python_analytic,-0.0026403838218442355,0.0007581087852847181,-0.0026403838218442355,-0.0007581087852847181,-0.0004146262407372889,0.0,-0.0026403838218442355,0.0007581087852847181,-0.0026403838218442355,-0.0007581087852847181,-0.0004146262407372889,0.0
