log_w,w,left_index,right_index,real_part_left,real_part_right
-3.025560693602074,0.048530602841605625,441,442,-1.0795366737002387e-06,2.3674919163186323e-06
-0.2630802015171406,0.7686802455170232,707,708,5.464262993510704e-06,-1.6563854469224797e-06
