curve_id,panel,color_name,pixel_x,pixel_y_median,pixel_y_min,pixel_y_max,pixels_in_column,temperature_K,w_m_s,log_w_ln_m_s,period_s,source_type,direct_digitization,validity
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,129,599.0,598,600,3,210.0,0.002189942653980121,-6.123879920893776,7028.571428571428,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,130,600.5,600,601,2,210.0,0.002240275348522159,-6.101156497222264,6942.857142857143,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,131,601.5,601,602,2,210.0,0.0022917648679405297,-6.078433073550751,6885.714285714285,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,132,602.5,602,603,2,210.0,0.002344437800197719,-6.0557096498792395,6828.571428571428,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,133,603.5,603,604,2,210.0,0.0023983213443424484,-6.0329862262077265,6771.428571428572,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,134,605.0,604,606,3,210.0,0.0024534433245545994,-6.010262802536214,6685.714285714286,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,135,606.5,606,607,2,210.0,0.002509832204512976,-5.987539378864701,6599.999999999999,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,136,607.5,607,608,2,210.0,0.002567517102093252,-5.964815955193189,6542.857142857142,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,137,608.5,608,609,2,210.0,0.002626527804403766,-5.942092531521677,6485.714285714285,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,138,609.5,609,610,2,210.0,0.002686894783166868,-5.919369107850164,6428.571428571428,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,139,610.5,610,611,2,210.0,0.0027486492104537848,-5.896645684178653,6371.428571428572,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,140,612.5,612,613,2,210.0,0.0028118229747811523,-5.87392226050714,6257.142857142857,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,141,613.5,613,614,2,210.0,0.0028764486975774665,-5.851198836835628,6200.0,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,142,614.5,614,615,2,210.0,0.0029425597500280344,-5.8284754131641145,6142.857142857143,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,143,615.5,615,616,2,210.0,0.0030101902703070374,-5.805751989492602,6085.714285714286,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,144,616.5,616,617,2,210.0,0.003079375181205692,-5.78302856582109,6028.571428571428,direct_digitized_curve_pixel,True,valid_curve_pixel
equilibrium_linearized_period_red_curve,lower_T210K_slice,red,145,617.5,617,618,2,210.0,0.0031501502081655404,-5.760305142149577,5971.428571428572,direct_digitized_curve_pixel,True,valid_curve_pixel
