panel,pixel_x,temperature_K,upper_boundary_pixel_y,upper_boundary_w_m_s,upper_boundary_log_w_ln_m_s,lower_boundary_pixel_y,lower_boundary_w_m_s,lower_boundary_log_w_ln_m_s,direct_digitization,validity,edge_detector,vertical_color_run_pixels
upper_period_map,81,192.85326086956522,155,0.05466037162807569,-2.906616299601638,270,0.0033335088715023605,-5.703729814592059,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,82,192.9891304347826,155,0.05466037162807569,-2.906616299601638,270,0.0033335088715023605,-5.703729814592059,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,83,193.125,154,0.05600616117121284,-2.8822935733843296,269,0.0034155829820069175,-5.6794070883747505,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,84,193.2608695652174,154,0.05600616117121284,-2.8822935733843296,269,0.0034155829820069175,-5.6794070883747505,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,85,193.39673913043478,153,0.05738508531333775,-2.8579708471670218,268,0.003499677833980831,-5.655084362157442,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,86,193.5326086956522,153,0.05738508531333775,-2.8579708471670218,268,0.003499677833980831,-5.655084362157442,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,87,193.66847826086956,152,0.058797959859310515,-2.833648120949715,267,0.003585843179971658,-5.630761635940134,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,88,193.80434782608697,152,0.058797959859310515,-2.833648120949715,266,0.0036741299974812707,-5.606438909722827,True,direct_edge_detected,largest high-saturation contiguous vertical run,115
upper_period_map,89,193.94021739130434,151,0.06024562069987118,-2.8093253947324066,266,0.0036741299974812707,-5.606438909722827,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,90,194.07608695652175,151,0.06024562069987118,-2.8093253947324066,265,0.0037645905191253846,-5.582116183505518,True,direct_edge_detected,largest high-saturation contiguous vertical run,115
upper_period_map,91,194.21195652173913,150,0.06172892430617248,-2.785002668515099,265,0.0037645905191253846,-5.582116183505518,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,92,194.34782608695653,150,0.06172892430617248,-2.785002668515099,265,0.0037645905191253846,-5.582116183505518,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,93,194.4836956521739,149,0.06324874823648916,-2.7606799422977906,264,0.003857278263535632,-5.55779345728821,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,94,194.6195652173913,149,0.06324874823648916,-2.7606799422977906,264,0.003857278263535632,-5.55779345728821,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,95,194.7554347826087,148,0.06480599165540256,-2.7363572160804828,263,0.0039522480670224815,-5.533470731070902,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,96,194.8913043478261,148,0.06480599165540256,-2.7363572160804828,263,0.0039522480670224815,-5.533470731070902,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,97,195.02717391304347,147,0.06640157586576818,-2.7120344898631745,263,0.0039522480670224815,-5.533470731070902,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,98,195.16304347826087,147,0.06640157586576818,-2.7120344898631745,262,0.0040495561160177225,-5.509148004853595,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,99,195.29891304347825,146,0.06803644485378069,-2.6877117636458667,262,0.0040495561160177225,-5.509148004853595,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,100,195.43478260869566,146,0.06803644485378069,-2.6877117636458667,261,0.004149259980315721,-5.484825278636286,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,101,195.57065217391303,145,0.06971156584745897,-2.6633890374285585,260,0.0042514186471330935,-5.460502552418978,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,102,195.70652173913044,145,0.06971156584745897,-2.6633890374285585,260,0.0042514186471330935,-5.460502552418978,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,103,195.8423913043478,144,0.07142792988888161,-2.6390663112112507,260,0.0042514186471330935,-5.460502552418978,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,104,195.97826086956522,144,0.07142792988888161,-2.6390663112112507,259,0.0043560925560069816,-5.43617982620167,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,105,196.1141304347826,143,0.07318655242051138,-2.6147435849939424,259,0.0043560925560069816,-5.43617982620167,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,106,196.25,143,0.07318655242051138,-2.6147435849939424,258,0.004463343634552528,-5.411857099984363,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,107,196.3858695652174,142,0.07498847388595553,-2.5904208587766346,258,0.004463343634552528,-5.411857099984363,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,108,196.52173913043478,142,0.07498847388595553,-2.5904208587766346,257,0.004573235335100784,-5.387534373767054,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
