panel,pixel_x,temperature_K,upper_boundary_pixel_y,upper_boundary_w_m_s,upper_boundary_log_w_ln_m_s,lower_boundary_pixel_y,lower_boundary_w_m_s,lower_boundary_log_w_ln_m_s,direct_digitization,validity,edge_detector,vertical_color_run_pixels
upper_period_map,109,196.6576086956522,141,0.07683476034551734,-2.5660981325593264,257,0.004573235335100784,-5.387534373767054,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,110,196.79347826086956,141,0.07683476034551734,-2.5660981325593264,256,0.004685832672238582,-5.363211647549747,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,111,196.92934782608697,140,0.07872650410690323,-2.5417754063420186,256,0.004685832672238582,-5.363211647549747,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,112,197.06521739130434,140,0.07872650410690323,-2.5417754063420186,255,0.004801202261272812,-5.338888921332438,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,113,197.20108695652175,138,0.08265086789631332,-2.4931299539074026,255,0.004801202261272812,-5.338888921332438,True,direct_edge_detected,largest high-saturation contiguous vertical run,118
upper_period_map,114,197.33695652173913,139,0.08066482437145839,-2.5174526801247104,255,0.004801202261272812,-5.338888921332438,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,115,197.47282608695653,139,0.08066482437145839,-2.5174526801247104,254,0.004919412357641573,-5.314566195115131,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,116,197.6086956521739,138,0.08265086789631332,-2.4931299539074026,254,0.004919412357641573,-5.314566195115131,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,117,197.7445652173913,138,0.08265086789631332,-2.4931299539074026,253,0.005040532897295816,-5.290243468897822,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,118,197.8804347826087,137,0.08468580967283312,-2.4688072276900943,253,0.005040532897295816,-5.290243468897822,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,119,198.0163043478261,137,0.08468580967283312,-2.4688072276900943,252,0.00516463553807507,-5.265920742680514,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,120,198.15217391304347,136,0.08677085362177077,-2.4444845014727865,252,0.00516463553807507,-5.265920742680514,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,121,198.28804347826087,136,0.08677085362177077,-2.4444845014727865,251,0.005291793702102003,-5.241598016463206,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,122,198.42391304347825,135,0.08890723330553574,-2.4201617752554783,251,0.005291793702102003,-5.241598016463206,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,123,198.55978260869566,135,0.08890723330553574,-2.4201617752554783,251,0.005291793702102003,-5.241598016463206,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,124,198.69565217391303,134,0.09109621265799936,-2.3958390490381705,250,0.005422082619220702,-5.217275290245899,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,125,198.83152173913044,134,0.09109621265799936,-2.3958390490381705,250,0.005422082619220702,-5.217275290245899,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,126,198.9673913043478,133,0.09333908673226862,-2.371516322820862,249,0.005555579371504494,-5.19295256402859,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,127,199.10326086956522,133,0.09333908673226862,-2.371516322820862,249,0.005555579371504494,-5.19295256402859,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,128,199.2391304347826,132,0.09563718246687096,-2.3471935966035544,248,0.005692362938859507,-5.168629837811283,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,129,199.375,132,0.09563718246687096,-2.3471935966035544,248,0.005692362938859507,-5.168629837811283,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,130,199.5108695652174,132,0.09563718246687096,-2.3471935966035544,247,0.005832514245751173,-5.144307111593974,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,131,199.64673913043478,131,0.0979918594708031,-2.322870870386246,247,0.005832514245751173,-5.144307111593974,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,132,199.7826086956522,131,0.0979918594708031,-2.322870870386246,246,0.005976116209081009,-5.119984385376667,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,133,199.91847826086956,130,0.10040451082790869,-2.2985481441689384,246,0.005976116209081009,-5.119984385376667,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,134,200.05434782608697,130,0.10040451082790869,-2.2985481441689384,246,0.005976116209081009,-5.119984385376667,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,135,200.19021739130434,129,0.1028765639210603,-2.27422541795163,245,0.0061232537872423515,-5.095661659159358,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,136,200.32608695652175,129,0.1028765639210603,-2.27422541795163,245,0.0061232537872423515,-5.095661659159358,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,137,200.46195652173913,128,0.1054094812766337,-2.2499026917343223,244,0.006274014030383704,-5.071338932942051,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,138,200.59782608695653,128,0.1054094812766337,-2.2499026917343223,243,0.006428486131909806,-5.047016206724742,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,139,200.7336956521739,128,0.1054094812766337,-2.2499026917343223,243,0.006428486131909806,-5.047016206724742,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,140,200.8695652173913,127,0.10800476142977376,-2.2255799655170145,243,0.006428486131909806,-5.047016206724742,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,141,201.0054347826087,127,0.10800476142977376,-2.2255799655170145,242,0.006586761481250504,-5.022693480507435,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,142,201.1413043478261,126,0.11066393981096419,-2.2012572392997063,242,0.006586761481250504,-5.022693480507435,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,143,201.27717391304347,126,0.11066393981096419,-2.2012572392997063,241,0.006748933717929057,-4.998370754290126,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,144,201.41304347826087,125,0.11338858965442516,-2.176934513082398,241,0.006748933717929057,-4.998370754290126,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,145,201.54891304347825,125,0.11338858965442516,-2.176934513082398,240,0.006915098786961429,-4.9740480280728185,True,direct_edge_detected,largest high-saturation contiguous vertical run,116
upper_period_map,146,201.68478260869566,124,0.11618032292887676,-2.152611786865091,240,0.006915098786961429,-4.9740480280728185,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,147,201.82065217391303,124,0.11618032292887676,-2.152611786865091,240,0.006915098786961429,-4.9740480280728185,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,148,201.95652173913044,123,0.11904079129121901,-2.1282890606477833,239,0.007085354995619795,-4.94972530185551,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
upper_period_map,149,202.0923913043478,123,0.11904079129121901,-2.1282890606477833,239,0.007085354995619795,-4.94972530185551,True,direct_edge_detected,largest high-saturation contiguous vertical run,117
