comparison,reference,variable,T_K,log_w,w_m_s,loca_value,reference_value,signed_diff,abs_diff,rel_diff,loca_residual_norm,reference_residual_norm,reference_converged
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,-0.92454824715921,0.3967105937383068,2.717723102611808e-05,2.7177231044396852e-05,-1.827877110197225e-14,1.827877110197225e-14,6.725766533062903e-10,7.068996549115492e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,-0.86463360168813,0.4212058534714722,2.8853430197517095e-05,2.8853430226605582e-05,-2.9088486990219015e-14,2.9088486990219015e-14,1.0081465795147187e-09,6.462852140353272e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,-0.8047189562170498,0.4472135954999581,3.06330131148695e-05,3.0633013114869335e-05,1.6263032587282567e-19,1.6263032587282567e-19,5.3089888762487965e-15,2.219952454938198e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,-0.7448043107459705,0.4748272094313279,3.252235631757014e-05,3.252235635030325e-05,-3.2733107131928396e-14,3.2733107131928396e-14,1.0064801817972573e-09,7.51544882622034e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,-0.6848896652748904,0.5041458513001835,3.4528229644958904e-05,3.4528229668110266e-05,-2.3151362012370502e-14,2.3151362012370502e-14,6.70505329549309e-10,6.954385725458285e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,-0.6249750198038102,0.5352747996214932,3.6657820495086354e-05,3.665782051964257e-05,-2.4556216977368595e-14,2.4556216977368595e-14,6.698766219396621e-10,3.2759408725696844e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,-0.5650603743327309,0.5683258334287618,3.89187595797816e-05,3.891875961885985e-05,-3.9078244492337516e-14,3.9078244492337516e-14,1.0040978919944917e-09,3.5005112589499345e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,-0.5051457288616508,0.6034176336545165,4.131914826831745e-05,4.1319148268317154e-05,2.981555974335137e-19,2.981555974335137e-19,7.215918283149422e-15,2.6835054705190938e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,-0.4452310833905715,0.6406762092943935,4.386758761765978e-05,4.3867587661634434e-05,-4.397465735734435e-14,4.397465735734435e-14,1.0024407472901356e-09,5.617970163792245e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,-0.3853164379194913,0.6802353498851245,4.657320919333335e-05,4.65732092244356e-05,-3.11022502240757e-14,3.11022502240757e-14,6.678141949418693e-10,2.5436588976315527e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,-0.3254017924484111,0.7222371059211843,4.94457077913517e-05,4.944570782434133e-05,-3.2989629365938467e-14,3.2989629365938467e-14,6.671889394957393e-10,7.208377603049911e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,-0.2654871469773319,0.7668322989352108,5.249537617847349e-05,5.24953762309726e-05,-5.249911562334869e-14,5.249911562334869e-14,1.0000712327950492e-09,4.644004494222596e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,-0.2055725015062517,0.814181063073809,5.573314197527893e-05,5.573314197527864e-05,2.913793338554793e-19,2.913793338554793e-19,5.228116046009463e-15,1.830645043936315e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,-0.1456578560351724,0.8644534201134431,5.9170606814239845e-05,5.917060687331713e-05,-5.907728191194284e-14,5.907728191194284e-14,9.98422781744083e-10,1.6300735537111846e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,-0.0857432105640922,0.9178298899812234,6.282008791310946e-05,6.282008795489356e-05,-4.178409463047317e-14,4.178409463047317e-14,6.65139066033706e-10,7.589415207398531e-18,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,-0.0258285650930121,0.9745021389728484,6.669466221261494e-05,6.669466225693458e-05,-4.431963693610208e-14,4.431963693610208e-14,6.645155014859371e-10,2.9782086854279903e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,0.0340860803780671,1.0346736679953663,7.080821323662245e-05,7.08082133071522e-05,-7.052975011748869e-14,7.052975011748869e-14,9.960673603151714e-10,2.9069199460807475e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,0.0940007258491473,1.098560543306118,7.517548084270552e-05,7.517548084270511e-05,4.0657581468206416e-19,4.0657581468206416e-19,5.4083566892344704e-15,9.136948041499044e-18,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,0.1539153713202266,1.1663921723718176,7.981211404140005e-05,7.981211412076728e-05,-7.936723110321675e-14,7.936723110321675e-14,9.944258710290851e-10,5.2950077878236544e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,0.2138300167913067,1.2384121276337785,8.473472707343235e-05,8.473472712956696e-05,-5.613460813801846e-14,5.613460813801846e-14,6.624746433912938e-10,5.3886072885447093e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,0.2737446622623869,1.3148790211372634,8.996095894587845e-05,8.996095900541983e-05,-5.954138820440241e-14,5.954138820440241e-14,6.618580866930871e-10,3.335401091647728e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,0.3336593077334662,1.3960674331656389,9.550953664060924e-05,9.550953673536261e-05,-9.47533745259202e-14,9.47533745259202e-14,9.920828617194784e-10,3.0807563907857005e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,0.3935739532045463,1.4822688982138956,0.0001014003422215,0.00010140034222150006,-6.776263578034403e-20,6.776263578034403e-20,6.682683144433827e-16,2.3504270970521075e-17,,True
loca_vs_python_continuation,python_continuation_interpolated_on_loca_log_w,q,230.0,0.4534885986756256,1.5737929518419995,0.0001076544840811,0.00010765448418773434,-1.0663433298255948e-13,1.0663433298255948e-13,9.905238391798353e-10,4.27643998783764e-17,,True
