panel,value_name,value_unit,T_K,curve_color,w_m_s,value,x_px_page,y_px_page,x_px_panel,y_px_panel,candidate_pixels_in_column_window,source_pdf,source_page,source_render_dpi,source_image,digitization_method,point_index
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.2939534264003636,208851.72020613085,1363,4715.0,767,415.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,112
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.30347245041821097,214775.03855438763,1369,4712.0,773,412.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,113
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.31329972673085854,222934.93898283542,1375,4708.0,779,408.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,114
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.32344523739918524,229257.67653673884,1381,4705.0,785,405.0,9,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,115
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.3356976461914519,237967.8126195377,1388,4701.0,792,401.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,116
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.3465684633680443,244716.90288028654,1394,4698.0,798,398.0,7,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,117
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.3577913076363589,254014.37792255316,1400,4694.0,804,394.0,7,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,118
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.36937757860613085,261218.5705621191,1406,4691.0,810,391.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,119
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.3833699475405802,271142.989806531,1413,4687.0,817,387.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,120
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.3957845255335894,281444.4653112492,1419,4683.0,823,383.0,9,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,121
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.40860112185832576,289426.61247167515,1425,4680.0,829,380.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,122
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.42183275497897976,297635.14416313195,1431,4677.0,835,377.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,123
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.43549286493357703,308943.1302155374,1437,4673.0,841,373.0,7,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,124
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.4519897428909923,320680.73807527724,1444,4669.0,848,369.0,7,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,125
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.46662641942539007,329775.6792033605,1450,4666.0,854,366.0,9,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,126
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.48173707198101856,339128.5652102669,1456,4663.0,860,363.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,127
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.49733704921084326,352013.001610251,1462,4659.0,866,359.0,7,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,128
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.5161766428418063,365386.9535461568,1469,4655.0,873,355.0,7,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,129
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.5328918685183078,375749.82364374324,1475,4652.0,879,352.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,130
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.5501483793794274,390025.6033971867,1481,4648.0,885,348.0,7,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,131
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.5679637037347897,401087.2590570611,1487,4645.0,891,345.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,132
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.5894787012449861,416325.6783773579,1494,4641.0,898,341.0,9,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,133
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.6085676500756693,428133.2398719396,1500,4638.0,904,338.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,134
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.6282747518043126,444399.2111457807,1506,4634.0,910,334.0,7,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,135
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.6486200239294513,457002.97614581336,1512,4631.0,916,331.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,136
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.6696241321715233,474365.7889100631,1518,4627.0,922,327.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,137
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.6949901220080238,487819.4467418629,1525,4624.0,929,324.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,138
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.7174958221271664,506353.06284207053,1531,4620.0,935,320.0,7,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,139
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.7407303189900518,520713.923192506,1537,4617.0,941,317.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,140
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.7647172130486036,540497.2918444516,1543,4613.0,947,313.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,141
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.7936854179295757,561032.2856360127,1550,4609.0,954,309.0,7,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,142
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.819387144384694,576943.9229842334,1556,4606.0,960,306.0,9,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,143
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.8459211637456046,598863.625553196,1562,4602.0,966,302.0,9,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,144
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.8733144279558762,615848.2110660254,1568,4599.0,972,299.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,145
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.9063963971372433,639245.9956277738,1575,4595.0,979,295.0,7,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,146
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.9357480164726425,657375.8799840747,1581,4592.0,985,292.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,147
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.9660501223284329,682351.416065168,1587,4588.0,991,288.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,148
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,0.9973334940839437,688742.1788376701,1593,4587.0,997,287.0,2,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,149
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,1.103238550881602,777478.2690734357,1612,4574.0,1016,274.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,150
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,1.1389644629482087,799528.608386075,1618,4571.0,1022,271.0,9,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,151
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,1.1758472787433616,829904.9215649181,1624,4567.0,1028,267.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,152
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,1.2203894759087421,861435.3152765378,1631,4563.0,1035,263.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,153
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,1.2599090585669872,869503.3409509556,1637,4562.0,1041,262.0,6,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,154
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,1.3007083944878688,869503.3409509556,1643,4562.0,1047,262.0,1,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,155
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,1.4854215232597132,1047714.4048156386,1668,4542.0,1072,242.0,5,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,156
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,1.5335235757844485,1077429.007844294,1674,4539.0,1078,239.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,157
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,1.5916148863697415,1118363.529294769,1681,4535.0,1085,235.0,7,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,158
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,1.6431557733600564,1150081.8374157404,1687,4532.0,1091,232.0,7,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,159
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,1.6963656966571408,1193776.6417144358,1693,4528.0,1097,228.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,160
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,1.7512987042674637,1227633.7680939026,1699,4525.0,1103,225.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,161
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,1.8176395408634591,1274274.985703132,1706,4521.0,1110,221.0,8,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,162
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,1.8764997305783524,1310415.1544127362,1712,4518.0,1116,218.0,7,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,163
number_concentration,ice_crystal_number_concentration,1 kg-1,210,gray,1.9372659758424247,1310415.1544127362,1718,4518.0,1122,218.0,5,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,164
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.0051619138129195075,1749.50416106475,602,5228.0,6,928.0,42,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,0
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.005329070842401842,1799.1224744181595,608,5225.0,12,925.0,69,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,1
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.005501640878284128,1850.1480305062985,614,5222.0,18,922.0,67,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,2
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.005710048192026053,1911.5097529077816,621,5218.5,25,918.5,68,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,3
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.0058949553269710695,1974.9065886699216,627,5215.0,31,915.0,71,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,4
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.006085850265767073,2049.938776895797,633,5211.0,37,911.0,68,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,5
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.0062829269100445825,2108.0778238617772,639,5208.0,43,908.0,69,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,6
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.006520930071051993,2177.9940057540634,646,5204.5,50,904.5,70,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,7
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.006732095801369094,2281.9156934306448,652,5199.5,56,899.5,68,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,8
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.006950099661396911,2314.048566993743,658,5198.0,62,898.0,67,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,9
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.0071751630886663816,2401.9657012210505,664,5194.0,68,894.0,67,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,10
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.007446964992507752,2516.574065042391,671,5189.0,75,889.0,69,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,11
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.0076881182918307565,2587.9475223426252,677,5186.0,81,886.0,68,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,12
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.007937080801192063,2661.3452277974247,683,5183.0,87,883.0,69,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,13
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.00819410540438631,2749.610990530977,689,5179.5,93,879.5,66,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,14
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.00850450579831004,2880.8070424186976,696,5174.5,100,874.5,68,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,15
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.008779905190470129,2976.351441631319,702,5171.0,106,871.0,69,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,16
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.00906422277576228,3046.5314655529796,708,5168.5,112,868.5,66,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,17
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.009357747349917383,3147.572255259679,714,5165.0,118,865.0,70,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,18
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.009660777060669892,3267.157270199671,720,5161.0,124,861.0,67,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,19
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.010686637667366468,3688.0909246945025,739,5148.0,143,848.0,13,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,20
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.011032700517768976,3722.6328244080837,745,5147.0,149,847.0,67,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,21
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.01145062955550443,3828.2117456201104,752,5144.0,156,844.0,67,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,22
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.011821432573836535,3918.4779649001653,758,5141.5,162,841.5,66,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,23
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.01220424321827668,4124.626382901352,764,5136.0,168,836.0,67,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,24
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.012599450328930324,4182.707449804193,770,5134.5,174,834.5,68,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,25
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.013076729318193632,4321.430475848366,777,5131.0,181,831.0,69,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,26
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.013500189939078635,4485.613625942197,783,5127.0,187,827.0,70,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,27
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.013937363384713394,4656.034550061409,789,5123.0,193,823.0,69,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,28
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.014388693714246125,4810.455869243312,795,5119.5,199,819.5,68,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,29
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.014933750920193119,4969.998701928066,802,5116.0,206,816.0,69,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,30
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.015417347030728848,5158.822760860684,808,5112.0,212,812.0,68,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,31
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.01591660331929856,5354.820770405795,814,5108.0,218,808.0,67,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,32
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.016432026905729546,5506.690757828767,820,5105.0,224,805.0,66,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,33
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.01696414133179006,5636.534190868312,826,5102.5,230,802.5,66,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,34
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.0176067589077303,5960.787555812198,833,5096.5,237,796.5,66,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,35
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.018176914401311323,6158.482110660267,839,5093.0,243,793.0,67,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,36
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.018765533104876882,6216.161185226984,845,5092.0,249,792.0,65,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,37
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.019373212908172455,6512.7616164181645,851,5087.0,255,787.0,69,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,38
number_concentration,ice_crystal_number_concentration,1 kg-1,230,red,0.020107088373704802,6791.783063823424,858,5082.5,262,782.5,66,sources/original/bergner-spichtinger-2026.pdf,12,600,episodes/002-figure1-python-continuation/outputs/figure1_digitized/figure1_source.png,color-threshold median-by-column with grid-pixel suppression,39
