branch_id,backend_a,backend_b,canonical_index,T_K,log_w_a,log_w_b,w_m_s_a,w_m_s_b,delta_log_w_a_minus_b,delta_w_m_s_a_minus_b,relative_delta_w_a_minus_b
lower_hopf,python,auto,14,204.0,-4.809121432778487,-4.809124792134366,0.008155021285643415,0.008154993890070733,3.35935587880698e-06,2.739557268191528e-08,3.3593615214440905e-06
lower_hopf,python,auto,15,205.0,-4.731545157569255,-4.73154962832151,0.00881284328241743,0.00881280388246653,4.47075225462612e-06,3.939995090081194e-08,4.470762248459871e-06
lower_hopf,python,auto,16,206.0,-4.654704823177963,-4.654710248486962,0.009516721943150884,0.009516670312133739,5.425308999384981e-06,5.1631017145697955e-08,5.425323716412504e-06
lower_hopf,python,auto,17,207.0,-4.578594349079393,-4.578600585292471,0.010269321236663942,0.010269257195188227,6.23621307838107e-06,6.404147571449637e-08,6.236232523663318e-06
lower_hopf,python,auto,18,208.0,-4.503208167440596,-4.503215081403299,0.011073414124939375,0.011073337564031793,6.913962702803644e-06,7.656090758242917e-08,6.913986604283868e-06
lower_hopf,python,auto,19,209.0,-4.4285412541398985,-4.4285487237159336,0.011931882568097808,0.01193179344232659,7.469576035035175e-06,8.912577121808485e-08,7.4696039324584675e-06
lower_hopf,python,auto,20,210.0,-4.354589161456799,-4.354597075483346,0.012847716837323758,0.012847615160553976,7.914026546984587e-06,1.0167676978145579e-07,7.914057862943614e-06
lower_hopf,python,auto,21,211.0,-4.281348052498943,-4.281356308075288,0.013824014023369845,0.013823899898637772,8.255576344318172e-06,1.141247320726041e-07,8.255610421763117e-06
lower_hopf,python,auto,22,212.0,-4.208814737393864,-4.208823239493581,0.01486397561587758,0.014863849241411918,8.502099717588862e-06,1.2637446566120258e-07,8.502135860549018e-06
lower_hopf,python,auto,23,213.0,-4.136986711229485,-4.136995371384308,0.015970904015831823,0.01597076570592928,8.660154822592858e-06,1.3830990254135034e-07,8.660192321899859e-06
lower_hopf,python,auto,24,214.0,-4.065862193678466,-4.065870931658173,0.017148197830208177,0.017148047990258177,8.737979706907595e-06,1.4983994999981376e-07,8.7380178831397e-06
lower_hopf,python,auto,25,215.0,-3.995440169753198,-3.9954489096461994,0.01839934579252795,0.018399184984917154,8.739893001319388e-06,1.6080761079673156e-07,8.739931194156405e-06
lower_hopf,python,auto,26,216.0,-3.925720434254088,-3.9257291066290256,0.019727919081947917,0.019727747994778763,8.672374937734872e-06,1.7108716915403832e-07,8.672412542948087e-06
lower_hopf,python,auto,27,217.0,-3.856703632383061,-3.8567121706347907,0.02113756198315428,0.021137381506099596,8.538251729639512e-06,1.8047705468288155e-07,8.538288180624522e-06
lower_hopf,python,auto,28,218.0,-3.788391306502436,-3.7883996477403215,0.0226319805020976,0.02263179172415174,8.341237885289843e-06,1.88777945858698e-07,8.341272673397826e-06
lower_hopf,python,auto,29,219.0,-3.720785940369386,-3.7207940241720685,0.024214928874778732,0.02421473312686294,8.083802682357089e-06,1.957479157932429e-07,8.0838353562562e-06
