branch_id,backend_a,backend_b,canonical_index,T_K,log_w_a,log_w_b,w_m_s_a,w_m_s_b,delta_log_w_a_minus_b,delta_w_m_s_a_minus_b,relative_delta_w_a_minus_b
lower_hopf,python,auto,30,220.0,-3.6538910037993526,-3.6538987733836974,0.02589019369467122,0.025889992539409053,7.769584344785585e-06,2.0115526216599178e-07,7.769614528076771e-06
lower_hopf,python,auto,31,221.0,-3.587710996583492,-3.5877183947685336,0.02766157545230726,0.027661370807610525,7.398185041473937e-06,2.0464469673367458e-07,7.398212408091153e-06
lower_hopf,python,auto,32,222.0,-3.522251490796301,-3.522258460763554,0.029532867278651308,0.029532661436250857,6.969967252690168e-06,2.0584240045112834e-07,6.969991542938293e-06
lower_hopf,python,auto,33,223.0,-3.457519170673325,-3.4575256562342602,0.031507830691200264,0.03150762634590702,6.485560935409751e-06,2.0434529324209194e-07,6.485581966685894e-06
lower_hopf,python,auto,34,224.0,-3.393521868970657,-3.393527812837609,0.03359016816496964,0.03358996851007254,5.943866951962917e-06,1.9965489710116469e-07,5.94388461666151e-06
lower_hopf,python,auto,35,225.0,-3.3302685986360654,-3.330273940779541,0.03578349237948884,0.035783301219449094,5.342143475584038e-06,1.911600397488944e-07,5.342157744937023e-06
lower_hopf,python,auto,36,226.0,-3.2677695784499394,-3.2677742577945836,0.03809129203630062,0.038091113794434264,4.679344644209493e-06,1.7824186635678752e-07,4.6793555924539956e-06
lower_hopf,python,auto,37,227.0,-3.206036251141149,-3.2060391113877476,0.04051689419865343,0.04051677831051034,2.860246598679339e-06,1.1588814308877149e-07,2.860250689248638e-06
lower_hopf,python,auto,38,228.0,-3.1450812923466382,-3.1450814646477747,0.04306342317781152,0.0430634157579354,1.7230113646959921e-07,7.419876116299129e-09,1.7230115135332361e-07
lower_hopf,python,auto,39,229.0,-3.0849186086442475,-3.084919284980234,0.045733756081150614,0.04573372514977605,6.763359863271035e-07,3.093137456583461e-08,6.763362150040402e-07
lower_hopf,python,auto,40,230.0,-3.025563322768334,-3.0255633755,0.0485304752467498,0.04853047268765705,5.273166614472302e-08,2.5590927502094907e-09,5.273166751702287e-08
lower_hopf,python,auto,41,231.0,-2.967031744199005,-2.9670318786773087,0.0514558179091997,0.05145581098950907,1.3447830360391322e-07,6.9196906329893615e-09,1.3447831255443946e-07
lower_hopf,python,auto,42,232.0,-2.909341322402576,-2.9093414167494918,0.054511623631969,0.05451161848896569,9.434691561338582e-08,5.143003307950256e-09,9.434691998718235e-08
lower_hopf,python,auto,43,233.0,-2.852510582846146,-2.852510942304283,0.05769928005977726,0.05769925931930527,3.594581370336414e-07,2.0740471985691844e-08,3.594582015501264e-07
lower_hopf,python,auto,44,234.0,-2.796559040503751,-2.79655953064361,0.06101966800266859,0.061019638094504426,4.901398593659678e-07,2.990816416054143e-08,4.901399794312289e-07
