backend,branch_id,canonical_index,T_K,log_w,w_m_s,table_ii_reference_log_w,table_ii_reference_w_m_s,delta_to_table_ii_log_w,delta_to_table_ii_w_m_s,relative_delta_to_table_ii_w,interpolation_method,raw_T_min_K,raw_T_max_K
auto,lower_hopf,11,201.0,-5.046334207122238,0.006432871852256243,-5.046306970000003,0.006433047067559374,-2.7237122234957667e-05,-1.7521530313105438e-07,-2.723675130788824e-05,numpy.interp over backend branch T_K/log_w after averaging duplicate T rows,190.0,240.0
auto,lower_hopf,12,202.0,-4.966509129348523,0.006967428020938394,-4.966293880000002,0.006968927916700771,-0.00021524934852124034,-1.4998957623768919e-06,-0.0002152261840422325,numpy.interp over backend branch T_K/log_w after averaging duplicate T rows,190.0,240.0
auto,lower_hopf,13,203.0,-4.887442291214583,0.007540684706424745,-4.887020729999996,0.007543864236764652,-0.00042156121458702955,-3.179530339907262e-06,-0.0004214723701431392,numpy.interp over backend branch T_K/log_w after averaging duplicate T rows,190.0,240.0
auto,lower_hopf,14,204.0,-4.809124792134366,0.008154993890070733,-4.80848752,0.008160192496720443,-0.0006372721343659293,-5.198606649709295e-06,-0.0006370691196069945,numpy.interp over backend branch T_K/log_w after averaging duplicate T rows,190.0,240.0
auto,lower_hopf,15,205.0,-4.73154962832151,0.00881280388246653,-4.730694249999999,0.008820345388820013,-0.0008553783215106137,-7.541506353483246e-06,-0.0008550125897611987,numpy.interp over backend branch T_K/log_w after averaging duplicate T rows,190.0,240.0
auto,lower_hopf,16,206.0,-4.654710248486962,0.009516670312133739,-4.653640920000001,0.0095268522017216,-0.0010693284869613962,-1.018188958786144e-05,-0.001068756958990239,numpy.interp over backend branch T_K/log_w after averaging duplicate T rows,190.0,240.0
auto,lower_hopf,17,207.0,-4.578600585292471,0.010269257195188227,-4.577327529999998,0.0102823388524801,-0.0012730552924731242,-1.3081657291873564e-05,-0.001272245301341948,numpy.interp over backend branch T_K/log_w after averaging duplicate T rows,190.0,240.0
auto,lower_hopf,18,208.0,-4.503215081403299,0.011073337564031793,-4.501754080000005,0.011089527549668035,-0.0014610014032943042,-1.618998563624255e-05,-0.0014599346603117638,numpy.interp over backend branch T_K/log_w after averaging duplicate T rows,190.0,240.0
auto,lower_hopf,19,209.0,-4.4285487237159336,0.01193179344232659,-4.42692057,0.011951236059647274,-0.0016281537159335002,-1.9442617320683878e-05,-0.0016268289927207499,numpy.interp over backend branch T_K/log_w after averaging duplicate T rows,190.0,240.0
auto,lower_hopf,20,210.0,-4.354597075483346,0.012847615160553976,-4.352827000000005,0.012870376547913,-0.0017700754833409604,-2.276138735902468e-05,-0.0017685098236473553,numpy.interp over backend branch T_K/log_w after averaging duplicate T rows,190.0,240.0
auto,lower_hopf,21,211.0,-4.281356308075288,0.013823899898637772,-4.279473370000002,0.013849953967507211,-0.0018829380752860558,-2.605406886943898e-05,-0.0018811664595105027,numpy.interp over backend branch T_K/log_w after averaging duplicate T rows,190.0,240.0
auto,lower_hopf,22,212.0,-4.208823239493581,0.014863849241411918,-4.206859679999997,0.014893063966740118,-0.001963559493583844,-2.921472532819991e-05,-0.0019616329717943594,numpy.interp over backend branch T_K/log_w after averaging duplicate T rows,190.0,240.0
auto,lower_hopf,23,213.0,-4.136995371384308,0.01597076570592928,-4.134985930000006,0.016002890288901468,-0.0020094413843017023,-3.2124582972185844e-05,-0.0020074238085894583,numpy.interp over backend branch T_K/log_w after averaging duplicate T rows,190.0,240.0
auto,lower_hopf,24,214.0,-4.065870931658173,0.017148047990258177,-4.06385212,0.017182701637279592,-0.002018811658173192,-3.4653647021414685e-05,-0.0020167752285374105,numpy.interp over backend branch T_K/log_w after averaging duplicate T rows,190.0,240.0
auto,lower_hopf,25,215.0,-3.9954489096461994,0.018399184984917154,-3.9934582500000033,0.018435847979654474,-0.001990659646196047,-3.66629947373201e-05,-0.0019886795973681724,numpy.interp over backend branch T_K/log_w after averaging duplicate T rows,190.0,240.0
auto,lower_hopf,26,216.0,-3.9257291066290256,0.019727747994778763,-3.923804319999995,0.019765756267513142,-0.001924786629030617,-3.800827273437932e-05,-0.0019229354151679714,numpy.interp over backend branch T_K/log_w after averaging duplicate T rows,190.0,240.0
auto,lower_hopf,27,217.0,-3.8567121706347907,0.021137381506099596,-3.8548903300000035,0.02117592554652898,-0.0018218406347871863,-3.854404042938353e-05,-0.0018201820904919746,numpy.interp over backend branch T_K/log_w after averaging duplicate T rows,190.0,240.0
auto,lower_hopf,28,218.0,-3.7883996477403215,0.02263179172415174,-3.7867162800000003,0.022669921436405522,-0.0016833677403211844,-3.812971225378159e-05,-0.0016819516715461246,numpy.interp over backend branch T_K/log_w after averaging duplicate T rows,190.0,240.0
auto,lower_hopf,29,219.0,-3.7207940241720685,0.02421473312686294,-3.7192821700000067,0.024251369959962226,-0.0015118541720617884,-3.6636833099287086e-05,-0.0015107118962669997,numpy.interp over backend branch T_K/log_w after averaging duplicate T rows,190.0,240.0
auto,lower_hopf,30,220.0,-3.6538987733836974,0.025889992539409053,-3.6525880000000015,0.02592395070340052,-0.0013107733836958957,-3.395816399146684e-05,-0.0013099146954870752,numpy.interp over backend branch T_K/log_w after averaging duplicate T rows,190.0,240.0
auto,lower_hopf,31,221.0,-3.5877183947685336,0.027661370807610525,-3.586633769999999,0.02769138929197307,-0.0010846247685347699,-3.001848436254631e-05,-0.0010840367756935834,numpy.interp over backend branch T_K/log_w after averaging duplicate T rows,190.0,240.0
