comparison,reference,variable,T_K,log_w,w_m_s,auto_value,reference_value,signed_diff,abs_diff,rel_diff,auto_residual_norm,reference_residual_norm,reference_converged
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-3.2330070281,0.0394387269426119,76591.49842879787,76591.49863151564,-0.00020271776884328574,0.00020271776884328574,2.6467398140173227e-09,4.327563730125627e-13,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-3.2040816201,0.0405961672272671,78827.38248905433,78827.38258864514,-9.959080489352345e-05,9.959080489352345e-05,1.2634036755124892e-09,1.3404346359508994e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-3.1751562264,0.0417875752524987,81128.53866803253,81128.53872026278,-5.22302434546873e-05,5.22302434546873e-05,6.437961816960743e-10,1.0770134518203784e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-3.1462308471,0.0430139478577444,83496.87249601995,83496.87268114659,-0.00018512664246372879,0.00018512664246372879,2.2171685779260328e-09,6.550595650379195e-13,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-3.1173054821,0.0442763111444297,85934.34521983497,85934.34542462984,-0.00020479486556723714,0.00020479486556723714,2.3831550069448764e-09,7.334061278494805e-13,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-3.0883801315,0.045575721317469,88442.97508573021,88442.97535380036,-0.00026807014364749193,0.00026807014364749193,3.0309941809977007e-09,1.7194561009168996e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-3.0594547953,0.0469132655817018,91024.83961011952,91024.83980577013,-0.00019565060210879892,0.00019565060210879892,2.1494199003951063e-09,1.364323299708372e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-3.0305294734,0.0482900630521341,93682.07660213232,93682.07677325526,-0.0001711229415377602,0.0001711229415377602,1.8266347996526596e-09,1.1876573885845698e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-3.0016041658,0.0497072656809898,96416.88665235922,96416.88665731356,-4.954345058649778e-06,4.954345058649778e-06,5.138461975295459e-11,1.54784789034096e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-2.9726788726,0.0511660592207823,99231.5343152224,99231.53446631665,-0.00015109425294212997,0.00015109425294212997,1.522643520073931e-09,1.310640660040587e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,n,190.0,-2.9437535937,0.0526676642314067,102128.35035113002,102128.35060960375,-0.0002584737230790779,0.0002584737230790779,2.5308714136304877e-09,1.5997809044604618e-13,,True
