comparison,reference,variable,T_K,log_w,w_m_s,auto_value,reference_value,signed_diff,abs_diff,rel_diff,auto_residual_norm,reference_residual_norm,reference_converged
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.9974739282,0.006754989052653,1.5374737939352558e-07,1.5374737945670334e-07,-6.317775231597491e-17,6.317775231597491e-17,4.1091921396791246e-10,8.413661713602005e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.9685467431,0.0069532455478985,1.582555412084383e-07,1.5825554135842137e-07,-1.499830651791349e-16,1.499830651791349e-16,9.477270994223782e-10,2.27026944311172e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.9396195721,0.0071573206989403,1.6289589030286854e-07,1.6289589045777573e-07,-1.5490718533887936e-16,1.5490718533887936e-16,9.509582157263376e-10,8.085348609521684e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.9106924153,0.0073673852745694,1.6767230245969434e-07,1.6767230268045556e-07,-2.2076121766104303e-16,2.2076121766104303e-16,1.3166230446644645e-09,1.4786097485262145e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.8817652726,0.0075836150567703,1.725887674361922e-07,1.7258876763303816e-07,-1.968459570793671e-16,1.968459570793671e-16,1.1405490622536055e-09,3.1812669818904784e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.852838144,0.0078061909856786,1.7764939181260193e-07,1.776493918869783e-07,-7.437637491162401e-17,7.437637491162401e-17,4.186694596677412e-10,5.5392286330572085e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.8239110296,0.0080352993108726,1.828584023975834e-07,1.8285840241098262e-07,-1.3399214192615777e-17,1.3399214192615777e-17,7.327644787413395e-11,6.160398754989078e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.7949839292,0.0082711317504068,1.882201502966981e-07,1.8822015039383905e-07,-9.714094123445497e-17,9.714094123445497e-17,5.161027713089886e-10,4.63340245209365e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.7660568429,0.0085138856464769,1.937391140189647e-07,1.9373911409646586e-07,-7.750115886338393e-17,7.750115886338393e-17,4.000284569526567e-10,1.263772157716414e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.7371297708,0.0087637641328123,1.994199031907397e-07,1.9941990331459615e-07,-1.238564398001944e-16,1.238564398001944e-16,6.210836418108371e-10,4.542140015255631e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.7082027127,0.0090209763073455,2.052672627874103e-07,2.0526726306965597e-07,-2.822456717061178e-16,2.822456717061178e-16,1.375015516284931e-09,7.0975914485749284e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.6792756687,0.0092857374019884,2.112860773363515e-07,2.1128607745421908e-07,-1.1786757275597168e-16,1.1786757275597168e-16,5.57857735711483e-10,2.694024872578866e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.6503486388,0.0095582689661544,2.174813737534458e-07,2.1748137378944933e-07,-3.600353246973806e-17,3.600353246973806e-17,1.6554765974852738e-10,4.5817177162399504e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.621421623,0.0098387990512853,2.2385832698524878e-07,2.2385832700900212e-07,-2.3753344939852344e-17,2.3753344939852344e-17,1.0610882899565822e-10,9.093782445922171e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.5924946212,0.0101275624026816,2.3042226327389265e-07,2.3042226348494994e-07,-2.1105729057994255e-16,2.1105729057994255e-16,9.159587593137578e-10,5.719613414926266e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.5635676336,0.0104248006519,2.3717866548908186e-07,2.37178665735205e-07,-2.461231311072905e-16,2.461231311072905e-16,1.0377119305581701e-09,4.497000186764723e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.5346406599,0.0107307625270693,2.441331770426816e-07,2.4413317722994095e-07,-1.8725934406146135e-16,1.8725934406146135e-16,7.67037672577734e-10,5.421219966243332e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.5057137004,0.0110457040496259,2.51291606568606e-07,2.5129160676967986e-07,-2.0107386909602775e-16,2.0107386909602775e-16,8.001615003413984e-10,8.089346846490288e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.4767867548,0.011369888761236,2.586599335138644e-07,2.5865993362580285e-07,-1.1193847447408959e-16,1.1193847447408959e-16,4.3276309904273114e-10,5.891679682697034e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.4478598234,0.011703587931234,2.662443124076889e-07,2.6624431237895556e-07,2.873331633455639e-17,2.873331633455639e-17,1.0792086439224383e-10,1.1710685228367389e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.4189329059,0.0120470807970594,2.740510779652672e-07,2.7405107814986013e-07,-1.84592937283064e-16,1.84592937283064e-16,6.735712865253627e-10,9.023786757059019e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.3900060026,0.0124006547840495,2.8208675118516455e-07,2.8208675139442187e-07,-2.0925731909724756e-16,2.0925731909724756e-16,7.418190257530312e-10,1.8545757256534484e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.3610791132,0.0127646057601951,2.9035804371473456e-07,2.9035804411905976e-07,-4.043251952016503e-16,4.043251952016503e-16,1.3925055750680662e-09,4.4063453593740754e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.3321522379,0.013139238270337,2.988718648678811e-07,2.988718649939387e-07,-1.2605761373231232e-16,1.2605761373231232e-16,4.2177812131921097e-10,8.058646823409468e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.3032253765,0.0135248658022289,3.076353253711313e-07,3.0763532537895074e-07,-7.819437592137277e-18,7.819437592137277e-18,2.5417879375540352e-11,8.893389142482375e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.2742985292,0.0139218110384728,3.166557450279907e-07,3.166557450758611e-07,-4.787043759099121e-17,4.787043759099121e-17,1.5117501682946855e-10,8.679297524522709e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.245371696,0.0143304061343207,3.25940658594563e-07,3.2594065883924577e-07,-2.4468277805026416e-16,2.4468277805026416e-16,7.506973168724615e-10,8.178141439024167e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.2164448767,0.0147509929959941,3.354978214494568e-07,3.354978217553072e-07,-3.058504153032862e-16,3.058504153032862e-16,9.11631597794265e-10,4.071144869325432e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.1875180714,0.0151839235596023,3.453352163703727e-07,3.4533521655341417e-07,-1.8304149056104935e-16,1.8304149056104935e-16,5.300400358465546e-10,2.25758052553416e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.1585912801,0.0156295600912247,3.5546105984629345e-07,3.55461060060247e-07,-2.1395353445462142e-16,2.1395353445462142e-16,6.019042829005194e-10,8.690141091639626e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.1296645028,0.0160882754886339,3.6588380998617684e-07,3.658838100312528e-07,-4.5075970018880864e-17,4.5075970018880864e-17,1.231974981758023e-10,1.6012131390293517e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.1007377395,0.0165604535933064,3.766121721811227e-07,3.76612172214982e-07,-3.38592950335434e-17,3.38592950335434e-17,8.990494076281596e-11,5.557127865862865e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.0718109901,0.017046489513295,3.876551078191524e-07,3.8765510806248923e-07,-2.433368426970771e-16,2.433368426970771e-16,6.277147847045825e-10,8.434602652567135e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.0428842548,0.0175467899470526,3.9902184068330454e-07,3.9902184097390756e-07,-2.9060302815932075e-16,2.9060302815932075e-16,7.282885253850643e-10,5.713304624404757e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-4.0139575334,0.0180617735356119,4.107218646005736e-07,4.1072186515967704e-07,-5.591034197743102e-16,5.591034197743102e-16,1.3612701616383306e-09,4.7906889240801774e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.985030826,0.0185918712008826,4.227649530028477e-07,4.227649531815684e-07,-1.7872072255754596e-16,1.7872072255754596e-16,4.2274252208600003e-10,6.328283885187442e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.9561041325,0.0191375265149927,4.3516116379064477e-07,4.351611642295495e-07,-4.3890473293815586e-16,4.3890473293815586e-16,1.0086027178349756e-09,9.1809742982039e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.927177453,0.0196991960640967,4.479208523503648e-07,4.4792085235705713e-07,-6.69230143713782e-18,6.69230143713782e-18,1.4940812426841642e-11,4.269299382524523e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.8982507874,0.0202773498379584,4.610546755138965e-07,4.6105467560078144e-07,-8.688493396020189e-17,8.688493396020189e-17,1.884482222135275e-10,2.8890654769179044e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.8693241358,0.0208724716154255,4.745736039304466e-07,4.7457360410880095e-07,-1.7835432786829928e-16,1.7835432786829928e-16,3.758201600850301e-10,6.700639940421634e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.8403974981,0.0214850593772135,4.884889289879105e-07,4.884889295109387e-07,-5.230281277320719e-16,5.230281277320719e-16,1.0707062046538351e-09,4.3210128085176985e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.8114708744,0.0221156257143374,5.028122741164168e-07,5.028122747043039e-07,-5.878871345692282e-16,5.878871345692282e-16,1.1691980568989798e-09,1.4548430770919834e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.7825442646,0.0227646982654787,5.175556030870027e-07,5.175556034840758e-07,-3.9707305792593657e-16,3.9707305792593657e-16,7.672084994402998e-10,5.004428640181925e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.7536176687,0.0234328201520839,5.327312299326992e-07,5.327312303912427e-07,-4.58543509457602e-16,4.58543509457602e-16,8.607408075566425e-10,6.918174805108173e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.7246910867,0.0241205504348869,5.483518313495936e-07,5.483518311956381e-07,1.5395543794352075e-16,1.5395543794352075e-16,2.807603241966174e-10,6.2533973665269516e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.6957645186,0.0248284645816799,5.64430453005337e-07,5.644304535929935e-07,-5.876564239702198e-16,5.876564239702198e-16,1.0411493926831496e-09,4.309573301895237e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.6668379645,0.0255571549462564,5.809805264232628e-07,5.809805268565827e-07,-4.3331992707955303e-16,4.3331992707955303e-16,7.458424285303451e-10,3.212815273173627e-13,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.6379114242,0.0263072312741878,5.98015874118164e-07,5.980158747336121e-07,-6.154481043652254e-16,6.154481043652254e-16,1.0291501118417275e-09,6.4346636777460996e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.6089848979,0.0270793211951785,6.155507256432612e-07,6.155507260663134e-07,-4.230521936929364e-16,4.230521936929364e-16,6.872742988972787e-10,4.099453554569706e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.5800583854,0.0278740707689652,6.335997265675681e-07,6.33599727147979e-07,-5.804109041394065e-16,5.804109041394065e-16,9.160529578382377e-10,5.967605091322138e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.5511318868,0.0286921450073802,6.521779537893967e-07,6.521779535360871e-07,2.533096497993716e-16,2.533096497993716e-16,3.884057232041473e-10,7.653288519359152e-13,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.5222054021,0.029534228441369,6.713009230392788e-07,6.713009236528893e-07,-6.136104663861572e-16,6.136104663861572e-16,9.140617043206064e-10,5.343469233021367e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.4932789313,0.0304010256911097,6.909846089609191e-07,6.909846094976483e-07,-5.367292032912654e-16,5.367292032912654e-16,7.767599971314444e-10,7.782086101957559e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.4643524744,0.0312932620555697,7.112454512193458e-07,7.112454519970488e-07,-7.777029828841806e-16,7.777029828841806e-16,1.0934382507480802e-09,8.516548826311505e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.4354260313,0.0322116841225863,7.321003735861972e-07,7.321003742890384e-07,-7.028411522146615e-16,7.028411522146615e-16,9.600338654343794e-10,7.123098551864921e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.4064996021,0.0331570603840602,7.535667953703987e-07,7.535667955758771e-07,-2.054783345426317e-16,2.054783345426317e-16,2.7267434784676893e-10,3.927627693175379e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.3775731867,0.0341301818916616,7.756626458632732e-07,7.756626459620129e-07,-9.873968945261786e-17,9.873968945261786e-17,1.2729720835035998e-10,1.7066604435662425e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.3486467852,0.0351318629056218,7.984063815961107e-07,7.984063817455805e-07,-1.494698690922172e-16,1.494698690922172e-16,1.8721026348189578e-10,8.821059149888945e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.3197203976,0.0361629415858724,8.218169986955225e-07,8.218169996461793e-07,-9.506567345599049e-16,9.506567345599049e-16,1.1567742392396308e-09,1.1374320647137582e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.2907940238,0.0372242806938338,8.45914052745893e-07,8.459140533004548e-07,-5.545617879298102e-16,5.545617879298102e-16,6.555769888987043e-10,8.520487787511766e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.2618676638,0.0383167683071646,8.707176693917631e-07,8.707176699835557e-07,-5.91792591730781e-16,5.91792591730781e-16,6.796607122282903e-10,4.855698849956373e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.2329413177,0.039441318562282,8.962485660303475e-07,8.962485670387725e-07,-1.0084250168373586e-15,1.0084250168373586e-15,1.1251622082579388e-09,1.3367899375044245e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.2040149854,0.0405988724308207,9.22528069363802e-07,9.22528069445013e-07,-8.121108376301896e-17,8.121108376301896e-17,8.803101656502986e-11,1.0834323694215676e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.1750886669,0.0417903984955564,9.495781277836404e-07,9.495781277420426e-07,4.159778803965869e-17,4.159778803965869e-17,4.3806598764811345e-11,5.725525352702805e-13,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.1461623622,0.043016893764536,9.774213360053349e-07,9.774213361830017e-07,-1.77666854752484e-16,1.77666854752484e-16,1.8177100107749192e-10,2.2157270222680573e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.1172360714,0.0442793845008403,1.0060809493231278e-06,1.0060809501401756e-06,-8.170477691632613e-16,8.170477691632613e-16,8.121093725603525e-10,6.097556392635101e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.0883097943,0.045578927098836,1.035580906890296e-06,1.035580907970486e-06,-1.0801899891725976e-15,1.0801899891725976e-15,1.0430763843353734e-09,6.554444753546192e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.0593835311,0.0469166089371723,1.0659458488106278e-06,1.0659458495257858e-06,-7.151579641798047e-16,7.151579641798047e-16,6.709139723166628e-10,1.7746696092743108e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.0304572816,0.0482935493245466,1.0972011365713766e-06,1.0972011375495258e-06,-9.78149200566293e-16,9.78149200566293e-16,8.914948837465464e-10,7.2474854811204055e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-3.0015310459,0.0497109004041693,1.1293728785839e-06,1.1293728781537935e-06,4.3010660171502544e-16,4.3010660171502544e-16,3.808366659683985e-10,5.2930587327074195e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.9726048241,0.0511698481309984,1.1624879431762204e-06,1.162487944281345e-06,-1.105124521557396e-15,1.105124521557396e-15,9.506546085005543e-10,2.8269013878337133e-13,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.943678616,0.0526716132797786,1.1965739933668242e-06,1.1965739943985455e-06,-1.0317212816230489e-15,1.0317212816230489e-15,8.622294036581002e-10,2.507830636636284e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.9147524217,0.0542174524361853,1.2316594974418822e-06,1.2316594989815081e-06,-1.5396259537192505e-15,1.5396259537192505e-15,1.2500418784513155e-09,3.445812493999062e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.8858262411,0.0558086590738041,1.2677737620048576e-06,1.2677737635389552e-06,-1.5340975814307585e-15,1.5340975814307585e-15,1.210072037733584e-09,2.332442437758824e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.8569000744,0.0574465646092282,1.304946951770685e-06,1.3049469524734902e-06,-7.028052591935216e-16,7.028052591935216e-16,5.385699839072952e-10,1.178651401991134e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.8279739214,0.0591325395549556,1.3432101145799943e-06,1.3432101151594921e-06,-5.794978026222664e-16,5.794978026222664e-16,4.3142751538426073e-10,6.1281491410226494e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.7990477821,0.0608679946329198,1.382595211283665e-06,1.3825952123413142e-06,-1.0576491718967398e-15,1.0576491718967398e-15,7.649738422757126e-10,5.919712665529057e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.7701216566,0.0626543819593973,1.4231351385613543e-06,1.4231351398537593e-06,-1.2924049885029796e-15,1.2924049885029796e-15,9.081393272572741e-10,3.2584039901837045e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.7411955449,0.0644931962719544,1.4648637576660702e-06,1.4648637584030975e-06,-7.370272960867267e-16,7.370272960867267e-16,5.031370950771474e-10,4.654993908182493e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.7122694468,0.0663859761876004,1.5078159211987894e-06,1.5078159223234227e-06,-1.1246333843985571e-15,1.1246333843985571e-15,7.458691526917873e-10,8.506891797094944e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.6833433626,0.0683343054442235,1.5520275066551922e-06,1.5520275071715312e-06,-5.163390026684863e-16,5.163390026684863e-16,3.326867599205638e-10,4.668767058258304e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.654417292,0.0703398142981645,1.597535440442933e-06,1.597535441336602e-06,-8.936690990224644e-16,8.936690990224644e-16,5.594048657066179e-10,2.3402325477712736e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.6254912352,0.0724041808145778,1.644377734847605e-06,1.6443777360467958e-06,-1.1991909184817752e-15,1.1991909184817752e-15,7.292673040956621e-10,2.277026407219673e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.5965651921,0.0745291323259362,1.6925935151716538e-06,1.6925935171261929e-06,-1.9545391137011387e-15,1.9545391137011387e-15,1.1547598959375053e-09,4.219949578276105e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.5676391628,0.0767164468420473,1.7422230539213837e-06,1.7422230556771127e-06,-1.7557290460357665e-15,1.7557290460357665e-15,1.0077521591248858e-09,8.223180333136111e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.5387131471,0.0789679545749779,1.7933078044442942e-06,1.7933078053125457e-06,-8.682515460994942e-16,8.682515460994942e-16,4.84162029255302e-10,4.779111366343533e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.5097871451,0.0812855394249776,1.845890433706842e-06,1.8458904345931878e-06,-8.863458639187406e-16,8.863458639187406e-16,4.801725212439711e-10,3.343582156967792e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.4808611569,0.0836711405783573,1.9000148614626937e-06,1.9000148631574448e-06,-1.6947511441629294e-15,1.6947511441629294e-15,8.919673087959911e-10,6.1702783470286595e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.4519351823,0.0861267541557372,1.955726299154934e-06,1.9557262992542716e-06,-9.933748295514258e-17,9.933748295514258e-17,5.0793141654341137e-11,5.80440832580084e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.4230092215,0.0886544348237992,2.013071276170068e-06,2.013071277599143e-06,-1.4290750250918818e-15,1.4290750250918818e-15,7.098978764409401e-10,7.962633722375149e-13,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.3940832743,0.0912562975823352,2.072097692061854e-06,2.072097694076086e-06,-2.014232066592991e-15,2.014232066592991e-15,9.720738903148598e-10,2.713122131916159e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.3651573408,0.0939345194732492,2.1328548489033086e-06,2.1328548504677852e-06,-1.5644766298422708e-15,1.5644766298422708e-15,7.335129390071454e-10,3.740842608415719e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.336231421,0.0966913414367323,2.1953934921704847e-06,2.195393494344636e-06,-2.1741514635181293e-15,2.1741514635181293e-15,9.903242717621116e-10,3.2055598550725884e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.3073055149,0.0995290701775824,2.2597658595865177e-06,2.2597658612556135e-06,-1.6690957867400175e-15,1.6690957867400175e-15,7.386144800915805e-10,5.971463831550877e-13,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.2783796224,0.1024500801054023,2.326025718416689e-06,2.3260257185897558e-06,-1.730666188159459e-16,1.730666188159459e-16,7.440443045525495e-11,4.179427960445372e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.2494537436,0.1054568152910564,2.394228410054948e-06,2.3942284121714e-06,-2.11645200266764e-15,2.11645200266764e-15,8.839808231780877e-10,8.384513913144515e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.2205278784,0.1085517915519722,2.4644309057560864e-06,2.464430907005966e-06,-1.2498796993860774e-15,1.2498796993860774e-15,5.071676774677991e-10,6.25373295403523e-13,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.191602027,0.1117375985042663,2.536691837523012e-06,2.536691838805417e-06,-1.2824049175276953e-15,1.2824049175276953e-15,5.05542257009668e-10,8.033964936782822e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.1626761891,0.1150169018165999,2.6110715613033e-06,2.6110715643711966e-06,-3.0678965837476098e-15,3.0678965837476098e-15,1.1749569125603138e-09,4.282529898666471e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.1337503649,0.1183924453302843,2.6876322081237484e-06,2.6876322089615144e-06,-8.377659832948647e-16,8.377659832948647e-16,3.117115431573774e-10,5.63290585998728e-13,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.1048245543,0.1218670534440818,2.7664377201692502e-06,2.7664377202019986e-06,-3.2748411323219387e-17,3.2748411323219387e-17,1.1837754771803855e-11,2.5204725017117e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.0758987574,0.1254436334197168,2.847553922550454e-06,2.847553921953553e-06,5.969011533147901e-16,5.969011533147901e-16,2.096189113708395e-10,3.0195215354931032e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.0469729741,0.1291251778623639,2.9310485648316444e-06,2.9310485669621542e-06,-2.130509784976746e-15,2.130509784976746e-15,7.268763162068256e-10,2.1160787370369013e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-2.0180472044,0.1329147671882519,3.0169913888527248e-06,3.0169913925162193e-06,-3.663494576873049e-15,3.663494576873049e-15,1.2142873811176623e-09,1.2396699366319348e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-1.9891214483,0.136815572213777,3.1054541785211258e-06,3.1054541823990688e-06,-3.877942990327104e-15,3.877942990327104e-15,1.24875227987787e-09,6.551049499336397e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-1.9601957059,0.1408308567943251,3.196510822535049e-06,3.1965108248572843e-06,-2.3222352690712832e-15,2.3222352690712832e-15,7.264906631983532e-10,5.020251976627423e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-1.9312699771,0.1449639805964518,3.290237372807996e-06,3.2902373752544436e-06,-2.446447568588443e-15,2.446447568588443e-15,7.435474373332264e-10,4.212377554980633e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-1.9023442618,0.1492184018830649,3.386712121057566e-06,3.3867121198558198e-06,1.2017462051254046e-15,1.2017462051254046e-15,3.5484155787948585e-10,3.767681459955967e-12,,True
auto_vs_python_continuation,python_continuation_interpolated_on_auto_log_w,q,210.0,-1.8734185602,0.1535976803608472,3.4860156377655027e-06,3.486015641068929e-06,-3.303426376709403e-15,3.303426376709403e-15,9.47622362272724e-10,9.237441316732696e-12,,True
