backend_step_index,log_w,log_n,log_q,s,residual_norm,converged,newton_iterations,continuation_status,step_size,loca_continuation_mode
25,-3.80045122977104111e+00,8.92488662967660140e+00,-1.33858424095374247e+01,1.44553471185864058e+00,2.86082917627486959e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
26,-3.74053658429996094e+00,8.98446897359526453e+00,-1.33259954234833184e+01,1.44569194930258416e+00,7.68335724845164781e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
27,-3.68062193882888122e+00,9.04405146081222888e+00,-1.32661483871187187e+01,1.44584918696046127e+00,6.79684077686391747e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
28,-3.62070729335780150e+00,9.10363409122128253e+00,-1.32063013004846610e+01,1.44600642483210695e+00,5.45507028685074140e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
29,-3.56079264788672134e+00,9.16321686471633257e+00,-1.31464541636221366e+01,1.44616366291735621e+00,2.56775246866865189e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
30,-3.50087800241564207e+00,9.22279978119139265e+00,-1.30866069765720958e+01,1.44632090121604429e+00,8.51354506040916370e-18,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
31,-3.44096335694456190e+00,9.28238284054059548e+00,-1.30267597393754375e+01,1.44647813972800665e+00,1.29834565630572829e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
32,-3.38104871147348218e+00,9.34196604265818209e+00,-1.29669124520730250e+01,1.44663537845307877e+00,8.87553325735041623e-18,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
33,-3.32113406600240246e+00,9.40154938743850899e+00,-1.29070651147056683e+01,1.44679261739109633e+00,7.07321987391231031e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
34,-3.26121942053132274e+00,9.46113287477604459e+00,-1.28472177273141366e+01,1.44694985654189545e+00,7.74749561885834311e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
35,-3.20130477506024258e+00,9.52071650456537100e+00,-1.27873702899391546e+01,1.44710709590531228e+00,3.73930969608075707e-18,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
36,-3.14139012958916286e+00,9.58030027670117690e+00,-1.27275228026214045e+01,1.44726433548118294e+00,7.70580421349349772e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
37,-3.08147548411808314e+00,9.63988419107826999e+00,-1.26676752654015186e+01,1.44742157526934379e+00,6.10889279732785851e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
38,-3.02156083864700342e+00,9.69946824759156456e+00,-1.26078276783200884e+01,1.44757881526963161e+00,7.36902149878361406e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
39,-2.96164619317592326e+00,9.75905244613609391e+00,-1.25479800414176612e+01,1.44773605548188300e+00,5.33821348199721133e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
40,-2.90173154770484354e+00,9.81863678660699257e+00,-1.24881323547347396e+01,1.44789329590593541e+00,2.63607900310778851e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
41,-2.84181690223376382e+00,9.87822126889951591e+00,-1.24282846183117819e+01,1.44805053654162563e+00,5.14046417204738184e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
42,-2.78190225676268410e+00,9.93780589290902405e+00,-1.23684368321892020e+01,1.44820777738879092e+00,4.40057752473014369e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
43,-2.72198761129160438e+00,9.99739065853099262e+00,-1.23085889964073694e+01,1.44836501844726917e+00,2.54990659870369459e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
44,-2.66207296582052422e+00,1.00569755656610074e+01,-1.22487411110066109e+01,1.44852225971689763e+00,5.36524771040327026e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
45,-2.60215832034944450e+00,1.01165606141947606e+01,-1.21888931760272090e+01,1.44867950119751465e+00,6.60379727411312652e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
46,-2.54224367487836478e+00,1.01761458040280619e+01,-1.21290451915094017e+01,1.44883674288895770e+00,1.99126994257299813e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
47,-2.48232902940728506e+00,1.02357311350568256e+01,-1.20691971574933810e+01,1.44899398479106534e+00,4.54109465413926430e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
48,-2.42241438393620534e+00,1.02953166071770816e+01,-1.20093490740193012e+01,1.44915122690367593e+00,3.31844561535219996e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
49,-2.36249973846512518e+00,1.03549022202849645e+01,-1.19495009411272672e+01,1.44930846922662804e+00,3.06194227179287827e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
50,-2.30258509299404546e+00,1.04144879742767245e+01,-1.18896527588573448e+01,1.44946571175976024e+00,4.17950775998272119e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
51,-2.24267044752296574e+00,1.04740738690487163e+01,-1.18298045272495500e+01,1.44962295450291134e+00,7.63937566044658929e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
52,-2.18275580205188602e+00,1.05336599044974104e+01,-1.17699562463438614e+01,1.44978019745592079e+00,4.20887367902775925e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
53,-2.12284115658080585e+00,1.05932460805193802e+01,-1.17101079161802097e+01,1.44993744061862762e+00,2.21467855586983080e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
54,-2.06292651110972614e+00,1.06528323970113128e+01,-1.16502595367984885e+01,1.45009468399087127e+00,2.52137467562813589e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
55,-2.00301186563864642e+00,1.07124188538700036e+01,-1.15904111082385395e+01,1.45025192757249122e+00,8.74794722748047087e-18,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
56,-1.94309722016756670e+00,1.07720054509923582e+01,-1.15305626305401692e+01,1.45040917136332737e+00,1.85398063954586996e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
57,-1.88318257469648698e+00,1.08315921882753887e+01,-1.14707141037431342e+01,1.45056641536321962e+00,5.65633065453814569e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
58,-1.82326792922540681e+00,1.08911790656162175e+01,-1.14108655278871538e+01,1.45072365957200788e+00,1.98954487869562169e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
59,-1.76335328375432709e+00,1.09507660829120770e+01,-1.13510169030118977e+01,1.45088090398953273e+00,8.70868940329554638e-18,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
60,-1.70343863828324737e+00,1.10103532400603061e+01,-1.12911682291569999e+01,1.45103814861563452e+00,4.00270105232024638e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
61,-1.64352399281216766e+00,1.10699405369583506e+01,-1.12313195063620466e+01,1.45119539345015358e+00,7.26338626594376795e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
62,-1.58360934734108749e+00,1.11295279735037695e+01,-1.11714707346665811e+01,1.45135263849293117e+00,2.07503288864878547e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
63,-1.52369470187000777e+00,1.11891155495942254e+01,-1.11116219141101062e+01,1.45150988374380785e+00,7.27905204754619249e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
64,-1.46378005639892805e+00,1.12487032651274923e+01,-1.10517730447320801e+01,1.45166712920262508e+00,4.90589803191455780e-18,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
65,-1.40386541092784833e+00,1.13082911200014458e+01,-1.09919241265719219e+01,1.45182437486922389e+00,2.77138207261079669e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
66,-1.34395076545676861e+00,1.13678791141140785e+01,-1.09320751596690009e+01,1.45198162074344572e+00,1.98417421892883167e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
67,-1.28403611998568845e+00,1.14274672473634826e+01,-1.08722261440626493e+01,1.45213886682513249e+00,6.50691951457294425e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
68,-1.22412147451460918e+00,1.14870555196478605e+01,-1.08123770797921583e+01,1.45229611311412565e+00,4.26137743918763190e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
69,-1.16420682904352901e+00,1.15466439308655229e+01,-1.07525279668967695e+01,1.45245335961026734e+00,2.13641420299528819e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
70,-1.10429218357244885e+00,1.16062324809148851e+01,-1.06926788054156869e+01,1.45261060631339967e+00,1.03443204292553605e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
71,-1.04437753810136957e+00,1.16658211696944694e+01,-1.06328295953880758e+01,1.45276785322336499e+00,8.93794689908183887e-18,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
72,-9.84462892630289410e-01,1.17254099971029095e+01,-1.05729803368530515e+01,1.45292510034000566e+00,7.09145010168068055e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
73,-9.24548247159210135e-01,1.17849989630389391e+01,-1.05131310298496903e+01,1.45308234766316469e+00,7.09117122292415295e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
74,-8.64633601688129971e-01,1.18445880674014017e+01,-1.04532816744170276e+01,1.45323959519268420e+00,6.42273681456716474e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
75,-8.04718956217049808e-01,1.19041773100892474e+01,-1.03934322705940563e+01,1.45339684292840787e+00,2.25958856756791189e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
76,-7.44804310745970533e-01,1.19637666910015312e+01,-1.03335828184197247e+01,1.45355409087017828e+00,7.51595714282732223e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
77,-6.84889665274890369e-01,1.20233562100374165e+01,-1.02737333179329422e+01,1.45371133901783933e+00,6.95573782772691184e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
78,-6.24975019803810206e-01,1.20829458670961678e+01,-1.02138837691725737e+01,1.45386858737123381e+00,3.24547943957363694e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
79,-5.65060374332730930e-01,1.21425356620771598e+01,-1.01540341721774450e+01,1.45402583593020585e+00,3.47211607418698363e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
80,-5.05145728861650767e-01,1.22021255948798721e+01,-1.00941845269863375e+01,1.45418308469459912e+00,2.65787723682182261e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
81,-4.45231083390571492e-01,1.22617156654038855e+01,-1.00343348336379936e+01,1.45434033366425752e+00,5.59227439113759846e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
82,-3.85316437919491328e-01,1.23213058735488925e+01,-9.97448509217110946e+00,1.45449758283902542e+00,2.57799889619647394e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
83,-3.25401792448411165e-01,1.23808962192146872e+01,-9.91463530262434389e+00,1.45465483221874670e+00,7.18459965376712982e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
84,-2.65487146977331889e-01,1.24404867023011665e+01,-9.85478546503631314e+00,1.45481208180326638e+00,4.69423069587905641e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
85,-2.05572501506251726e-01,1.25000773227083393e+01,-9.79493557944559079e+00,1.45496933159242858e+00,1.85658960117797359e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
86,-1.45657856035172451e-01,1.25596680803363085e+01,-9.73508564589070780e+00,1.45512658158607833e+00,1.63999494956274347e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
87,-8.57432105640922870e-02,1.26192589750852928e+01,-9.67523566441015781e+00,1.45528383178406062e+00,7.80625564189563192e-18,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
88,-2.58285650930121236e-02,1.26788500068556083e+01,-9.61538563504238830e+00,1.45544108218622048e+00,2.95065352133461676e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
89,3.40860803780671517e-02,1.27384411755476759e+01,-9.55553555782581121e+00,1.45559833279240336e+00,2.91346350412850374e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
90,9.40007258491473152e-02,1.27980324810620232e+01,-9.49568543279879052e+00,1.45575558360245449e+00,9.45901960344773318e-18,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
91,1.53915371320226591e-01,1.28576239232992791e+01,-9.43583525999965289e+00,1.45591283461621956e+00,5.27700148635392807e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
92,2.13830016791306754e-01,1.29172155021601807e+01,-9.37598503946668416e+00,1.45607008583354447e+00,5.36934191122430458e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
93,2.73744662262386917e-01,1.29768072175455629e+01,-9.31613477123812750e+00,1.45622733725427511e+00,3.32385088705418436e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
94,3.33659307733466193e-01,1.30363990693563672e+01,-9.25628445535218702e+00,1.45638458887825761e+00,3.15736178652264548e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
95,3.93573953204546356e-01,1.30959910574936398e+01,-9.19643409184702243e+00,1.45654184070533810e+00,2.39021530424623014e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
96,4.53488598675625632e-01,1.31555831818585265e+01,-9.13658368076075433e+00,1.45669909273536313e+00,4.31070070257057890e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
97,5.13403244146705795e-01,1.32151754423522814e+01,-9.07673322213146427e+00,1.45685634496817928e+00,7.15051686231625157e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
98,5.73317889617785958e-01,1.32747678388762544e+01,-9.01688271599719116e+00,1.45701359740363312e+00,2.50280594044396431e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
99,6.33232535088865234e-01,1.33343603713319059e+01,-8.95703216239593480e+00,1.45717085004157187e+00,1.87430966169159464e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
100,6.93147180559945397e-01,1.33939530396207935e+01,-8.89718156136564886e+00,1.45732810288184256e+00,6.19772884716430768e-17,true,1,converged,5.99146454710798165e-02,natural_parameter_predictor_corrector
