T_K,p_Pa,F,log_w,w_m_s,log_n,log_q,n,q,s,converged,iterations,message,residual_norm
210.0,30000.0,1.0,-1.6784742026702975,0.18665856200942246,11.762634111757169,-12.37503009114906,128365.13662499841,4.222724208522118e-06,1.532378586517803,True,7,The solution converged.,3.0043583963723243e-17
210.0,30000.0,1.0,-1.6535097670573475,0.19137703967546532,11.787473216760153,-12.350086840684657,131593.54108400948,4.329377283680474e-06,1.5324525181498663,True,7,The solution converged.,3.5268253654849297e-17
210.0,30000.0,1.0,-1.6285453314443976,0.19621479411748496,11.812312343474261,-12.325143582918228,134903.14337908025,4.4387241211459574e-06,1.532526449817859,True,7,The solution converged.,9.181877992671752e-18
210.0,30000.0,1.0,-1.6035808958314477,0.20117484049212603,11.837151491893074,-12.300200317852212,138295.98579568102,4.550832758726948e-06,1.5326003815217697,True,7,The solution converged.,2.3449244505853718e-17
210.0,30000.0,1.0,-1.5786164602184978,0.2062602701751422,11.861990662010182,-12.275257045489044,141774.1619885923,4.665772952719613e-06,1.5326743132615874,True,7,The solution converged.,2.4360859150514905e-17
210.0,30000.0,1.0,-1.5536520246055479,0.21147425268811285,11.886829853819174,-12.25031376583116,145339.81827403346,4.783616221313637e-06,1.532748245037301,True,7,The solution converged.,4.120825483042449e-17
210.0,30000.0,1.0,-1.528687588992598,0.21682003767386449,11.91166906731364,-12.225370478880997,148995.15495429572,4.904435889094418e-06,1.5328221768488992,True,7,The solution converged.,2.1920273692837216e-17
210.0,30000.0,1.0,-1.503723153379648,0.22230095692182836,11.936508302487177,-12.200427184640986,152742.4276756957,5.028307132669236e-06,1.5328961086963708,True,7,The solution converged.,4.1138225237745353e-17
210.0,30000.0,1.0,-1.478758717766698,0.22792042644459612,11.961347559333383,-12.175483883113563,156583.9488206882,5.155307027445903e-06,1.5329700405797049,True,7,The solution converged.,4.829547543926779e-17
210.0,30000.0,1.0,-1.4537942821537482,0.2336819486069682,11.986186837845857,-12.150540574301155,160522.0889349945,5.285514595592974e-06,1.5330439724988902,True,7,The solution converged.,3.525259715569939e-17
210.0,30000.0,1.0,-1.4288298465407983,0.23958911430882168,12.011026138018202,-12.125597258206199,164559.27819063384,5.419010855211311e-06,1.5331179044539156,True,7,The solution converged.,3.670530869476513e-17
210.0,30000.0,1.0,-1.4038654109278483,0.2456456052231581,12.035865459844025,-12.100653934831119,168698.00788575335,5.555878870747739e-06,1.53319183644477,True,7,The solution converged.,5.689750580606024e-18
210.0,30000.0,1.0,-1.3789009753148984,0.25185519609072593,12.060704803316936,-12.075710604178344,172940.83198218816,5.696203804681964e-06,1.5332657684714421,True,7,The solution converged.,2.178076235122584e-17
210.0,30000.0,1.0,-1.3539365397019485,0.25822175707264833,12.085544168430543,-12.050767266250304,177290.36868169607,5.8400729705190705e-06,1.5333397005339209,True,7,The solution converged.,3.744382583181805e-17
210.0,30000.0,1.0,-1.3289721040889986,0.26474925616252204,12.11038355517846,-12.025823921049422,181749.30204184487,5.987575887120588e-06,1.5334136326321954,True,7,The solution converged.,7.69642390420123e-18
210.0,30000.0,1.0,-1.3040076684760487,0.2714417616594907,12.135222963554307,-12.000880568578127,186320.38363254542,6.138804334407742e-06,1.5334875647662543,True,7,The solution converged.,1.5117081450143766e-17
210.0,30000.0,1.0,-1.2790432328630983,0.2783034447038345,12.1600623935517,-11.975937208838841,191006.434234253,6.2938524104718295e-06,1.5335614969360865,True,7,The solution converged.,1.496714690988458e-17
210.0,30000.0,1.0,-1.2540787972501484,0.28533858187665573,12.184901845164262,-11.950993841833988,195810.34557889056,6.452816590127019e-06,1.533635429141681,True,7,The solution converged.,8.104864875132684e-18
