T_K,p_Pa,F,log_w,w_m_s,source,n_continuation,q_continuation,s_continuation,n_check,q_check,s_check,abs_diff_n,abs_diff_q,abs_diff_s,rel_diff_n,rel_diff_q,rel_diff_s,check_converged,check_iterations,check_message,check_residual_norm
230.0,30000.0,1.0,-2.3025850929940455,0.10000000000000002,analytic_eq92_94,33339.160441755215,6.86103152909929e-06,1.44946571175976,33341.18585991988,6.861116145037378e-06,1.449436801784273,2.0254181646669167,8.461593808813887e-11,2.890997548710139e-05,6.0748234126300624e-05,1.2332678284325692e-05,1.9945263452974347e-05,True,,direct formula,
230.0,30000.0,1.0,-1.9281185587997967,0.1454215433448954,root_solve,48382.91924114098,9.973285362550565e-06,1.4504484823437074,48382.91924114279,9.973285362550636e-06,1.4504484823436903,1.8044374883174896e-09,7.115076756936123e-20,1.709743457922741e-14,3.7294927974975774e-14,7.134135340850675e-15,1.1787688282179122e-14,True,9.0,The solution converged.,1.230084161887049e-14
230.0,30000.0,1.0,-1.9281185587997967,0.1454215433448954,analytic_eq92_94,48382.91924114098,9.973285362550565e-06,1.4504484823437074,48385.59573777256,9.97339719459278e-06,1.4504220991506618,2.6764966315749916,1.1183204221606319e-10,2.638319304559822e-05,5.5315979699420454e-05,1.121303403785969e-05,1.818967951413685e-05,True,,direct formula,
230.0,30000.0,1.0,-1.5536520246055479,0.21147425268811285,root_solve,70215.31608827718,1.4497326128209326e-05,1.451431261092367,70215.31608827879,1.4497326128209404e-05,1.4514312610923565,1.6152625903487206e-09,7.792703114739563e-20,1.0436096431476471e-14,2.3004419553106024e-14,5.375269236425777e-15,7.190210595038529e-15,True,9.0,The solution converged.,7.495703851625106e-15
230.0,30000.0,1.0,-1.5536520246055479,0.21147425268811285,analytic_eq92_94,70215.31608827718,1.4497326128209326e-05,1.451431261092367,70218.8220883499,1.4497472653600542e-05,1.4514073965170509,3.5060000727244187,1.465253912160422e-10,2.3864575316112635e-05,4.992963379979716e-05,1.0106961035008515e-05,1.64420981935802e-05,True,,direct formula,
230.0,30000.0,1.0,-1.1791854904112986,0.3075291220361377,root_solve,101899.95881517176,2.1073583900293472e-05,1.4524140479668202,101899.95881517303,2.1073583900293547e-05,1.4524140479668144,1.2660166248679161e-09,7.453889935837843e-20,5.773159728050814e-15,1.2424113214454063e-14,3.5370774952683834e-15,3.974871859806398e-15,True,9.0,The solution converged.,4.2225384402248455e-15
230.0,30000.0,1.0,-1.1791854904112986,0.3075291220361377,analytic_eq92_94,101899.95881517176,2.1073583900293472e-05,1.4524140479668202,101904.50261271001,2.1073773866005876e-05,1.4523926938834397,4.543797538251965,1.8996571240418973e-10,2.1354083380442646e-05,4.4588780885578274e-05,9.014318631871798e-06,1.4702476480680853e-05,True,,direct formula,
230.0,30000.0,1.0,-0.8047189562170498,0.4472135954999581,root_solve,147883.0902863679,3.0633013114869335e-05,1.4533968429284077,147883.09028636894,3.063301311486939e-05,1.4533968429284045,1.0477378964424133e-09,5.421010862427522e-20,3.1086244689504383e-15,7.084906694967735e-15,1.769662958749605e-15,2.138868323593548e-15,True,9.0,The solution converged.,2.340110280712838e-15
230.0,30000.0,1.0,-0.8047189562170498,0.4472135954999581,analytic_eq92_94,147883.0902863679,3.0633013114869335e-05,1.4533968429284077,147888.90128641643,3.063325618876985e-05,1.4533779912498286,5.811000048532151,2.4307390051236857e-10,1.885167857906822e-05,3.929300980658438e-05,7.934967768835475e-06,1.2970771658678241e-05,True,,direct formula,
230.0,30000.0,1.0,-0.430252422022801,0.6503449126242365,root_solve,214617.6183881576,4.4528888360266416e-05,1.4543796459387264,214617.61838815873,4.452888836026649e-05,1.454379645938725,1.1350493878126144e-09,7.453889935837843e-20,1.3322676295501878e-15,5.2887055421505854e-15,1.673944760428606e-15,9.160384176652021e-16,True,9.0,The solution converged.,1.1237996021135062e-15
230.0,30000.0,1.0,-0.430252422022801,0.6503449126242365,analytic_eq92_94,214617.6183881576,4.4528888360266416e-05,1.4543796459387264,214624.92463132835,4.452919422110219e-05,1.4543632886162174,7.306243170751259,3.0586083577026574e-10,1.635732250893085e-05,3.404191373998872e-05,6.868770951739335e-06,1.1246941302161204e-05,True,,direct formula,
230.0,30000.0,1.0,-0.055785887828552205,0.945741609003176,root_solve,311468.80690507713,6.472839016531018e-05,1.455362456959628,311468.80690507765,6.47283901653103e-05,1.4553624569596273,5.238689482212067e-10,1.2197274440461925e-19,6.661338147750939e-16,1.6819306993424207e-15,1.8843778455344273e-15,4.577099069648274e-16,True,9.0,The solution converged.,5.212234961024436e-16
230.0,30000.0,1.0,-0.055785887828552205,0.945741609003176,analytic_eq92_94,311468.80690507713,6.472839016531018e-05,1.455362456959628,311477.7883951828,6.472876660142208e-05,1.4553485859826063,8.981490105681587,3.7643611189611906e-10,1.3870977021657183e-05,2.8835090142243e-05,5.815592226777404e-06,9.530943274869682e-06,True,,direct formula,
230.0,30000.0,1.0,0.3186806463656966,1.3753120438672644,root_solve,452028.7638469612,9.409110539050339e-05,1.4563452759532154,452028.7638469612,9.409110539050355e-05,1.4563452759532152,0.0,1.6263032587282567e-19,2.220446049250313e-16,0.0,1.7284346399998788e-15,1.524670066854149e-16,True,9.0,The solution converged.,2.440859601064995e-16
230.0,30000.0,1.0,0.3186806463656966,1.3753120438672644,analytic_eq92_94,452028.7638469612,9.409110539050339e-05,1.4563452759532154,452039.4645887702,9.409155470563747e-05,1.4563338833489952,10.70074180897791,4.493151340763e-10,1.1392604220228364e-05,2.3672140702831334e-05,4.775297161174226e-06,7.822735726437957e-06,True,,direct formula,
230.0,30000.0,1.0,0.6931471805599453,2.0,root_solve,656024.2538799823,0.00013677387252027695,1.4573281028818423,656024.2538799836,0.0001367738725202772,1.4573281028818423,1.280568540096283e-09,2.439454888092385e-19,0.0,1.9520140185709607e-15,1.7835679016332066e-15,0.0,True,9.0,The solution converged.,8.981874010169073e-17
230.0,30000.0,1.0,0.6931471805599453,2.0,analytic_eq92_94,656024.2538799823,0.00013677387252027695,1.4573281028818423,656036.4251081283,0.00013677438511686634,1.457319180715384,12.171228146064095,5.125965893881725e-10,8.922166458313896e-06,1.8552671285070832e-05,3.747752833618564e-06,6.122277090979347e-06,True,,direct formula,
