backend,schema_version,branch_id,T_K,temperature_K,p_Pa,pressure_Pa,F,N_a_m3,log_w,w_m_s,log_n,log_q,n,n_kg_dry_air_inv,q,q_kg_kg,s,residual_norm,converged,stability,backend_step_index,source_file,auto_branch,auto_point,auto_type_code,auto_label,auto_l2_norm
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-5.2983173665,0.005000000000240183,8.179482102,-15.988518028,3567.0068366653845,3567.0068366653845,1.1383474699316298e-07,1.1383474699316298e-07,1.5112754182,1.7444497839352032e-09,True,,0,raw/bs2026_T210K/b.bs2026_T210K,1,-1,9,1,18.022779741
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-5.2751756252,0.005117057945027218,8.2025012852,-15.965397201,3650.0687616233254,3650.0687616233254,1.1649736281243561e-07,1.1649736281243561e-07,1.5113439431,9.57475638651783e-13,True,,1,raw/bs2026_T210K/b.bs2026_T210K,1,-2,0,0,18.012748142
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-5.2578192309,0.0052066468414812776,8.2197660578,-15.948057053,3713.6335052895115,3713.6335052895115,1.1853506025505601e-07,1.1853506025505601e-07,1.5113953362,7.005243902760807e-12,True,,2,raw/bs2026_T210K/b.bs2026_T210K,1,-3,0,0,18.005260167
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-5.2288919184,0.005359460733406402,8.248540693,-15.919156808,3822.0442139153056,3822.0442139153056,1.2201073454623319e-07,1.2201073454623319e-07,1.5114809915,2.8485415863516504e-12,True,,3,raw/bs2026_T210K/b.bs2026_T210K,1,-4,0,0,17.992847241
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-5.19996462,0.005516759600262683,8.2773153458,-15.890256567,3933.6197848866063,3933.6197848866063,1.2558832174154103e-07,1.2558832174154103e-07,1.5115666467,8.045659897594994e-12,True,,4,raw/bs2026_T210K/b.bs2026_T210K,1,-5,0,0,17.980518258
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-5.1710373358,0.005678675069902939,8.3060900162,-15.86135633,4048.452612883739,4048.452612883739,1.2927081009245557e-07,1.2927081009245557e-07,1.511652302,1.8192805517175757e-12,True,,5,raw/bs2026_T210K/b.bs2026_T210K,1,-6,0,0,17.968273391
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-5.1421100658,0.005845342633760826,8.3348647042,-15.832456096,4166.637790007216,4166.637790007216,1.3306127560345745e-07,1.3306127560345745e-07,1.5117379573,2.3380570931004927e-12,True,,6,raw/bs2026_T210K/b.bs2026_T210K,1,-7,0,0,17.956112812
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-5.11318281,0.006016901759702182,8.3636394099,-15.803555865,4288.273184958287,4288.273184958287,1.3696288434674748e-07,1.3696288434674748e-07,1.5118236126,4.167484432959316e-12,True,,7,raw/bs2026_T210K/b.bs2026_T210K,1,-8,0,0,17.944036691
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-5.0842555683,0.006193496009343553,8.3924141332,-15.774655637,4413.459522828338,4413.459522828338,1.4097889522875276e-07,1.4097889522875276e-07,1.5119092679,3.868213171559493e-12,True,,8,raw/bs2026_T210K/b.bs2026_T210K,1,-9,0,0,17.932045201
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-5.0553283408,0.006375273156354443,8.4211888741,-15.745755413,4542.300469753626,4542.300469753626,1.4511266256705015e-07,1.4511266256705015e-07,1.5119949232,1.8094868257152844e-12,True,,9,raw/bs2026_T210K/b.bs2026_T210K,1,-10,0,0,17.92013851
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-5.0264011274,0.006562385312549754,8.4499636326,-15.716855192,4674.902718363142,4674.902718363142,1.4936763931904277e-07,1.4936763931904277e-07,1.5120805785,2.4320886498523095e-12,True,,10,raw/bs2026_T210K/b.bs2026_T210K,1,-11,0,0,17.908316789
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.9974739282,0.006754989052653052,8.4787384088,-15.687954975,4811.376076618946,4811.376076618946,1.5374737939352558e-07,1.5374737939352558e-07,1.5121662338,8.413661713602005e-12,True,,11,raw/bs2026_T210K/b.bs2026_T210K,1,-12,0,0,17.896580204
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.9685467431,0.006953245547898534,8.5075132025,-15.659054761,4951.833556844582,4951.833556844582,1.5825554120843828e-07,1.5825554120843828e-07,1.5122518892,2.2702694431117196e-12,True,,12,raw/bs2026_T210K/b.bs2026_T210K,1,-13,0,0,17.884928925
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.9396195721,0.007157320698940374,8.5362880138,-15.63015455,5096.39147216419,5096.39147216419,1.6289589030286852e-07,1.6289589030286852e-07,1.5123375445,8.085348609521684e-12,True,,13,raw/bs2026_T210K/b.bs2026_T210K,1,-14,0,0,17.873363118
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.9106924153,0.007367385274569489,8.5650628427,-15.601254343,5245.169530945827,5245.169530945827,1.6767230245969431e-07,1.6767230245969431e-07,1.5124231999,1.4786097485262143e-12,True,,14,raw/bs2026_T210K/b.bs2026_T210K,1,-15,0,0,17.861882949
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.8817652726,0.00758361505677036,8.5938376891,-15.572354139,5398.29093586803,5398.29093586803,1.725887674361922e-07,1.725887674361922e-07,1.5125088553,3.1812669818904784e-12,True,,15,raw/bs2026_T210K/b.bs2026_T210K,1,-16,0,0,17.850488584
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.852838144,0.007806190985678653,8.6226125532,-15.543453938,5555.882488096685,5555.882488096685,1.7764939181260193e-07,1.7764939181260193e-07,1.5125945107,5.539228633057209e-12,True,,16,raw/bs2026_T210K/b.bs2026_T210K,1,-17,0,0,17.839180186
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.8239110296,0.008035299310872695,8.6513874348,-15.514553741,5718.074688533441,5718.074688533441,1.828584023975834e-07,1.828584023975834e-07,1.5126801661,6.160398754989078e-12,True,,17,raw/bs2026_T210K/b.bs2026_T210K,1,-18,0,0,17.82795792
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.7949839292,0.008271131750406882,8.6801623339,-15.485653547,5885.001849100383,5885.001849100383,1.882201502966981e-07,1.882201502966981e-07,1.5127658215,4.63340245209365e-12,True,,18,raw/bs2026_T210K/b.bs2026_T210K,1,-19,0,0,17.816821949
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.7660568429,0.008513885646476925,8.7089372506,-15.456753356,6056.802203530279,6056.802203530279,1.937391140189647e-07,1.937391140189647e-07,1.5128514769,1.263772157716414e-12,True,,19,raw/bs2026_T210K/b.bs2026_T210K,1,-20,4,2,17.805772433
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.7371297708,0.008763764132812333,8.7377121849,-15.427853169,6233.6180206894105,6233.6180206894105,1.994199031907397e-07,1.994199031907397e-07,1.5129371323,4.542140015255631e-12,True,,20,raw/bs2026_T210K/b.bs2026_T210K,1,-21,0,0,17.794809536
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.7082027127,0.009020976307345588,8.7664871367,-15.398952986,6415.5957223152955,6415.5957223152955,2.0526726278741028e-07,2.0526726278741028e-07,1.5130227878,7.0975914485749284e-12,True,,21,raw/bs2026_T210K/b.bs2026_T210K,1,-22,0,0,17.783933415
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.6792756687,0.009285737401988469,8.795262106,-15.370052805,6602.886005507254,6602.886005507254,2.112860773363515e-07,2.112860773363515e-07,1.5131084432,2.694024872578866e-12,True,,22,raw/bs2026_T210K/b.bs2026_T210K,1,-23,0,0,17.773144232
auto,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.6503486388,0.009558268966154481,8.8240370929,-15.341152628,6795.6439676214995,6795.6439676214995,2.174813737534458e-07,2.174813737534458e-07,1.5131940987,4.5817177162399504e-12,True,,23,raw/bs2026_T210K/b.bs2026_T210K,1,-24,0,0,17.762442145
