backend,schema_version,branch_id,T_K,temperature_K,p_Pa,pressure_Pa,F,N_a_m3,log_w,w_m_s,log_n,log_q,n,n_kg_dry_air_inv,q,q_kg_kg,s,residual_norm,converged,stability,backend_step_index,source_file,loca_newton_iterations,loca_continuation_status,loca_step_size,loca_continuation_mode
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.699170911837238,0.009102821015130404,8.775471452373157,-15.389929573354026,6473.495163484593,6473.495163484593,2.0712785582721977e-07,2.0712785582721977e-07,1.513049531692374,1.8427627185303645e-17,true,,10,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.639256266366158,0.009664883053779222,8.835071171197937,-15.330070549722205,6871.042848836107,6871.042848836107,2.1990492354211966e-07,2.1990492354211966e-07,1.5132269441728692,7.113909773681217e-18,true,,11,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.579341620895079,0.010261650128895843,8.894671025247026,-15.27021148015888,7293.005559184671,7293.005559184671,2.3347017920934935e-07,2.3347017920934935e-07,1.5134043568780389,1.0586503424000215e-17,true,,12,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.519426975423999,0.01089526513481118,8.954271014421254,-15.210352364701883,7740.882780600756,7740.882780600756,2.478722449849677e-07,2.478722449849677e-07,1.5135817698077099,8.18964154092176e-18,true,,13,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.4595123299529185,0.011568003280833449,9.013871138621557,-15.150493203389011,8216.266096009149,8216.266096009149,2.6316274249402003e-07,2.6316274249402003e-07,1.5137591829617096,9.515485767851963e-18,true,,14,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.399597684481839,0.012282280261157907,9.073471397748971,-15.090633996258015,8720.844841900485,8720.844841900485,2.7939647786823064e-07,2.7939647786823064e-07,1.5139365963398657,1.9963050293891512e-17,true,,15,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.339683039010759,0.013040660929235193,9.133071791704639,-15.030774743346607,9256.412112499045,9256.412112499045,2.9663163819884235e-07,2.9663163819884235e-07,1.5141140099420052,2.0656713252174534e-17,true,,16,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.27976839353968,0.01384586850774637,9.192672320389809,-14.970915444692455,9824.871132729444,9824.871132729444,3.1493000010882783e-07,3.1493000010882783e-07,1.514291423767956,1.9443030140940873e-17,true,,17,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.2198537480686,0.014700794367256518,9.252272983705828,-14.91105610033319,10428.242022636092,10428.242022636092,3.343571511921349e-07,3.343571511921349e-07,1.5144688378175462,2.1419038532629358e-17,true,,18,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.159939102597519,0.015608508408660076,9.311873781554151,-14.8511967103064,11068.66897730121,11068.66897730121,3.5498272511375716e-07,3.5498272511375716e-07,1.514646252090604,1.8443911983083132e-17,true,,19,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.10002445712644,0.016572270086699935,9.371474713836331,-14.791337274649633,11748.427887783473,11748.427887783473,3.768806512133961e-07,3.768806512133961e-07,1.5148236665869574,1.4834203532982334e-17,true,,20,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-4.04010981165536,0.017595540114143837,9.431075780454034,-14.731477793400396,12469.934430168387,12469.934430168387,4.001294195074595e-07,4.001294195074595e-07,1.5150010813064354,2.04207415903469e-17,true,,21,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-3.9801951661842803,0.018681992888645742,9.490676981309017,-14.671618266596154,13235.752651484014,13235.752651484014,4.248123620393595e-07,4.248123620393595e-07,1.515178496248866,1.7798131671242132e-17,true,,22,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-3.9202805207132005,0.019835529686915352,9.550278316303148,-14.611758694274334,14048.604083003875,14048.604083003875,4.510179515866615e-07,4.510179515866615e-07,1.5153559114140784,1.1590635868398948e-17,true,,23,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-3.860365875242121,0.021060292673573615,9.609879785338396,-14.551899076472322,14911.377413332095,14911.377413332095,4.788401187958707e-07,4.788401187958707e-07,1.5155333268019018,5.783622594007422e-18,true,,24,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-3.800451229771041,0.022360679774997897,9.66948138831683,-14.492039413227461,15827.138755656837,15827.138755656837,5.083785888816903e-07,5.083785888816903e-07,1.5157107424121652,7.036250452625067e-18,true,,25,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-3.740536584299961,0.02374136047156641,9.729083125140626,-14.432179704577056,16799.142545670362,16799.142545670362,5.397392390977237e-07,5.397392390977237e-07,1.515888158244698,3.2829227023977465e-18,true,,26,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-3.6806219388288812,0.02520729256500918,9.788684995712057,-14.37231995055837,17830.84310889533,17830.84310889533,5.730344782600638e-07,5.730344782600638e-07,1.5160655742993296,1.3768573739343399e-17,true,,27,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-3.6207072933578015,0.02676373998107465,9.848286999933505,-14.312460151208628,18925.906938537973,18925.906938537973,6.083836496842552e-07,6.083836496842552e-07,1.5162429905758903,3.112303869818839e-18,true,,28,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-3.5607926478867213,0.028416291671438103,9.907889137707446,-14.252600306565013,20088.2257275133,20088.2257275133,6.459134589800495e-07,6.459134589800495e-07,1.5164204070742096,3.212699136486427e-18,true,,29,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-3.500878002415642,0.030170881682725817,9.967491408936464,-14.192740416664668,21321.93020097035,21321.93020097035,6.857584282375025e-07,6.857584282375025e-07,1.5165978237941176,1.3096712184359873e-17,true,,30,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-3.440963356944562,0.032033810464719696,10.027093813523244,-14.132880481544694,22631.40479848972,22631.40479848972,7.280613782325399e-07,7.280613782325399e-07,1.516775240735445,8.240522814541217e-18,true,,31,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-3.381048711473482,0.034011767494256225,10.08669635137057,-14.073020501242155,24021.303258147316,24021.303258147316,7.729739403805877e-07,7.729739403805877e-07,1.5169526578980217,1.8373594912440385e-18,true,,32,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-3.3211340660024025,0.0361118552960592,10.146299022381328,-14.013160475794075,25496.565157844532,25496.565157844532,8.206571002734998e-07,8.206571002734998e-07,1.5171300752816788,5.651692416531488e-18,true,,33,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-3.2612194205313227,0.03834161494676054,10.20590182645851,-13.953300405237437,27062.4334727078,27062.4334727078,8.712817747482353e-07,8.712817747482353e-07,1.517307492886247,2.069234165192218e-17,true,,34,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-3.2013047750602426,0.04070905315369045,10.265504763505202,-13.893440289609181,28724.47321097282,28724.47321097282,9.25029424555937e-07,9.25029424555937e-07,1.5174849107115573,1.7767715110806146e-18,true,,35,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-3.141390129589163,0.04322267100567218,10.325107833424596,-13.833580128946211,30488.591194603865,30488.591194603865,9.820927048276932e-07,9.820927048276932e-07,1.5176623287574411,1.9831768916161768e-17,true,,36,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-3.081475484118083,0.04589149449906117,10.384711036119985,-13.773719923285393,32361.05705496716,32361.05705496716,1.0426761556687651e-06,1.0426761556687651e-06,1.5178397470237295,1.954629435664623e-17,true,,37,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-3.0215608386470034,0.048725106948642405,10.44431437149476,-13.713859672663547,34348.52551819765,34348.52551819765,1.1069969353569113e-06,1.1069969353569113e-06,1.5180171655102541,2.1446438487276925e-17,true,,38,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-2.9616461931759233,0.051733683399768346,10.503917839452415,-13.653999377117456,36458.06005948386,36458.06005948386,1.1752855987731607e-06,1.1752855987731607e-06,1.5181945842168467,1.7840557381747296e-17,true,,39,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-2.9017315477048435,0.054928027165305905,10.563521439896542,-13.594139036683867,38697.15801036237,38697.15801036237,1.2477869238555493e-06,1.2477869238555493e-06,1.5183720031433392,1.016293270373449e-17,true,,40,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-2.841816902233764,0.05831960861859092,10.623125172730838,-13.534278651399482,41073.77720827847,41073.77720827847,1.3247607890385162e-06,1.3247607890385162e-06,1.5185494222895637,6.6692769541173916e-18,true,,41,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-2.781902256762684,0.06192060638168893,10.682729037859094,-13.474418221300969,43596.364283153816,43596.364283153816,1.4064831048233693e-06,1.4064831048233693e-06,1.5187268416553523,1.8157967656783598e-17,true,,42,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-2.7219876112916044,0.06574395105686315,10.742333035185208,-13.41455774642495,46273.88468152181,46273.88468152181,1.4932468028193546e-06,1.4932468028193546e-06,1.518904261240538,3.5475188860033636e-18,true,,43,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-2.662072965820524,0.06980337165828197,10.801937164613173,-13.35469722680801,49115.854534967744,49115.854534967744,1.5853628858008447e-06,1.5853628858008447e-06,1.5190816810449528,2.0433551788771622e-17,true,,44,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-2.6021583203494445,0.0741134449106948,10.861541426047083,-13.2948366624867,52132.37448616994,52132.37448616994,1.6831615425448913e-06,1.6831615425448913e-06,1.5192591010684295,6.251420650279143e-18,true,,45,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-2.542243674878365,0.07868964759210002,10.921145819391132,-13.234976053497524,55334.165592796606,55334.165592796606,1.7869933314457056e-06,1.7869933314457056e-06,1.5194365213108016,1.507016399799808e-17,true,,46,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-2.482329029407285,0.08354841210835905,10.980750344549614,-13.17511539987695,58732.60743690047,58732.60743690047,1.897230437149034e-06,1.897230437149034e-06,1.519613941771902,1.882127126361686e-17,true,,47,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-2.4224143839362053,0.08870718549931568,11.04035500142692,-13.115254701661407,62339.77857529588,62339.77857529588,2.014268004711312e-06,2.014268004711312e-06,1.5197913624515635,1.0674674328105414e-17,true,,48,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-2.362499738465125,0.0941844920883028,11.09995978992755,-13.055393958887285,66168.49947472579,66168.49947472579,2.138525556066343e-06,2.138525556066343e-06,1.5199687833496205,4.998152354681854e-18,true,,49,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-2.3025850929940455,0.10000000000000002,11.159564709956086,-12.995533171590933,70232.37808445781,70232.37808445781,2.270448493877285e-06,2.270448493877285e-06,1.520146204465906,1.7906428603846295e-17,true,,50,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-2.2426704475229657,0.10617459178549787,11.219169761417223,-12.935672339808663,74545.85820833198,74545.85820833198,2.4105096981650463e-06,2.4105096981650463e-06,1.5203236258002544,1.6555588363033482e-17,true,,51,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-2.182755802051886,0.11273043940817111,11.278774944215751,-12.875811463576749,79124.27084822845,79124.27084822845,2.5592112214367598e-06,2.5592112214367598e-06,1.5205010473524991,4.1249309408099896e-18,true,,52,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-2.122841156580806,0.11969108385962372,11.33838025825656,-12.815950542931422,83983.88870149375,83983.88870149375,2.7170860883911705e-06,2.7170860883911705e-06,1.5206784691224748,1.0914864046293602e-17,true,,53,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-2.062926511109726,0.1270815196915934,11.397985703444633,-12.756089577908877,89141.98400607468,89141.98400607468,2.8847002066525557e-06,2.8847002066525557e-06,1.5208558911100156,4.123619053066208e-18,true,,54,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-2.0030118656386464,0.13492828476735635,11.457591279685056,-12.696228568545271,94616.88993901553,94616.88993901553,3.0626543953830103e-06,3.0626543953830103e-06,1.5210333133149563,3.962794222486314e-18,true,,55,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-1.9430972201675667,0.14325955555491468,11.517196986883016,-12.636367514876719,100428.06578660235,100428.06578660235,3.251586539045322e-06,3.251586539045322e-06,1.5212107357371314,6.7031039727818464e-18,true,,56,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-1.883182574696487,0.15210524830414918,11.576802824943792,-12.576506416939301,106596.16611785318,106596.16611785318,3.4521738740374783e-06,3.4521738740374783e-06,1.5213881583763758,1.4785906240722117e-17,true,,57,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-1.8232679292254068,0.16149712647124836,11.636408793772768,-12.516645274769052,113143.11420728666,113143.11420728666,3.6651354163961217e-06,3.6651354163961217e-06,1.5215655812325248,1.231442373948021e-17,true,,58,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-1.763353283754327,0.17146891477615714,11.696014893275416,-12.456784088401978,120092.17996800433,120092.17996800433,3.891234539271913e-06,3.891234539271913e-06,1.5217430043054134,7.672328567135976e-18,true,,59,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-1.7034386382832474,0.18205642030260805,11.755621123357317,-12.39692285787404,127468.06267216941,127468.06267216941,4.1312817094169395e-06,4.1312817094169395e-06,1.5219204275948772,1.7818666788518756e-17,true,,60,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-1.6435239928121677,0.19329766107558433,11.815227483924144,-12.337061583221159,135296.97875297294,135296.97875297294,4.38613739249406e-06,4.38613739249406e-06,1.5220978511007517,1.9439489366184197e-17,true,,61,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-1.5836093473410875,0.20523300257791693,11.874833974881666,-12.277200264479221,143606.7550002581,143606.7550002581,4.65671513762345e-06,4.65671513762345e-06,1.5222752748228725,2.4053596435227555e-18,true,,62,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-1.5236947018700078,0.21790530269622357,11.934440596135753,-12.217338901684077,152426.92748114455,152426.92748114455,4.9439848522242555e-06,4.9439848522242555e-06,1.5224526987610758,6.657210391639494e-18,true,,63,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-1.463780056398928,0.23136006561666883,11.994047347592373,-12.157477494871529,161788.84653735167,161788.84653735167,5.248976278891336e-06,5.248976278891336e-06,1.5226301229151977,6.2284966541147436e-18,true,,64,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-1.4038654109278483,0.2456456052231581,12.053654229157585,-12.09761604407735,171725.78823252476,171725.78823252476,5.57278268677131e-06,5.57278268677131e-06,1.5228075472850744,7.902136033734621e-18,true,,65,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-1.3439507654567686,0.2608132185847037,12.113261240737552,-12.037754549337272,182273.07264580883,182273.07264580883,5.916564790671399e-06,5.916564790671399e-06,1.5229849718705422,1.99610814544839e-17,true,,66,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T210K,210.0,210.0,30000.0,30000.0,1.0,10000000000.0,-1.2840361199856885,0.2769173701549275,12.172868382238534,-11.977893010686987,193468.18943224623,193468.18943224623,6.2815549119506324e-06,6.2815549119506324e-06,1.523162396671438,4.078936099071958e-18,true,,67,raw/bs2026_loca_T210K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
