backend,schema_version,branch_id,T_K,temperature_K,p_Pa,pressure_Pa,F,N_a_m3,log_w,w_m_s,log_n,log_q,n,n_kg_dry_air_inv,q,q_kg_kg,s,residual_norm,converged,stability,backend_step_index,source_file,loca_newton_iterations,loca_continuation_status,loca_step_size,loca_continuation_mode
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-4.27976839353968,0.01384586850774637,10.20496847846435,-16.286764144266826,27037.186588606084,27037.186588606084,8.447889101480263e-08,8.447889101480263e-08,1.5717688860862964,3.261871496624909e-11,true,,17,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-4.2198537480686,0.014700794367256518,10.26456752625298,-16.22689804675283,28697.564176673503,28697.564176673503,8.96907632708583e-08,8.96907632708583e-08,1.5719723673859631,9.792361384314917e-11,true,,18,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-4.159939102597519,0.015608508408660076,10.32416742113163,-16.167031670111164,30459.93282610233,30459.93282610233,9.522420530027697e-08,9.522420530027697e-08,1.5721758502802297,9.015282689119568e-18,true,,19,raw/bs2026_loca_T190K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-4.10002445712644,0.016572270086699935,10.38376731601028,-16.1071652934695,32330.53168062341,32330.53168062341,1.0109903120888587e-07,1.0109903120888587e-07,1.5723793331744962,6.548435898999257e-11,true,,20,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-4.04010981165536,0.017595540114143837,10.44336721088893,-16.047298916827835,34316.007350353255,34316.007350353255,1.073363025624069e-07,1.073363025624069e-07,1.5725828160687627,9.846478014882602e-11,true,,21,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-3.9801951661842803,0.018681992888645742,10.50296710576758,-15.98743254018617,36423.414625601734,36423.414625601734,1.1395838031290588e-07,1.1395838031290588e-07,1.5727862989630292,9.88560370036858e-11,true,,22,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-3.9202805207132005,0.019835529686915352,10.56256700064623,-15.927566163544505,38660.24154394643,38660.24154394643,1.209890049640041e-07,1.209890049640041e-07,1.5729897818572958,6.654778713316748e-11,true,,23,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-3.860365875242121,0.021060292673573615,10.62216689552488,-15.86769978690284,41034.43599672088,41034.43599672088,1.2845338168185604e-07,1.2845338168185604e-07,1.5731932647515623,1.3994141755074696e-12,true,,24,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-3.800451229771041,0.022360679774997897,10.681766790403529,-15.807833410261175,43554.43396945465,43554.43396945465,1.3637827065702086e-07,1.3637827065702086e-07,1.5733967476458288,9.676780681871757e-11,true,,25,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-3.740536584299961,0.02374136047156641,10.741367659575168,-15.74796671337599,46229.23455740652,46229.23455740652,1.4479212940991342e-07,1.4479212940991342e-07,1.5736002323723313,1.7682542690412037e-17,true,,26,raw/bs2026_loca_T190K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-3.6806219388288812,0.02520729256500918,10.800968528746807,-15.688100016490804,49068.30219082901,49068.30219082901,1.5372508126152744e-07,1.5372508126152744e-07,1.5738037170988337,6.430970634157469e-11,true,,27,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-3.6207072933578015,0.02676373998107465,10.860569397918447,-15.628233319605618,52081.72497212093,52081.72497212093,1.632091516657069e-07,1.632091516657069e-07,1.5740072018253362,9.600450451673561e-11,true,,28,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-3.5607926478867213,0.028416291671438103,10.920170267090086,-15.568366622720433,55280.210542491914,55280.210542491914,1.7327834188698634e-07,1.7327834188698634e-07,1.5742106865518386,9.488094250959337e-11,true,,29,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-3.500878002415642,0.030170881682725817,10.979771136261725,-15.508499925835247,58675.12412958753,58675.12412958753,1.839687508982512e-07,1.839687508982512e-07,1.574414171278341,6.067886265631508e-11,true,,30,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-3.440963356944562,0.032033810464719696,11.039372005433364,-15.448633228950062,62278.528931726316,62278.528931726316,1.9531870479887485e-07,1.9531870479887485e-07,1.5746176560048435,6.93444386439169e-12,true,,31,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-3.381048711473482,0.034011767494256225,11.098973332250152,-15.388766379104162,66103.25923407564,66103.25923407564,2.0736892593660613e-07,2.0736892593660613e-07,1.5748211415977513,1.0926873755985347e-17,true,,32,raw/bs2026_loca_T190K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-3.3211340660024025,0.0361118552960592,11.15857465906694,-15.328899529258262,70162.87886564701,70162.87886564701,2.2016258754317398e-07,2.2016258754317398e-07,1.5750246271906592,2.6424008294255956e-11,true,,33,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-3.2612194205313227,0.03834161494676054,11.218175985883727,-15.269032679412362,74471.81315649534,74471.81315649534,2.3374555630636667e-07,2.3374555630636667e-07,1.575228112783567,8.665799152214521e-11,true,,34,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-3.2013047750602426,0.04070905315369045,11.277778053814329,-15.209165591796033,79045.43192551206,79045.43192551206,2.4816658767384545e-07,2.4816658767384545e-07,1.5754315997569448,1.7841287343755842e-17,true,,35,raw/bs2026_loca_T190K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-3.141390129589163,0.04322267100567218,11.33738012174493,-15.149298504179704,83899.9353374251,83899.9353374251,2.634773306961171e-07,2.634773306961171e-07,1.5756350867303226,5.3718603102238255e-11,true,,36,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-3.081475484118083,0.04589149449906117,11.396982189675532,-15.089431416563375,89052.57366747587,89052.57366747587,2.7973267651158233e-07,2.7973267651158233e-07,1.5758385737037004,7.401080787822137e-11,true,,37,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-3.0215608386470034,0.048725106948642405,11.456584257606133,-15.029564328947046,94521.65660089292,94521.65660089292,2.969909027907377e-07,2.969909027907377e-07,1.5760420606770782,6.02640647593845e-11,true,,38,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-2.9616461931759233,0.051733683399768346,11.516186325536735,-14.969697241330717,100326.61829559409,100326.61829559409,3.1531388266971145e-07,3.1531388266971145e-07,1.576245547650456,1.1927477633634677e-11,true,,39,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-2.9017315477048435,0.054928027165305905,11.575788393467336,-14.909830153714388,106488.08644065543,106488.08644065543,3.3476730657404253e-07,3.3476730657404253e-07,1.5764490346238338,7.284817746341385e-11,true,,40,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-2.841816902233764,0.05831960861859092,11.635391253146322,-14.849962782202343,113028.04504567997,113028.04504567997,3.554210186304624e-07,3.554210186304624e-07,1.5766525231399502,2.841859599825895e-17,true,,41,raw/bs2026_loca_T190K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-2.781902256762684,0.06192060638168893,11.694994112825308,-14.790095410690299,119969.65476478732,119969.65476478732,3.7734897644903564e-07,3.7734897644903564e-07,1.5768560116560666,3.925154084242817e-11,true,,42,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-2.7219876112916044,0.06574395105686315,11.754596972504293,-14.730228039178254,127337.58297390243,127337.58297390243,4.006297955472989e-07,4.006297955472989e-07,1.577059500172183,4.4196693855955974e-11,true,,43,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-2.662072965820524,0.06980337165828197,11.814199832183279,-14.670360667666209,135158.0119941694,135158.0119941694,4.253469416842265e-07,4.253469416842265e-07,1.5772629886882994,1.7378151089549773e-11,true,,44,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-2.6021583203494445,0.0741134449106948,11.873802691862265,-14.610493296154164,143458.7321322093,143458.7321322093,4.515890300993979e-07,4.515890300993979e-07,1.5774664772044158,5.953262927747244e-11,true,,45,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-2.542243674878365,0.07868964759210002,11.933406064880128,-14.550625854766281,152269.31860018,152269.31860018,4.794501767159246e-07,4.794501767159246e-07,1.5776699664611011,1.3672288384459322e-17,true,,46,raw/bs2026_loca_T190K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-2.482329029407285,0.08354841210835905,11.99300943789799,-14.490758413378398,161621.01143899225,161621.01143899225,5.090302390701004e-07,5.090302390701004e-07,1.5778734557177865,2.6726394021377536e-11,true,,47,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-2.4224143839362053,0.08870718549931568,12.052612810915853,-14.430890971990515,171547.04295453508,171547.04295453508,5.404352670439997e-07,5.404352670439997e-07,1.5780769449744718,4.003036987412264e-11,true,,48,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-2.362499738465125,0.0941844920883028,12.112216183933716,-14.371023530602631,182082.68643061645,182082.68643061645,5.737778533520427e-07,5.737778533520427e-07,1.5782804342311572,9.201023793617646e-11,true,,49,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-2.3025850929940455,0.10000000000000002,12.17182040018248,-14.311155496358614,193265.5444440062,193265.5444440062,6.091778983610196e-07,6.091778983610196e-07,1.5784839257915269,6.847693662737422e-17,true,,50,raw/bs2026_loca_T190K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-2.2426704475229657,0.10617459178549787,12.231424616431243,-14.251287462114597,205135.21302571037,205135.21302571037,6.467619997592708e-07,6.467619997592708e-07,1.5786874173518965,7.669558807174018e-11,true,,51,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-2.182755802051886,0.11273043940817111,12.291028394183813,-14.191420045863335,217733.77811366582,217733.77811366582,6.866644816745335e-07,6.866644816745335e-07,1.5788909070100232,3.508643905537332e-17,true,,52,raw/bs2026_loca_T190K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-2.122841156580806,0.11969108385962372,12.35063259740932,-14.131552252929255,231106.1938280369,231106.1938280369,7.290290526930949e-07,7.290290526930949e-07,1.5790943980068712,2.6186572519660436e-17,true,,53,raw/bs2026_loca_T190K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-2.062926511109726,0.1270815196915934,12.410236800634825,-14.071684459995176,245299.89461625906,245299.89461625906,7.740073556367592e-07,7.740073556367592e-07,1.5792978890037193,4.492362162337724e-11,true,,54,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-2.0030118656386464,0.13492828476735635,12.46984141579293,-14.011816531882815,260365.4280696182,260365.4280696182,8.217607588481383e-07,8.217607588481383e-07,1.5795013807747385,1.9670271158547055e-17,true,,55,raw/bs2026_loca_T190K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-1.9430972201675667,0.14325955555491468,12.529446030951034,-13.951948603770454,276356.2383095384,276356.2383095384,8.724603711642002e-07,8.724603711642002e-07,1.5797048725457576,7.064604280373731e-14,true,,56,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-1.883182574696487,0.15210524830414918,12.589050646109138,-13.892080675658093,293329.1528711612,293329.1528711612,9.262879628359594e-07,9.262879628359594e-07,1.5799083643167768,4.9300885960153e-11,true,,57,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-1.8232679292254068,0.16149712647124836,12.648655671651948,-13.832212612949876,311344.6172257734,311344.6172257734,9.834366510359558e-07,9.834366510359558e-07,1.5801118568588894,1.984167256458527e-17,true,,58,raw/bs2026_loca_T190K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-1.763353283754327,0.17146891477615714,12.708260697194758,-13.772344550241659,330466.5415170659,330466.5415170659,1.0441112109885991e-06,1.0441112109885991e-06,1.580315349401002,7.960484099328143e-14,true,,59,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-1.7034386382832474,0.18205642030260805,12.767865722737568,-13.712476487533442,350762.8814506136,350762.8814506136,1.108529176499261e-06,1.108529176499261e-06,1.5805188419431146,5.544396005017149e-11,true,,60,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-1.6435239928121677,0.19329766107558433,12.827471158980693,-13.65260829011051,372305.9192893886,372305.9192893886,1.1769216609876772e-06,1.1769216609876772e-06,1.5807223352569475,2.373168636512922e-17,true,,61,raw/bs2026_loca_T190K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-1.5836093473410875,0.20523300257791693,12.887076595223817,-13.59274009268758,395172.0802516923,395172.0802516923,1.2495337294380328e-06,1.2495337294380328e-06,1.5809258285707803,2.712874652536284e-13,true,,62,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-1.5236947018700078,0.21790530269622357,12.946682031466942,-13.532871895264648,419442.62747288763,419442.62747288763,1.3266257158467464e-06,1.3266257158467464e-06,1.5811293218846132,6.210971044099185e-11,true,,63,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-1.463780056398928,0.23136006561666883,13.006287875007992,-13.473003564407133,445203.9964111489,445203.9964111489,1.4084742038726115e-06,1.4084742038726115e-06,1.5813328159634028,2.891904480275705e-17,true,,64,raw/bs2026_loca_T190K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-1.4038654109278483,0.2456456052231581,13.065893718549042,-13.413135233549617,472547.57966456376,472547.57966456376,1.4953724771635272e-06,1.4953724771635272e-06,1.5815363100421924,5.221927495079374e-13,true,,65,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-1.3439507654567686,0.2608132185847037,13.125499562090091,-13.353266902692102,501570.5538290295,501570.5538290295,1.5876320910314877e-06,1.5876320910314877e-06,1.581739804120982,7.303727963183005e-11,true,,66,raw/bs2026_loca_T190K.csv,0,converged,0.059914645471079817,natural_parameter_predictor_corrector
loca,figure1-branch-schema-v1,figure1_T190K,190.0,190.0,30000.0,30000.0,1.0,10000000000.0,-1.2840361199856885,0.2769173701549275,13.185105816971564,-13.293398436878668,532376.2828900989,532376.2828900989,1.6855840502165403e-06,1.6855840502165403e-06,1.5819432989727638,3.30066498200877e-17,true,,67,raw/bs2026_loca_T190K.csv,1,converged,0.059914645471079817,natural_parameter_predictor_corrector
