backend,schema_version,branch_id,point_index,log_w,w_m_s,n,q,s,jacobian_coordinate_system,jacobian_method,physical_jacobian_11,physical_jacobian_12,physical_jacobian_13,physical_jacobian_21,physical_jacobian_22,physical_jacobian_23,physical_jacobian_31,physical_jacobian_32,physical_jacobian_33
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,160,-5.942092531521677,0.0026265278044037667,893.5643908413675,1.809523949713905e-07,1.439914421507561,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006135636793145326,-6059700.458076401,625.1042340537921,1.0338056499787562e-12,-0.005105055838002475,1.574979859781132e-09,-2.7856818776970257e-09,-6.878013774052929,-5.89479254072716e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,161,-5.931724969471549,0.0026539001414145895,902.8238623327056,1.8283597944143383e-07,1.4399416281742394,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006135826592016316,-6059606.735316922,631.6013513194412,1.0338855887652293e-12,-0.0051052137867669024,1.5913250441229665e-09,-2.785897247466119e-09,-6.878226377278979,-5.955856155612815e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,162,-5.9213574074214215,0.002681557739001058,912.1794225657126,1.8473919181878236e-07,1.439968835174771,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006136016244351597,-6059513.0892603705,638.1660783474346,1.0339654936255129e-12,-0.005105371554119429,1.6078400832107537e-09,-2.786112590744257e-09,-6.878439136837697,-6.017553522857207e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,163,-5.910989845371294,0.002709503570003818,921.6319302886178,1.8666221549018995e-07,1.4399960421753026,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006136205902548844,-6059419.444651044,644.799037719868,1.0340454026842287e-12,-0.005105529331228348,1.6245265181532731e-09,-2.7863279400130138e-09,-6.878651876673621,-6.079890012815904e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,164,-5.900622283321167,0.0027377406382449445,931.1822652675498,1.886052362619096e-07,1.4400232488683387,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006136395672277845,-6059325.749317687,651.5008624912125,1.0341253422919893e-12,-0.005105687250866624,1.6413859217736616e-09,-2.7865433173175758e-09,-6.8788644735256765,-6.142871136172214e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,165,-5.890254721271039,0.002766271978850827,940.8315648062072,1.9056848249655657e-07,1.4400504555613747,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006136585447875708,-6059232.055433117,658.2723437797636,1.0342052861028267e-12,-0.005105845180269391,1.6584202929844734e-09,-2.786758700616672e-09,-6.879077050649944,-6.206504668976493e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,166,-5.879887159220911,0.0027951006585783924,950.5809986344989,1.9255218676653838e-07,1.4400776625882565,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006136775076928335,-6059138.438240354,665.1142899613836,1.034285195977712e-12,-0.005106002928247611,1.6756316810168128e-09,-2.7869740574157056e-09,-6.879289784121649,-6.270798627227341e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,167,-5.869519597170784,0.002824229776144746,960.4314616624133,1.9455654021512094e-07,1.4401048696151384,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006136964711840766,-6059044.822494008,672.0273499122418,1.0343651100502585e-12,-0.0051061606859786205,1.6930216919707835e-09,-2.7871894202042583e-09,-6.879502497877839,-6.335758607257886e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,168,-5.8591520351206565,0.002853662462560256,970.3838706940218,1.9658173650671695e-07,1.4401320763345178,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006137154458307329,-6058951.156020386,679.0121834195452,1.034445054682208e-12,-0.0051063185862659285,1.7105919649859002e-09,-2.787404811037376e-09,-6.879715068630411,-6.401390351574825e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,169,-5.848784473070529,0.002883401881465081,980.4394109218542,1.986280136625952e-07,1.4401592830538972,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006137344210640593,-6058857.490994753,686.0696150125232,1.0345250035164643e-12,-0.005106476496314128,1.7283445832688403e-09,-2.7876202078639283e-09,-6.879927619662472,-6.467701963628624e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,170,-5.838416911020401,0.00291345122946923,990.5993013209539,2.0069561409116757e-07,1.4401864901071153,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.000613753381641911,-6058763.902649794,693.2004872031393,1.0346049184050094e-12,-0.00510663422492515,1.746281682454077e-09,-2.787835578181318e-09,-6.880140327056722,-6.534701796862857e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,171,-5.828049348970274,0.0029438137364961544,1000.864474485895,2.027847370202846e-07,1.4402136971603334,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006137723428055265,-6058670.31575045,700.4054762721104,1.0346848374904456e-12,-0.005106791963285366,1.7644049363739222e-09,-2.788050954487126e-09,-6.8803530147427345,-6.602395683097351e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,172,-5.817681786920146,0.002974492666129931,1011.2358858180477,2.0489558430486223e-07,1.4402409039060418,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.000613791315126792,-6058576.678120602,707.6852698681574,1.0347647871456398e-12,-0.005106949844228799,1.782716053280519e-09,-2.788266358846255e-09,-6.880565559405384,-6.670789606414911e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,173,-5.8073142248700185,0.0030054913159660453,1021.7147704153256,2.0702840403334404e-07,1.44026811065175,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.000613810288034511,-6058483.041937937,715.040727342624,1.0348447410023703e-12,-0.005107107734929525,1.8012172042294634e-09,-2.7884817691977197e-09,-6.880778084354801,-6.739892011451333e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,174,-5.796946662819892,0.0030368130179658425,1032.3023985711957,2.0918344886613938e-07,1.44029531773129,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006138292462858041,-6058389.482424824,722.4727267851076,1.034924660903631e-12,-0.005107265444180445,1.819910614901818e-09,-2.788697153030921e-09,-6.88099076568116,-6.809711603300934e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,175,-5.786579100769764,0.0030684611388146848,1042.999742151774,2.113609264576329e-07,1.44032252481083,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006138482051226454,-6058295.924356524,729.9819730382999,1.0350045850010118e-12,-0.005107423163176962,1.8387980297185785e-09,-2.788912542851441e-09,-6.881203427306546,-6.880254459179546e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,176,-5.776211538719636,0.0031004390802838082,1053.807796780743,2.1356104719964477e-07,1.440349731582853,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006138671751193726,-6058202.315554488,737.5691827890619,1.0350845396785093e-12,-0.0051075810247836195,1.8578812289586856e-09,-2.7891279607340408e-09,-6.881415945888832,-6.951526814909142e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,177,-5.765843976669508,0.003132750279595981,1064.7278495628675,2.1578406967359242e-07,1.4403769383548761,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006138861457023376,-6058108.708198833,745.2352516814577,1.0351644985567734e-12,-0.005107738896143975,1.877162475231357e-09,-2.7893433846078782e-09,-6.881628444765148,-7.023537470676475e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,178,-5.755476414619381,0.003165398209794957,1075.7612242706175,2.1803025722546766e-07,1.440404145460724,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006139051016279236,-6058015.177501623,752.9810948851955,1.0352444234698036e-12,-0.005107896586041869,1.8966440880610766e-09,-2.7895587819543473e-09,-6.881841100033183,-7.096295498030385e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,179,-5.7451088525692535,0.003198386380118793,1086.9089336954426,2.202998262926041e-07,1.4404313525665717,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006139240581388415,-6057921.648248425,760.8074470111837,1.0353243525781832e-12,-0.0051080542856817655,1.916327885434483e-09,-2.7897741852870365e-09,-6.8820537356075135,-7.169807229909085e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,180,-5.734741290519126,0.0032317183363770327,1098.172015376766,2.225929961647775e-07,1.4404585593648955,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006139430258118834,-6057828.068258256,768.715055010686,1.0354043122770432e-12,-0.005108212127958742,1.93621572269436e-09,-2.7899896166905692e-09,-6.882266228118985,-7.244079164464313e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,181,-5.724373728468999,0.0032653976613318436,1109.5518106161692,2.2491003636018784e-07,1.4404857661632193,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006139619940709464,-6057734.489713667,776.7048523532583,1.0354842761758994e-12,-0.005108369979985819,1.9563099578644877e-09,-2.7902050540842408e-09,-6.882478700931748,-7.319120472404312e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,182,-5.714006166418871,0.003299427975083126,1121.0496989166757,2.2725122136233394e-07,1.4405129732953603,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006139809476716771,-6057640.987816424,784.7777928543817,1.0355642060997551e-12,-0.005108527650537776,1.976613008269717e-09,-2.7904204649414347e-09,-6.882691330151006,-7.394940607159522e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,183,-5.703638604368743,0.003333812935457613,1132.6667357185015,2.296167767629868e-07,1.4405401804275013,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006139999018575235,-6057547.487362396,792.9346421506365,1.0356441402181904e-12,-0.005108685330828139,1.9971267685648276e-09,-2.7906358817837513e-09,-6.882903939683817,-7.471546168151382e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,184,-5.6932710423186155,0.00336855623840205,1144.404002241539,2.3200693112619836e-07,1.4405673872521116,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006140188672077308,-6057453.936168165,801.1761787358607,1.0357241049374694e-12,-0.005108843153782513,2.017853172321548e-09,-2.7908513267056763e-09,-6.883116406134024,-7.548943926897541e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,185,-5.682903480268489,0.003403661618380456,1156.2628962663728,2.3442196536953238e-07,1.440594594076722,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006140378331437432,-6057360.386418712,809.5033755024857,1.0358040738559753e-12,-0.005109000986483394,2.0387946770019988e-09,-2.791066777616642e-09,-6.883328852892785,-7.62714344022866e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,186,-5.672535918218361,0.0034391328487755443,1168.2448553729237,2.368621655850328e-07,1.4406218012351424,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006140567844204707,-6057266.913305512,817.9172265438691,1.0358840087897162e-12,-0.005109158637696504,2.059953801855183e-09,-2.791282201982026e-09,-6.883541456072803,-7.706154559533284e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,187,-5.662168356168233,0.0034749737422942956,1180.3509794461918,2.3932776690610943e-07,1.4406490083935628,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006140757362820982,-6057173.441634725,826.4185298325069,1.0359639479172677e-12,-0.005109316298644435,2.0813325214373723e-09,-2.791497632331434e-09,-6.883754039573628,-7.785984161929803e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,188,-5.651800794118106,0.003511188151377783,1192.5823952255726,2.41819007563327e-07,1.440676215244445,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006140946993103215,-6057079.919220514,835.0080967365489,1.0360439176560227e-12,-0.005109474102283281,2.1029328508478163e-09,-2.79171309076921e-09,-6.883966479972109,-7.866639303802263e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,189,-5.641433232067978,0.00354777996861527,1204.9405593489403,2.4433618035575986e-07,1.4407034220953272,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006141136629241342,-6056986.398250284,843.6869412365494,1.0361238915932359e-12,-0.005109631915665045,2.1247573511804347e-09,-2.7919285551949307e-09,-6.8841789006864005,-7.948129944361524e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,190,-5.6310656700178505,0.003584753127162597,1217.4269699182512,2.468795834749564e-07,1.440730629280013,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006141326118777079,-6056892.953905218,852.4560994048642,1.0362038315359177e-12,-0.0051097895475463746,2.1468086479060625e-09,-2.792143993065963e-09,-6.884391477836728,-8.030466349707595e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,191,-5.620698107967723,0.0036221116011649576,1230.0427731349384,2.494494619995444e-07,1.440757836464699,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006141515614159662,-6056799.511001769,861.3164029153951,1.036283775671641e-12,-0.005109947189158939,2.1690887988521757e-09,-2.792359436919924e-09,-6.884604035315119,-8.113655686341409e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,192,-5.610330545917596,0.003659859406184062,1242.789143174357,2.5204606423542767e-07,1.440785043341839,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006141705221230563,-6056706.017351672,870.2686973988594,1.036363750428932e-12,-0.005110104973489337,2.1915999040832006e-09,-2.7925749088710165e-09,-6.884816449671409,-8.197705307497678e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,193,-5.599962983867468,0.003698000599629772,1255.6675980101177,2.5466969536573045e-07,1.440812250218979,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006141894834155202,-6056612.525144758,879.3140396592484,1.0364437293839126e-12,-0.005110262767559066,2.2143446326951746e-09,-2.7927903868089557e-09,-6.8850288443507575,-8.282625591709867e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,194,-5.589595421817341,0.0037365392811961984,1268.679698814298,2.573206661932304e-07,1.440839457429916,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006142084300467915,-6056519.109551926,888.4535095205136,1.0365236743345952e-12,-0.005110420380115702,2.237325720859668e-09,-2.7930058381831012e-09,-6.885241395480915,-8.368427237248126e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,195,-5.579227859767213,0.003775479593302393,1281.826640055236,2.599992321624223e-07,1.4408666646408528,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006142273772625317,-6056425.695399913,897.6879737814768,1.0366036234775502e-12,-0.005110578002399982,2.2605453131871873e-09,-2.7932212955390782e-09,-6.885453926946383,-8.45511771217326e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,196,-5.568860297717086,0.0038148257215375805,1295.1096453413995,2.627056520806649e-07,1.4408938715442365,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006142463356493378,-6056332.230498043,907.018313782385,1.0366836032524346e-12,-0.005110735767428999,2.2840055982899523e-09,-2.7934367810009476e-09,-6.885666315270017,-8.542704679059161e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,197,-5.558492735666958,0.003854581895111074,1308.5302965649455,2.654402440389283e-07,1.4409210784476203,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006142652946213021,-6056238.767038552,916.4456309591886,1.0367635872242396e-12,-0.0051108935421937535,2.307709357820742e-09,-2.7936522724485685e-09,-6.885878683923955,-8.631198953417657e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,198,-5.54812517361683,0.003894752387306852,1322.0902206234387,2.682033319845856e-07,1.4409482856847942,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006142842389311191,-6056145.380182081,925.9710507351134,1.0368435371819784e-12,-0.005111051135432747,2.331659443319616e-09,-2.7938677373232893e-09,-6.88609120904349,-8.720611683882675e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,199,-5.537757611566702,0.003935341515942888,1335.7906622847377,2.709951821664406e-07,1.440975492921968,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006143031838251901,-6056051.994765626,935.5954765173345,1.036923491331221e-12,-0.005111208738395802,2.355858089840055e-09,-2.7940832081787443e-09,-6.886303714505573,-8.810950652764705e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,200,-5.527390049516575,0.0039763536438352535,1349.6328966716567,2.73816064337447e-07,1.4410026998515812,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006143221398925626,-6055958.558596091,945.3198268635235,1.037003476122762e-12,-0.005111366484130516,2.3803075782757552e-09,-2.7942987071488594e-09,-6.886516076806058,-8.902223844990741e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,201,-5.517022487466448,0.004017793179267078,1363.6185722864811,2.7666631004236966e-07,1.4410299067811945,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006143410965448787,-6055865.123868143,955.1452497266607,1.0370834651104562e-12,-0.0051115242395973915,2.4050108075829446e-09,-2.7945142121036304e-09,-6.886728419444087,-8.994442531450148e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,202,-5.506654925416321,0.004059664576462376,1377.7493845194354,2.7954625692910156e-07,1.4410571140445911,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006143600385340907,-6055771.765732156,965.0729180548753,1.0371634200743094e-12,-0.0051116818135258065,2.4299707495347604e-09,-2.79472969047639e-09,-6.886940918562514,-9.087618330100275e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,203,-5.496287363366193,0.004101972336064812,1392.0266305561095,2.824561825077426e-07,1.4410843213079878,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006143789811073413,-6055678.409035388,975.1037734098414,1.0372433792288987e-12,-0.005111839397174704,2.455189733441951e-09,-2.7949451748287888e-09,-6.88715339803073,-9.181759350725098e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,204,-5.485919801316065,0.0041447210056214726,1406.4516392025348,2.8539636793976416e-07,1.4411115282638165,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006143979348561285,-6055585.00158233,985.2387731384109,1.0373233690361536e-12,-0.005111997123622163,2.480670136370818e-09,-2.7951606873046147e-09,-6.887365734317599,-9.276873914166135e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,205,-5.475552239265937,0.004187915180071669,1421.0261283760433,2.88367158792768e-07,1.4411387352196452,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006144168891896437,-6055491.595570061,995.4791136751052,1.037403363038794e-12,-0.005112154859798205,2.506414979527922e-09,-2.795376205764001e-09,-6.8875780509492515,-9.372973765864219e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,206,-5.4651846772158095,0.004231559502240832,1435.7518648431908,2.9136890699460435e-07,1.4411659425092502,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006144358288591011,-6055398.266138689,1005.8260174997451,1.0374833230078254e-12,-0.005112312414423127,2.5324273599891812e-09,-2.7955916976322674e-09,-6.88779052407606,-9.470071012857913e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,207,-5.454817115165683,0.004275658663339554,1450.6302004147246,2.944019017929843e-07,1.4411931497988553,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.000614454769112382,-6055304.938145745,1016.2804659401241,1.0375632871668245e-12,-0.00511246997876495,2.5587097052977825e-09,-2.7958071954790775e-09,-6.8880029775598945,-9.568174106184982e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,208,-5.444449553115556,0.004320217403467847,1465.6625198400766,2.974664362403964e-07,1.4412203567808854,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006144737205434306,-6055211.5593933165,1026.8434567704821,1.03764328198885e-12,-0.005112627685932198,2.5852644927478234e-09,-2.796022721458079e-09,-6.888215287842679,-9.667291716733413e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,209,-5.434081991065428,0.004365240512124635,1480.8506133746682,3.005628705203916e-07,1.4412475637629156,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006144926725589917,-6055118.18208088,1037.5162369542948,1.0377232810054934e-12,-0.005112785402824441,2.612094870951721e-09,-2.7962382534195453e-09,-6.888427578477484,-9.767436084476824e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,210,-5.4237144290153,0.004410732828722554,1496.1963221664848,3.0369157144472435e-07,1.441274771078715,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006145116099095429,-6055024.881338279,1048.3000805947543,1.037803245978763e-12,-0.005112942938152927,2.639204067571678e-09,-2.7964537587807866e-09,-6.888640025622186,-9.868619826124702e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,211,-5.413346866965172,0.004456699243108142,1511.7010549518066,3.0685284049517647e-07,1.4413019783945145,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006145305478437023,-6054931.582033307,1059.196010465308,1.0378832151412324e-12,-0.0051131004831947375,2.666594612526115e-09,-2.7966692701194766e-09,-6.888852453131144,-9.970851748328715e-06
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,212,-5.4029793049150445,0.004503144696087433,1527.3662547788085,3.1004698311816127e-07,1.441329185402732,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006145494969578603,-6054838.231965664,1070.205066474729,1.0379632149770905e-12,-0.005113258171088827,2.6942690875631205e-09,-2.7968848095991223e-09,-6.889064737419345,-1.0074140886749806e-05
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,213,-5.392611742864917,0.004550074179957026,1543.1937872871408,3.1327437473137704e-07,1.4413563924109494,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.000614568446656316,-6054744.883337216,1081.3285482495635,1.0380432190067987e-12,-0.005113415868704338,2.7222307740739087e-09,-2.7971003550601375e-09,-6.889277002066793,-1.017849999671706e-05
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,214,-5.38224418081479,0.004597492739040693,1559.1855711378287,3.165353976599666e-07,1.441383599752929,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006145873816888077,-6054651.611267555,1092.5677836964044,1.0381231889833653e-12,-0.005113573384743435,2.7504830358132296e-09,-2.7973158739118203e-09,-6.889489423238896,-1.0283942226067283e-05
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,215,-5.371876618764663,0.004645405470231593,1575.3430743899512,3.1983036613724615e-07,1.4414108070949085,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006146063173046932,-6054558.340634729,1103.9238387848204,1.0382031631483642e-12,-0.005113730910492277,2.779028509392289e-09,-2.7975313987398573e-09,-6.889701824782481,-1.0390476752030575e-05
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,216,-5.361509056714535,0.004693817523540111,1591.6678008449505,3.231595985277344e-07,1.4414380141292993,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006146252641028088,-6054465.019236037,1115.3977973375252,1.038283167997118e-12,-0.005113888579120271,2.807869885417585e-09,-2.7977469517176187e-09,-6.889914083085593,-1.0498112990387051e-05
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,217,-5.351141494664407,0.004742734102647413,1608.16169470111,3.265234861276193e-07,1.44146522116369,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006146442114850075,-6054371.699275743,1126.9910138682224,1.0383631770389558e-12,-0.005114046257466115,2.8370105836586463e-09,-2.797962510675658e-09,-6.8901263217551705,-1.0606864233520573e-05
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,218,-5.34077393261428,0.004792160465464789,1624.82675539597,3.299224274315417e-07,1.4414924285318356,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006146631442002866,-6054278.455863203,1138.7048723588994,1.0384431520178778e-12,-0.0051142037542228624,2.8664541097012344e-09,-2.7981780430152494e-09,-6.8903387169641785,-1.0716744182755074e-05
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,219,-5.330406370564152,0.004842101924698807,1641.664512809623,3.3335674996370133e-07,1.4415196358999811,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006146820774987447,-6054185.213886702,1150.5404837997362,1.0385231311844656e-12,-0.005114361260685784,2.8962032113489653e-09,-2.7983935813301003e-09,-6.890551092551885,-1.0827762401493313e-05
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,220,-5.320038808514024,0.0048925638484223575,1658.6765340546342,3.3682678555306896e-07,1.441546842960531,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006147010219816642,-6054091.921141147,1162.4989777818614,1.0386031410451756e-12,-0.005114518910054722,2.926260692656864e-09,-2.7986091478034474e-09,-6.890763324879403,-1.0939928701626247e-05
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,221,-5.309671246463897,0.0049435516606516575,1675.8648451960173,3.4033294204592153e-07,1.4415740500210807,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006147199670484518,-6053998.629833196,1174.581766024234,1.0386831550982033e-12,-0.005114676569137935,2.956630117608468e-09,-2.798824720255978e-09,-6.890975537580612,-1.105325693520572e-05
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,222,-5.29930368441377,0.004995070841929267,1693.2315298486983,3.4387563479025683e-07,1.4416012574153783,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006147388974473648,-6053905.4150619665,1186.7902909523727,1.0387631350785415e-12,-0.005114834046619374,2.987315139600974e-09,-2.7990402660809486e-09,-6.891187906836016,-1.116776138034385e-05
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,223,-5.288936122363642,0.005047126929913174,1710.778182317215,3.4745520516332043e-07,1.4416284648096758,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006147578284292423,-6053812.201725985,1199.125710478427,1.0388431192457797e-12,-0.005114991533803419,3.018318622319818e-09,-2.7992558178800863e-09,-6.8914002564773345,-1.128345200286658e-05
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,224,-5.278568560313515,0.005099725519972015,1728.5064356908233,3.510719990279913e-07,1.4416556718963707,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006147767705978115,-6053718.937617764,1211.5892018947309,1.0389231341175066e-12,-0.005115149163920335,3.049643488052245e-09,-2.799471397846489e-09,-6.891612462838757,-1.1400339027440313e-05
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,225,-5.268200998263387,0.005152872265786517,1746.4184013486583,3.547264414806388e-07,1.4416828789830656,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006147957133500344,-6053625.674946354,1224.1822365415126,1.0390031531807854e-12,-0.005115306803747959,3.081293451077578e-09,-2.7996869837909833e-09,-6.891824649581083,-1.151843688935008e-05
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,226,-5.257833436213259,0.005206572879957189,1764.5162506270947,3.5841896543540083e-07,1.441710086403501,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006148146414334286,-6053532.488800633,1236.9063177558512,1.0390831381616054e-12,-0.005115464261961148,3.113272318837066e-09,-2.799902543098809e-09,-6.892036992892356,-1.1637760467778336e-05
loca,figure2-loca-eigenvalue-schema-v1,figure2_T230K,227,-5.247465874163131,0.005260833134618362,1782.8016449681877,3.6214992670850764e-07,1.4417372938239366,physical_ode_state,sacado_forward_ad_physical_ode_state,-0.0006148335700995727,-6053439.304089367,1249.7626523536478,1.0391631273285584e-12,-0.005115621729873374,3.145583075785139e-09,-2.800118108379708e-09,-6.8922493165967555,-1.1758320147908514e-05
