time_s,n_kg_dry_air_minus1,q_kg_kg_dry_air_minus1,s
235685.5134738097,4931.8824782256952,9.9071618944648045e-07,1.4608448979087552
235701.81649661323,4873.7162871974542,9.6558695349350015e-07,1.4629608772122786
235718.11951941677,4923.3931694604134,9.4266720752154512e-07,1.4650822636235217
235732.8303358031,5160.870205250475,9.2525365316210947e-07,1.4669946870140476
235747.3535674075,5759.9790568470107,9.1337547506528749e-07,1.4688695713484667
235759.64032147476,6801.8853603589641,9.1002914011867673e-07,1.4704305119879264
235767.59090964796,7911.3544136207902,9.1257063975102003e-07,1.4714183202862234
235774.58223962071,9301.9991244018929,9.1874291330446039e-07,1.4722652084588821
235781.57356959346,11214.85544890657,9.2935481194190628e-07,1.473084553188567
235788.0792620311,13601.237951421595,9.4392126538165593e-07,1.4738148635042052
235794.36197124215,16599.821830699602,9.6297298233690668e-07,1.4744830648644416
235800.63058482058,20410.929418686108,9.875884813120335e-07,1.4751051564898416
235807.05131915261,25300.401978465361,1.0194293353067406e-06,1.4756866495949696
235813.80665736392,31642.851564234428,1.0611597129605117e-06,1.476226181914045
235821.14777381285,39992.112450996072,1.11732901820179e-06,1.4767140790836653
235828.90270714997,50370.93995146954,1.1903545997064496e-06,1.4771014216434817
235835.9294515822,60888.790858315966,1.2697856406826106e-06,1.4773256593271136
235842.46610765523,71248.736682964256,1.3556486426310305e-06,1.4774179669930492
235848.73868366747,81306.147860397818,1.4491452545461542e-06,1.477397251992038
235854.89269048563,90890.487565710122,1.5513794174018638e-06,1.4772722282556143
235861.03943920901,99835.017190116734,1.6635440512250362e-06,1.4770458743734654
235867.27628745625,107991.34561570593,1.7870322493210094e-06,1.4767170298403183
235873.6988526255,115238.76356796607,1.9235553185752641e-06,1.4762807833588549
235880.41058692639,121489.80478078648,2.0752934516007462e-06,1.4757281060137899
235887.53285548239,126692.92442498459,2.2451144438821258e-06,1.4750447566756359
235895.2182968382,130832.62981145438,2.4369158197681257e-06,1.4742091884318971
235903.67151042409,133927.09647748011,2.6561935536250399e-06,1.4731887709702178
235913.18484795926,136022.87841987243,2.9110498030340144e-06,1.4719327982658406
235924.20644069934,137185.2885445304,3.2141104282376478e-06,1.4703587369783406
235937.47882443422,137480.37893143727,3.5863818466810912e-06,1.4683233804227664
235954.27491986039,136941.84230094953,4.0635028639369117e-06,1.4655691784353155
235975.85736562029,135584.4009402222,4.6780897017668146e-06,1.461796066754337
236002.25958531912,133503.38050765565,5.4199795358531805e-06,1.4569042981419138
236036.3892776834,130464.93740448132,6.3427699927484062e-06,1.4502637464049573
236074.34640976525,126754.28442180411,7.2958364528402315e-06,1.4426346633103921
236114.67310638487,122504.80644292022,8.1991027748391819e-06,1.4344423388942873
236158.37413756497,117622.35457438274,9.0303025107487421e-06,1.4256634773127528
236205.54775369901,112122.57453148851,9.7424752985929022e-06,1.4164997481481552
236256.16833767307,106064.15077082756,1.0291607849942274e-05,1.4072104504217646
236309.30568396268,99643.295586811364,1.0640841855524475e-05,1.3982155941401053
236362.4430302523,93262.019930892842,1.0780985318537869e-05,1.3900951415112464
236415.58037654191,87004.708461848932,1.0742157734954623e-05,1.3829014633541881
236468.71772283153,80936.948544355662,1.0556687698989348e-05,1.376649993544973
236521.85506912114,75107.329055668932,1.0256217324390022e-05,1.3713298010704842
236574.99241541076,69549.671898490458,9.8698393422583041e-06,1.3669120050388299
236628.12976170037,64285.400436063253,9.4230747585192445e-06,1.3633562512848396
236681.26710798999,59325.841388593777,8.9374751775480367e-06,1.3606155448041022
236734.4044542796,54674.334955750957,8.4306503336016515e-06,1.3586397475323337
236787.54180056922,50328.088187322108,7.9165569678460538e-06,1.3573780299094087
236840.67914685883,46279.749379761408,7.4059256928775474e-06,1.3567805258003358
236893.81649314845,42518.709174158634,6.9067398169101859e-06,1.3567993960185147
236946.95383943807,39032.150432503666,6.4247106799075788e-06,1.3573894630612398
237000.09118572768,35805.877113486582,5.9637171101117522e-06,1.3585085422203007
237053.2285320173,32824.954982626143,5.5261928420585984e-06,1.3601175631723734
237106.36587830691,30074.196175033481,5.1134564406780048e-06,1.3621805513971239
237159.50322459653,27538.516895164139,4.7259848321417698e-06,1.3646645196058693
237212.64057088614,25203.193911798917,4.3636351730551779e-06,1.3675393048590589
237265.77791717576,23054.041641503642,4.0258214704370934e-06,1.3707773762724189
237318.91526346537,21077.527896118376,3.7116528206275929e-06,1.3743536303254393
237372.05260975499,19260.843003713537,3.4200398758041911e-06,1.3782451850955428
237425.1899560446,17591.934084628007,3.1497755137813497e-06,1.3824311806894629
237478.32730233422,16059.513789696921,2.8995948979528932e-06,1.386892590297206
237531.46464862383,14653.050761192211,2.6682193006288282e-06,1.3916120443244235
237584.60199491345,13362.747412901714,2.4543872974728813e-06,1.3965736687201105
237637.73934120307,12179.509291351624,2.2568762587354076e-06,1.401762937726758
237690.87668749268,11094.909222683806,2.074516477043137e-06,1.4071665407069105
237744.0140337823,10101.148620783059,1.9061997809671438e-06,1.4127722623476531
