T_K,p_Pa,F,N_a_m3,log_w,w_m_s,log_n,log_q,s,n,q,branch,point,type_code,label
210.0,30000.0,1.0,10000000000.0,-0.68747644126,0.5028434241888906,12.766373364,-11.38185972,1.5249289962,350239.8078035096,1.1400427309235875e-05,1,-161,0,0
210.0,30000.0,1.0,10000000000.0,-0.65855130636,0.5176006363561781,12.795150713,-11.352959998,1.5250146531,360465.20524334477,1.1734703468056813e-05,1,-162,0,0
210.0,30000.0,1.0,10000000000.0,-0.62962618486,0.5327909291017829,12.823928078,-11.324060279,1.52510031,370989.14336712146,1.207878102591441e-05,1,-163,0,0
210.0,30000.0,1.0,10000000000.0,-0.60070107674,0.5484270118626245,12.85270546,-11.295160563,1.5251859669,381820.3389231885,1.2432947371141251e-05,1,-164,0,0
210.0,30000.0,1.0,10000000000.0,-0.571775982,0.5645219670374245,12.881482859,-11.266260851,1.5252716238,392967.762804657,1.2797498305798886e-05,1,-165,0,0
210.0,30000.0,1.0,10000000000.0,-0.54285090064,0.5810892609418451,12.910260275,-11.237361142,1.5253572808,404440.64783035323,1.317273833039352e-05,1,-166,0,0
210.0,30000.0,1.0,10000000000.0,-0.51392583265,0.5981427550807374,12.939037707,-11.208461436,1.5254429377,416248.4959762534,1.3558980861269442e-05,1,-167,0,0
210.0,30000.0,1.0,10000000000.0,-0.48500077802,0.6156967177397384,12.967815156,-11.179561733,1.5255285947,428401.08747090533,1.3956548504462795e-05,1,-168,0,0
210.0,30000.0,1.0,10000000000.0,-0.45607573676,0.6337658359098342,12.996592621,-11.150662034,1.5256142517,440908.4872541237,1.436577331078592e-05,1,-169,0,0
210.0,30000.0,1.0,10000000000.0,-0.42715070885,0.6523652276056587,13.025370103,-11.121762337,1.5256999086,453781.05500427255,1.4786997110220107e-05,1,-170,0,0
210.0,30000.0,1.0,10000000000.0,-0.39822569429,0.6715104544828006,13.054147602,-11.092862644,1.5257855656,467029.45244667184,1.5220571697234617e-05,1,-171,0,0
210.0,30000.0,1.0,10000000000.0,-0.36930069308,0.6912175348689906,13.082925118,-11.063962955,1.5258712226,480664.65260116477,1.5666859209966276e-05,1,-172,0,0
210.0,30000.0,1.0,10000000000.0,-0.34037570521,0.711502957172492,13.11170265,-11.035063268,1.5259568796,494697.9483765979,1.612623243702462e-05,1,-173,0,0
210.0,30000.0,1.0,10000000000.0,-0.31145073068,0.7323836936630316,13.140480199,-11.006163585,1.5260425367,509140.9633806002,1.65990750339604e-05,1,-174,0,0
210.0,30000.0,1.0,10000000000.0,-0.28252576948,0.7538772146852003,13.169257764,-10.977263905,1.5261281937,524005.6595956974,1.7085781953871943e-05,1,-175,0,0
210.0,30000.0,1.0,10000000000.0,-0.2536008216,0.7760015032678167,13.198035346,-10.948364228,1.5262138507,539304.3492965932,1.7586759714154573e-05,1,-176,0,0
210.0,30000.0,1.0,10000000000.0,-0.22467588705,0.7987750701529404,13.226812945,-10.919464554,1.5262995078,555049.7037361512,1.8102426751702593e-05,1,-177,0,0
210.0,30000.0,1.0,10000000000.0,-0.19575096582,0.8222169693129024,13.25559056,-10.890564884,1.5263851648,571254.7635647586,1.863321375376616e-05,1,-178,0,0
210.0,30000.0,1.0,10000000000.0,-0.1668260579,0.8463468138765917,13.284368192,-10.861665217,1.5264708219,587932.9513131282,1.917956407249627e-05,1,-179,0,0
210.0,30000.0,1.0,10000000000.0,-0.13790116329,0.8711847925294648,13.313145841,-10.832765553,1.526556479,605098.080861583,1.9741934041467854e-05,1,-180,4,10
210.0,30000.0,1.0,10000000000.0,-0.10897628199,0.8967516864114721,13.341923506,-10.803865892,1.5266421361,622764.3687990276,2.032079337440901e-05,1,-181,0,0
210.0,30000.0,1.0,10000000000.0,-0.08005141398,0.9230688865213257,13.370701188,-10.774966235,1.5267277932,640946.4480314091,2.091662553660235e-05,1,-182,0,0
210.0,30000.0,1.0,10000000000.0,-0.051126559267,0.9501584115705421,13.399478886,-10.74606658,1.5268134503,659659.3774452939,2.1529928231759292e-05,1,-183,0,0
210.0,30000.0,1.0,10000000000.0,-0.022201717843,0.9780429264420623,13.428256601,-10.717166929,1.5268991074,678918.6569105475,2.216121367184218e-05,1,-184,0,0
210.0,30000.0,1.0,10000000000.0,0.0067231102966,1.0067457611355406,13.457034333,-10.688267282,1.5269847645,698740.2382152401,2.281100912914817e-05,1,-185,0,0
210.0,30000.0,1.0,10000000000.0,0.035647925156,1.0362909302881658,13.485812081,-10.659367637,1.5270704217,719140.5381826571,2.3479857383015916e-05,1,-186,0,0
210.0,30000.0,1.0,10000000000.0,0.06457272674,1.0667031532666102,13.514589846,-10.630467996,1.5271560788,740136.4543859382,2.4168317035000906e-05,1,-187,0,0
210.0,30000.0,1.0,10000000000.0,0.093497515054,1.098007874847633,13.543367627,-10.601568357,1.527241736,761745.3763073527,2.487696316071376e-05,1,-188,0,0
210.0,30000.0,1.0,10000000000.0,0.1224222901,1.1302312865010353,13.572145425,-10.572668722,1.5273273932,783985.2026629305,2.5606387599426525e-05,1,-189,0,0
210.0,30000.0,1.0,10000000000.0,0.15134705189,1.1634003483167488,13.60092324,-10.543769091,1.5274130503,806874.3540298151,2.6357199591982002e-05,1,-190,0,0
210.0,30000.0,1.0,10000000000.0,0.18027180042,1.1975428115304414,13.629701071,-10.514869462,1.5274987075,830431.7879934323,2.71300262969436e-05,1,-191,0,0
210.0,30000.0,1.0,10000000000.0,0.2091965357,1.2326872417746955,13.658478918,-10.485969837,1.5275843647,854677.0164396114,2.792551315476643e-05,1,-192,0,0
210.0,30000.0,1.0,10000000000.0,0.23812125773,1.268863042949233,13.687256782,-10.457070215,1.5276700219,879630.1218347996,2.8744324612224404e-05,1,-193,0,0
210.0,30000.0,1.0,10000000000.0,0.26704596653,1.3061004818578137,13.716034663,-10.428170596,1.5277556791,905311.7721781048,2.958714457117132e-05,1,-194,0,0
210.0,30000.0,1.0,10000000000.0,0.29597066208,1.3444307134527453,13.74481256,-10.39927098,1.5278413364,931743.2379965897,3.045467698611026e-05,1,-195,0,0
210.0,30000.0,1.0,10000000000.0,0.3248953444,1.3838858070023152,13.773590474,-10.370371368,1.5279269936,958946.4127061532,3.1347646420806595e-05,1,-196,0,0
210.0,30000.0,1.0,10000000000.0,0.3538200135,1.4244987728567045,13.802368404,-10.341471759,1.5280126509,986943.8270703235,3.2266798745692254e-05,1,-197,0,0
210.0,30000.0,1.0,10000000000.0,0.38274466937,1.4663035900480115,13.831146351,-10.312572153,1.5280983081,1015758.6716471545,3.3212901670363326e-05,1,-198,0,0
210.0,30000.0,1.0,10000000000.0,0.41166931202,1.509335234773387,13.859924314,-10.28367255,1.5281839654,1045414.8121047288,3.4186745414377367e-05,1,-199,0,0
210.0,30000.0,1.0,10000000000.0,0.44059394146,1.5536297096293934,13.888702293,-10.25477295,1.5282696227,1075936.811922071,3.518914336726388e-05,1,-200,4,11
210.0,30000.0,1.0,10000000000.0,0.46951855769,1.5992240737159222,13.91748029,-10.225873354,1.52835528,1107349.9539918331,3.6220932731665764e-05,1,-201,0,0
210.0,30000.0,1.0,10000000000.0,0.49844316072,1.6461564736705463,13.946258302,-10.19697376,1.5284409373,1139680.2539068505,3.728297536644346e-05,1,-202,0,0
210.0,30000.0,1.0,10000000000.0,0.52736775054,1.694466175533535,13.975036332,-10.16807417,1.5285265946,1172954.4936021573,3.837615825391316e-05,1,-203,0,0
210.0,30000.0,1.0,10000000000.0,0.55629232717,1.7441935976801572,14.003814377,-10.139174584,1.5286122519,1207200.2300491522,3.9501394455872784e-05,1,-204,0,0
210.0,30000.0,1.0,10000000000.0,0.58521689062,1.7953803445702936,14.032592439,-10.110275,1.5286979092,1242445.8307243392,4.065962388714681e-05,1,-205,0,0
210.0,30000.0,1.0,10000000000.0,0.61414144087,1.8480692415152884,14.061370518,-10.08137542,1.5287835666,1278720.4890309367,4.185181386136185e-05,1,-206,0,0
210.0,30000.0,1.0,10000000000.0,0.64306597795,1.9023043706496832,14.090148613,-10.052475843,1.5288692239,1316054.2494446337,4.307896017663513e-05,1,-207,0,0
210.0,30000.0,1.0,10000000000.0,0.67199050185,1.958131107647499,14.118926725,-10.023576269,1.5289548813,1354478.0362734564,4.434208778812382e-05,1,-208,0,0
210.0,30000.0,1.0,10000000000.0,0.69314718108,2.0000000010401093,14.13997633,-10.002437832,1.5290175349,1383291.4555719297,4.5289387157808084e-05,1,-209,-4,12
