T_K,p_Pa,F,N_a_m3,log_w,w_m_s,log_n,log_q,s,n,q,branch,point,type_code,label
230.0,30000.0,1.0,10000000000.0,-5.0205653155,0.006600794123139685,7.7115709461,-14.604567654,1.4423327432,2234.0490736348734,4.54272929151834e-07,1,-11,0,0
230.0,30000.0,1.0,10000000000.0,-4.9916328893,0.006794560663630451,7.7403414673,-14.575668405,1.4424086701,2299.25737029722,4.6759261307650573e-07,1,-12,0,0
230.0,30000.0,1.0,10000000000.0,-4.9627004783,0.0069940151213307685,7.7691120072,-14.54676916,1.442484597,2366.3690364347117,4.813028399851341e-07,1,-13,0,0
230.0,30000.0,1.0,10000000000.0,-4.9337680827,0.007199324457566396,7.7978825658,-14.517869919,1.4425605239,2435.4396309220133,4.954150608304065e-07,1,-14,0,0
230.0,30000.0,1.0,10000000000.0,-4.9048357023,0.007410660537381237,7.8266531432,-14.48897068,1.4426364508,2506.5263346716733,5.099410633319852e-07,1,-15,0,0
230.0,30000.0,1.0,10000000000.0,-4.8759033372,0.007628200268476281,7.8554237393,-14.460071445,1.4427123777,2579.6879972385605,5.248929788208722e-07,1,-16,0,0
230.0,30000.0,1.0,10000000000.0,-4.8469709874,0.007852125752105497,7.8841943541,-14.431172214,1.4427883047,2654.985186266943,5.402832953149183e-07,1,-17,0,0
230.0,30000.0,1.0,10000000000.0,-4.8180386529,0.008082624434801185,7.9129649876,-14.402272985,1.4428642316,2732.480237399945,5.561248680984024e-07,1,-18,0,0
230.0,30000.0,1.0,10000000000.0,-4.7891063336,0.008319889266104746,7.9417356398,-14.37337376,1.4429401585,2812.2373058894877,5.724309271862588e-07,1,-19,0,0
230.0,30000.0,1.0,10000000000.0,-4.7601740295,0.008564118858480059,7.9705063106,-14.344474538,1.4430160855,2894.3224194233826,5.892150921729832e-07,1,-20,4,2
230.0,30000.0,1.0,10000000000.0,-4.7312417407,0.008815517653439542,7.9992770002,-14.31557532,1.4430920125,2978.8035339417193,6.06491380824284e-07,1,-21,0,0
230.0,30000.0,1.0,10000000000.0,-4.7023094672,0.009074296094354103,8.0280477084,-14.286676105,1.4431679395,3065.7505878817324,6.242742231094497e-07,1,-22,0,0
230.0,30000.0,1.0,10000000000.0,-4.6733772089,0.009340670802726058,8.0568184353,-14.257776893,1.4432438665,3155.2355621178494,6.425784715028993e-07,1,-23,0,0
230.0,30000.0,1.0,10000000000.0,-4.6444449658,0.009614864757720654,8.0855891808,-14.228877685,1.4433197935,3247.332538066762,6.614194133000146e-07,1,-24,0,0
230.0,30000.0,1.0,10000000000.0,-4.6155127379,0.009897107483662217,8.114359945,-14.19997848,1.4433957205,3342.117760267537,6.808127853311292e-07,1,-25,0,0
230.0,30000.0,1.0,10000000000.0,-4.5865805253,0.010187635241133324,8.1431307279,-14.171079278,1.4434716475,3439.6696985704225,7.007747851960452e-07,1,-26,0,0
230.0,30000.0,1.0,10000000000.0,-4.5576483278,0.010486691228777038,8.1719015293,-14.14218008,1.4435475745,3540.0691127041623,7.213220846952396e-07,1,-27,0,0
230.0,30000.0,1.0,10000000000.0,-4.5287161456,0.010794525779755345,8.2006723495,-14.113280885,1.4436235016,3643.3991215882834,7.424718458764334e-07,1,-28,0,0
230.0,30000.0,1.0,10000000000.0,-4.4997839786,0.011111396578447782,8.2294431882,-14.084381693,1.4436994287,3749.745268285444,7.642417332865613e-07,1,-29,0,0
230.0,30000.0,1.0,10000000000.0,-4.4708518267,0.011437568873178058,8.2582140456,-14.055482504,1.4437753557,3859.195594753459,7.866499294060152e-07,1,-30,0,0
230.0,30000.0,1.0,10000000000.0,-4.4419196901,0.011773315694709114,8.2869849216,-14.026583319,1.4438512828,3971.8407118336027,8.09715149024954e-07,1,-31,0,0
230.0,30000.0,1.0,10000000000.0,-4.4129875686,0.012118918092752326,8.3157558161,-13.997684137,1.4439272099,4087.7738753310737,8.334566572562309e-07,1,-32,0,0
230.0,30000.0,1.0,10000000000.0,-4.3840554623,0.012474665363169147,8.3445267293,-13.968784959,1.444003137,4207.091064485353,8.578942824308233e-07,1,-33,0,0
230.0,30000.0,1.0,10000000000.0,-4.3551233712,0.012840855294725999,8.3732976611,-13.939885784,1.4440790641,4329.891059018481,8.830484359467853e-07,1,-34,0,0
230.0,30000.0,1.0,10000000000.0,-4.3261912953,0.013217794417205327,8.4020686115,-13.910986612,1.4441549912,4456.275522520353,9.089401268408803e-07,1,-35,0,0
230.0,30000.0,1.0,10000000000.0,-4.2972592345,0.01360579825933705,8.4308395804,-13.882087444,1.4442309184,4586.349085765653,9.355909792094524e-07,1,-36,0,0
230.0,30000.0,1.0,10000000000.0,-4.2683271889,0.014005191608898498,8.4596105679,-13.853188278,1.4443068455,4720.21943469293,9.630232539845573e-07,1,-37,0,0
230.0,30000.0,1.0,10000000000.0,-4.2393951584,0.014416308789935177,8.488381574,-13.824289117,1.4443827726,4857.997398239928,9.91259860010166e-07,1,-38,0,0
230.0,30000.0,1.0,10000000000.0,-4.2104631431,0.014839493937069565,8.5171525987,-13.795389958,1.4444586998,4999.797040538175,1.0203243836912977e-06,1,-39,0,0
230.0,30000.0,1.0,10000000000.0,-4.1815311429,0.015275101289234727,8.5459236419,-13.766490803,1.444534627,5145.735754838743,1.0502410980104671e-06,1,-40,4,3
230.0,30000.0,1.0,10000000000.0,-4.1525991579,0.015723495480322324,8.5746947036,-13.737591651,1.4446105542,5295.9343616935585,1.0810349907063774e-06,1,-41,0,0
230.0,30000.0,1.0,10000000000.0,-4.1236671879,0.01618505185203116,8.6034657839,-13.708692502,1.4446864814,5450.517209062986,1.112731781149534e-06,1,-42,0,0
230.0,30000.0,1.0,10000000000.0,-4.0947352331,0.016660156757067196,8.6322368827,-13.679793357,1.4447624086,5609.612273667238,1.1453579416689105e-06,1,-43,0,0
230.0,30000.0,1.0,10000000000.0,-4.0658032934,0.01714920789358178,8.6610080001,-13.650894215,1.4448383358,5773.351269096917,1.1789407230314532e-06,1,-44,0,0
230.0,30000.0,1.0,10000000000.0,-4.0368713689,0.017652614629948448,8.689779136,-13.621995076,1.444914263,5941.86975265351,1.2135081738962625e-06,1,-45,0,0
230.0,30000.0,1.0,10000000000.0,-4.0079394594,0.018170798355991242,8.7185502904,-13.593095941,1.4449901902,6115.30723925255,1.2490891640727088e-06,1,-46,0,0
230.0,30000.0,1.0,10000000000.0,-3.979007565,0.01870419282525129,8.7473214633,-13.564196809,1.4450661175,6293.807316391984,1.2857134123074837e-06,1,-47,0,0
230.0,30000.0,1.0,10000000000.0,-3.9500756858,0.019253244523026646,8.7760926547,-13.53529768,1.4451420447,6477.517763037695,1.3234115075006412e-06,1,-48,0,0
230.0,30000.0,1.0,10000000000.0,-3.9211438216,0.01981841304601521,8.8048638646,-13.506398555,1.445217972,6666.590671979685,1.3622149340700702e-06,1,-49,0,0
230.0,30000.0,1.0,10000000000.0,-3.8922119725,0.02040017147561279,8.833635093,-13.477499433,1.4452938993,6861.1825757599845,1.4021561022550961e-06,1,-50,0,0
230.0,30000.0,1.0,10000000000.0,-3.8632801384,0.020999006783521332,8.8624063398,-13.448600314,1.4453698266,7061.454575570659,1.4432683712539212e-06,1,-51,0,0
230.0,30000.0,1.0,10000000000.0,-3.8343483195,0.02161542022913624,8.8911776052,-13.419701198,1.4454457539,7267.572477445342,1.4855860783708288e-06,1,-52,0,0
230.0,30000.0,1.0,10000000000.0,-3.8054165156,0.022249927793747164,8.919948889,-13.390802086,1.4455216812,7479.706924617125,1.5291445661654228e-06,1,-53,0,0
230.0,30000.0,1.0,10000000000.0,-3.7764847268,0.022903060597649554,8.9487201913,-13.361902977,1.4455976085,7698.033543771743,1.5739802164696352e-06,1,-54,0,0
230.0,30000.0,1.0,10000000000.0,-3.747552953,0.023575365355512204,8.977491512,-13.333003871,1.4456735358,7922.73308682443,1.6201304763604324e-06,1,-55,0,0
230.0,30000.0,1.0,10000000000.0,-3.7186211943,0.024267404824941902,9.0062628512,-13.304104769,1.4457494632,8153.991583615163,1.6676338892111049e-06,1,-56,0,0
230.0,30000.0,1.0,10000000000.0,-3.6896894506,0.02497975828681339,9.0350342088,-13.27520567,1.4458253905,8392.000492810712,1.716530131788999e-06,1,-57,0,0
230.0,30000.0,1.0,10000000000.0,-3.660757722,0.02571302202055273,9.0638055849,-13.246306574,1.4459013179,8636.9568636452,1.7668600425804476e-06,1,-58,0,0
230.0,30000.0,1.0,10000000000.0,-3.6318260084,0.02646780981307805,9.0925769794,-13.217407482,1.4459772453,8889.063495761135,1.818665655654184e-06,1,-59,0,0
230.0,30000.0,1.0,10000000000.0,-3.6028943098,0.0272447534651175,9.1213483923,-13.188508393,1.4460531726,9148.529109616187,1.87199024111885e-06,1,-60,4,4
230.0,30000.0,1.0,10000000000.0,-3.5739626263,0.028044503319647095,9.1501198236,-13.159609307,1.4461291,9415.568518483975,1.9268783360131293e-06,1,-61,0,0
230.0,30000.0,1.0,10000000000.0,-3.5450309578,0.028867728814476648,9.1788912733,-13.130710225,1.4462050274,9690.402806315122,1.9833757812360122e-06,1,-62,0,0
230.0,30000.0,1.0,10000000000.0,-3.5160993042,0.029715119037444223,9.2076627415,-13.101811145,1.4462809548,9973.259511788048,2.041529767709838e-06,1,-63,0,0
230.0,30000.0,1.0,10000000000.0,-3.4871676657,0.030587383294024648,9.236434228,-13.072912069,1.4463568823,10264.37281274583,2.101388861961734e-06,1,-64,0,0
230.0,30000.0,1.0,10000000000.0,-3.4582360422,0.03148525171858869,9.265205733,-13.044012997,1.4464328097,10563.983727047105,2.163003058469785e-06,1,-65,0,0
230.0,30000.0,1.0,10000000000.0,-3.4293044337,0.032409475873888614,9.2939772563,-13.015113927,1.4465087371,10872.340304024998,2.226423822016848e-06,1,-66,0,0
230.0,30000.0,1.0,10000000000.0,-3.4003728402,0.03336082938299719,9.322748798,-12.986214861,1.4465846646,11189.697837085894,2.2917041175721017e-06,1,-67,0,0
230.0,30000.0,1.0,10000000000.0,-3.3714412616,0.03434010858025748,9.3515203581,-12.957315799,1.4466605921,11516.319070953252,2.358898467377951e-06,1,-68,0,0
230.0,30000.0,1.0,10000000000.0,-3.3425096981,0.03534813316416887,9.3802919365,-12.928416739,1.4467365195,11852.474419058084,2.4280629971395826e-06,1,-69,0,0
230.0,30000.0,1.0,10000000000.0,-3.3135781495,0.036385746907415244,9.4090635333,-12.899517683,1.446812447,12198.442190925767,2.4992554686127133e-06,1,-70,0,0
230.0,30000.0,1.0,10000000000.0,-3.2846466158,0.03745381834269099,9.4378351485,-12.87061863,1.4468883745,12554.508819192204,2.5725353444330907e-06,1,-71,0,0
230.0,30000.0,1.0,10000000000.0,-3.2557150972,0.03855324148861453,9.466606782,-12.84171958,1.446964302,12920.96909659414,2.6479638282744857e-06,1,-72,0,0
230.0,30000.0,1.0,10000000000.0,-3.2267835935,0.03968493662069666,9.4953784338,-12.812820534,1.4470402295,13298.126422527328,2.7256039155988304e-06,1,-73,0,0
230.0,30000.0,1.0,10000000000.0,-3.1978521047,0.040849851019346385,9.524150104,-12.783921491,1.4471161571,13686.293054442209,2.805520454288797e-06,1,-74,0,0
230.0,30000.0,1.0,10000000000.0,-3.1689206309,0.0420489597658036,9.5529217925,-12.755022451,1.4471920846,14085.790362363754,2.887780190941895e-06,1,-75,0,0
230.0,30000.0,1.0,10000000000.0,-3.139989172,0.043283266570638954,9.5816934993,-12.726123415,1.4472680121,14496.949098934801,2.9724518262168005e-06,1,-76,0,0
230.0,30000.0,1.0,10000000000.0,-3.1110577281,0.044553804597253166,9.6104652244,-12.697224382,1.4473439397,14920.109671985427,3.0596060809570663e-06,1,-77,0,0
230.0,30000.0,1.0,10000000000.0,-3.0821262991,0.0458616373436945,9.6392369679,-12.668325352,1.4474198673,15355.62242792505,3.1493157466778455e-06,1,-78,0,0
230.0,30000.0,1.0,10000000000.0,-3.053194885,0.04720785951992996,9.6680087296,-12.639426325,1.4474957948,15803.847935729613,3.2416557491662405e-06,1,-79,0,0
230.0,30000.0,1.0,10000000000.0,-3.0242634858,0.04859359796830228,9.6967805096,-12.610527302,1.4475717224,16265.157294574867,3.3367032077219538e-06,1,80,4,5
230.0,30000.0,1.0,10000000000.0,-2.9953321016,0.05002001260167345,9.725552308,-12.581628282,1.44764765,16739.932436768704,3.4345375093838282e-06,1,81,0,0
230.0,30000.0,1.0,10000000000.0,-2.9664007322,0.051488297394113675,9.7543241246,-12.552729265,1.4477235776,17228.566438834867,3.5352403656032046e-06,1,82,0,0
230.0,30000.0,1.0,10000000000.0,-2.9374693778,0.05299968134534875,9.7830959595,-12.523830251,1.4477995053,17731.463856882372,3.63889588363782e-06,1,83,0,0
230.0,30000.0,1.0,10000000000.0,-2.9085380382,0.05455542955003478,9.8118678126,-12.494931241,1.4478754329,18249.041053200675,3.7455906330518083e-06,1,84,0,0
230.0,30000.0,1.0,10000000000.0,-2.8796067136,0.056156844214792355,9.840639684,-12.466032234,1.4479513605,18781.72654800549,3.855413729037995e-06,1,85,0,0
230.0,30000.0,1.0,10000000000.0,-2.8506754038,0.05780526579117179,9.8694115737,-12.43713323,1.4480272882,19329.96136898768,3.968456896035922e-06,1,86,0,0
230.0,30000.0,1.0,10000000000.0,-2.8217441089,0.05950207405921599,9.8981834816,-12.40823423,1.4481032158,19894.19941622019,4.084814543789599e-06,1,87,0,0
230.0,30000.0,1.0,10000000000.0,-2.7928128289,0.06124868930428374,9.9269554078,-12.379335233,1.4481791435,20474.907843844376,4.204583858215812e-06,1,88,0,0
230.0,30000.0,1.0,10000000000.0,-2.7638815638,0.06304657350033592,9.9557273522,-12.350436239,1.4482550712,21072.567439027345,4.327864870783716e-06,1,89,0,0
230.0,30000.0,1.0,10000000000.0,-2.7349503135,0.06489723154005803,9.9844993148,-12.321537248,1.4483309989,21687.673025967873,4.454760545915389e-06,1,90,0,0
230.0,30000.0,1.0,10000000000.0,-2.706019078,0.06680221248200005,10.013271296,-12.292638261,1.4484069266,22320.733882610846,4.585376862395236e-06,1,91,0,0
230.0,30000.0,1.0,10000000000.0,-2.6770878575,0.06876311083929267,10.042043295,-12.263739277,1.4484828543,22972.27412687481,4.719822915373347e-06,1,92,0,0
230.0,30000.0,1.0,10000000000.0,-2.6481566517,0.0707815679617489,10.070815312,-12.234840296,1.448558782,23642.833198708955,4.858210994246751e-06,1,93,0,0
230.0,30000.0,1.0,10000000000.0,-2.6192254608,0.07285927334182489,10.099587347,-12.205941319,1.4486347097,24332.96628084955,5.000656675769396e-06,1,94,0,0
230.0,30000.0,1.0,10000000000.0,-2.5902942848,0.07499796607601647,10.128359401,-12.177042344,1.4487106375,25043.24478789902,5.147278940440732e-06,1,95,0,0
230.0,30000.0,1.0,10000000000.0,-2.5613631236,0.0771994363147865,10.157131473,-12.148143373,1.4487865652,25774.256765775935,5.2982002370019374e-06,1,96,0,0
230.0,30000.0,1.0,10000000000.0,-2.5324319772,0.07946552674609529,10.185903563,-12.119244406,1.448862493,26526.60745091496,5.453546614413735e-06,1,97,0,0
230.0,30000.0,1.0,10000000000.0,-2.5035008456,0.0817981341447474,10.214675671,-12.090345441,1.4489384208,27300.919747768694,5.613447828640512e-06,1,98,0,0
230.0,30000.0,1.0,10000000000.0,-2.4745697288,0.08419921095992774,10.243447798,-12.06144648,1.4490143486,28097.83477268076,5.778037417988246e-06,1,99,0,0
230.0,30000.0,1.0,10000000000.0,-2.4456386269,0.0866707669406663,10.272219942,-12.032547522,1.4490902764,28918.012273146738,5.947452852982277e-06,1,100,4,6
230.0,30000.0,1.0,10000000000.0,-2.4167075397,0.08921487085234751,10.300992105,-12.003648567,1.4491662042,29762.131370055704,6.121835629206775e-06,1,101,0,0
230.0,30000.0,1.0,10000000000.0,-2.3877764674,0.09183365214774672,10.329764286,-11.974749616,1.449242132,30630.890922441162,6.301331384632291e-06,1,102,0,0
230.0,30000.0,1.0,10000000000.0,-2.3588454098,0.09452930281970108,10.358536485,-11.945850668,1.4493180598,31525.010219362543,6.4860900397903194e-06,1,103,0,0
230.0,30000.0,1.0,10000000000.0,-2.329914367,0.09730407917298883,10.387308702,-11.916951723,1.4493939876,32445.229547393832,6.676265904798785e-06,1,104,0,0
230.0,30000.0,1.0,10000000000.0,-2.3009833391,0.10016030373870026,10.416080938,-11.888052781,1.4494699155,33392.31083699009,6.872017814187187e-06,1,105,0,0
230.0,30000.0,1.0,10000000000.0,-2.2720523258,0.10310036725927,10.444853191,-11.859153843,1.4495458433,34367.03816076163,7.0735092524794946e-06,1,106,0,0
230.0,30000.0,1.0,10000000000.0,-2.2431213274,0.10612673058924543,10.473625463,-11.830254908,1.4496217712,35370.21861558835,7.280908511545722e-06,1,107,0,0
230.0,30000.0,1.0,10000000000.0,-2.2141903437,0.10924192686602902,10.502397752,-11.801355976,1.4496976991,36402.68271971095,7.4943888107422554e-06,1,108,0,0
230.0,30000.0,1.0,10000000000.0,-2.1852593748,0.11244856354777732,10.53117006,-11.772457047,1.449773627,37465.28537954445,7.714128448258336e-06,1,109,0,0
230.0,30000.0,1.0,10000000000.0,-2.1563284206,0.11574932464884831,10.559942386,-11.743558122,1.4498495548,38558.906348853496,7.940310942087843e-06,1,110,0,0
230.0,30000.0,1.0,10000000000.0,-2.1273974812,0.11914697294183706,10.58871473,-11.714659199,1.4499254828,39684.45109972738,8.173125214835863e-06,1,111,0,0
230.0,30000.0,1.0,10000000000.0,-2.0984665566,0.12264435230329687,10.617487092,-11.685760281,1.4500014107,40842.85153696747,8.412765687715162e-06,1,112,0,0
230.0,30000.0,1.0,10000000000.0,-2.0695356466,0.1262443901082577,10.646259472,-11.656861365,1.4500773386,42035.06676973344,8.659432532169979e-06,1,113,0,0
230.0,30000.0,1.0,10000000000.0,-2.0406047514,0.12995009960601633,10.675031871,-11.627962453,1.4501532665,43262.083948978085,8.913331746391008e-06,1,114,0,0
230.0,30000.0,1.0,10000000000.0,-2.011673871,0.13376458251494983,10.703804287,-11.599063543,1.4502291945,44524.91891302004,9.174675403633878e-06,1,115,0,0
230.0,30000.0,1.0,10000000000.0,-1.9827430052,0.13769103162221175,10.732576721,-11.570164638,1.4503051224,45824.61728458334,9.443681749560511e-06,1,116,0,0
230.0,30000.0,1.0,10000000000.0,-1.9538121542,0.1417327333749163,10.761349174,-11.541265735,1.4503810504,47162.25521440533,9.720575484696999e-06,1,117,0,0
230.0,30000.0,1.0,10000000000.0,-1.9248813179,0.145893070724793,10.790121644,-11.512366836,1.4504569784,48538.94012705136,1.0005587850324506e-05,1,118,0,0
230.0,30000.0,1.0,10000000000.0,-1.8959504963,0.15017552590564817,10.818894133,-11.483467939,1.4505329064,49955.81196682037,1.0298956907226606e-05,1,119,0,0
230.0,30000.0,1.0,10000000000.0,-1.8670196894,0.15458368336119266,10.847666639,-11.454569047,1.4506088344,51414.04375861932,1.0600927644958724e-05,1,120,4,7
230.0,30000.0,1.0,10000000000.0,-1.8380888972,0.15912123274503437,10.876439164,-11.425670157,1.4506847624,52914.84297349818,1.0911752298918313e-05,1,121,0,0
230.0,30000.0,1.0,10000000000.0,-1.8091581196,0.16379197202510223,10.905211707,-11.39677127,1.4507606904,54459.45217721201,1.1231690457992357e-05,1,122,0,0
230.0,30000.0,1.0,10000000000.0,-1.7802273568,0.16859981059729118,10.933984267,-11.367872387,1.4508366184,56049.150204349935,1.156100932130382e-05,1,123,0,0
230.0,30000.0,1.0,10000000000.0,-1.7512966086,0.17354877267164182,10.962756846,-11.338973507,1.4509125464,57685.25338991472,1.189998394508763e-05,1,124,0,0
230.0,30000.0,1.0,10000000000.0,-1.7223658751,0.1786430005252048,10.991529443,-11.310074631,1.4509884745,59369.116327779884,1.2248897426797897e-05,1,125,0,0
230.0,30000.0,1.0,10000000000.0,-1.6934351563,0.18388675803489093,11.020302057,-11.281175757,1.4510644025,61102.13315067905,1.2608041201104372e-05,1,126,0,0
230.0,30000.0,1.0,10000000000.0,-1.6645044522,0.18928443422971314,11.04907469,-11.252276887,1.4511403306,62885.73887282688,1.2977715197869057e-05,1,127,0,0
230.0,30000.0,1.0,10000000000.0,-1.6355737627,0.19484054698363285,11.077847341,-11.22337802,1.4512162587,64721.41021676454,1.3358228178774193e-05,1,128,0,0
230.0,30000.0,1.0,10000000000.0,-1.6066430878,0.20055974675948568,11.10662001,-11.194479156,1.4512921868,66610.667075365,1.3749897945839522e-05,1,129,0,0
230.0,30000.0,1.0,10000000000.0,-1.5777124277,0.20644682047771934,11.135392696,-11.165580296,1.4513681149,68555.07364245434,1.4153051604940617e-05,1,130,0,0
230.0,30000.0,1.0,10000000000.0,-1.5487817821,0.2125066956654886,11.164165401,-11.136681438,1.451444043,70556.23998031772,1.4568025895210689e-05,1,131,0,0
230.0,30000.0,1.0,10000000000.0,-1.5198511512,0.21874444437714005,11.192938123,-11.107782584,1.4515199711,72615.82287479944,1.4995167371574778e-05,1,132,0,0
230.0,30000.0,1.0,10000000000.0,-1.4909205349,0.22516528760386326,11.221710864,-11.078883734,1.4515958992,74735.52776399815,1.5434832778272535e-05,1,133,0,0
230.0,30000.0,1.0,10000000000.0,-1.4619899333,0.23177459953697252,11.250483622,-11.049984886,1.4516718274,76917.1095774152,1.5887389351076545e-05,1,134,0,0
230.0,30000.0,1.0,10000000000.0,-1.4330593462,0.23857791217845803,11.279256399,-11.021086042,1.4517477555,79162.3747789023,1.635321503051061e-05,1,135,0,0
230.0,30000.0,1.0,10000000000.0,-1.4041287738,0.24558091980927718,11.308029193,-10.992187201,1.4518236837,81473.18225552562,1.6832698886032777e-05,1,136,0,0
230.0,30000.0,1.0,10000000000.0,-1.375198216,0.2527894839180774,11.336802006,-10.963288363,1.4518996118,83851.44548153294,1.7326241378786713e-05,1,137,0,0
230.0,30000.0,1.0,10000000000.0,-1.3462676728,0.2602096380134865,11.365574836,-10.934389528,1.45197554,86299.13345987842,1.7834254711493704e-05,1,138,0,0
230.0,30000.0,1.0,10000000000.0,-1.3173371442,0.2678475926969346,11.394347684,-10.905490697,1.4520514682,88818.27292556135,1.8357163154358978e-05,1,139,0,0
230.0,30000.0,1.0,10000000000.0,-1.2884066302,0.2757097408605078,11.42312055,-10.876591868,1.4521273964,91410.94969561209,1.8895403472319202e-05,1,140,4,8
230.0,30000.0,1.0,10000000000.0,-1.2594761308,0.2838026630373623,11.451893434,-10.847693044,1.4522033246,94079.31047774559,1.94494251423468e-05,1,141,0,0
230.0,30000.0,1.0,10000000000.0,-1.2305456459,0.2921331329383884,11.480666336,-10.818794222,1.4522792528,96825.56464796704,2.0019690935171215e-05,1,142,0,0
230.0,30000.0,1.0,10000000000.0,-1.2016151757,0.3007081230053115,11.509439256,-10.789895403,1.4523551811,99651.98608007186,2.0606677112774174e-05,1,143,0,0
230.0,30000.0,1.0,10000000000.0,-1.17268472,0.3095348104498663,11.538212193,-10.760996588,1.4524311093,102560.9149259957,2.1210873899435582e-05,1,144,0,0
230.0,30000.0,1.0,10000000000.0,-1.1437542788,0.3186205830870462,11.566985149,-10.732097776,1.4525070375,105554.75996094514,2.1832785934669603e-05,1,145,0,0
230.0,30000.0,1.0,10000000000.0,-1.1148238523,0.3279730455093399,11.595758122,-10.703198967,1.4525829658,108635.9998627448,2.2472932633472455e-05,1,146,0,0
230.0,30000.0,1.0,10000000000.0,-1.0858934403,0.33760002564421004,11.624531114,-10.674300161,1.4526588941,111807.18609732759,2.3131848640146375e-05,1,147,0,0
230.0,30000.0,1.0,10000000000.0,-1.0569630428,0.34750958111618907,11.653304123,-10.645401359,1.4527348224,115070.94417422332,2.38100842510127e-05,1,148,0,0
230.0,30000.0,1.0,10000000000.0,-1.0280326599,0.3577100060166475,11.68207715,-10.61650256,1.4528107506,118429.97658455078,2.450820594406129e-05,1,149,0,0
230.0,30000.0,1.0,10000000000.0,-0.99910229159,0.36820983791742845,11.710850195,-10.587603764,1.4528866789,121887.0646011522,2.522679678334269e-05,1,150,0,0
230.0,30000.0,1.0,10000000000.0,-0.97017193777,0.37901786501420087,11.739623258,-10.558704971,1.4529626073,125445.07069031768,2.5966456928402933e-05,1,151,0,0
230.0,30000.0,1.0,10000000000.0,-0.94124159847,0.3901431334006719,11.768396338,-10.529806182,1.4530385356,129106.94075300574,2.6727804108795493e-05,1,152,0,0
230.0,30000.0,1.0,10000000000.0,-0.91231127371,0.40159495468857087,11.797169437,-10.500907395,1.4531144639,132875.70707702683,2.7511474246145133e-05,1,153,0,0
230.0,30000.0,1.0,10000000000.0,-0.88338096346,0.4133829138177687,11.825942553,-10.472008612,1.4531903922,136754.48994759016,2.8318121798854076e-05,1,154,0,0
230.0,30000.0,1.0,10000000000.0,-0.85445066773,0.42551687704276725,11.854715687,-10.443109832,1.4532663206,140746.50113896673,2.9148420496635124e-05,1,155,0,0
230.0,30000.0,1.0,10000000000.0,-0.82552038651,0.4380070002138515,11.883488839,-10.414211055,1.4533422489,144855.0460538838,3.0003063795500265e-05,1,156,0,0
230.0,30000.0,1.0,10000000000.0,-0.79659011979,0.4508637372689399,11.912262009,-10.385312282,1.4534181773,149083.52658975797,3.0882765452764175e-05,1,157,0,0
230.0,30000.0,1.0,10000000000.0,-0.76765986757,0.4640978489780645,11.941035196,-10.356413512,1.4534941057,153435.44380229324,3.1788260214020065e-05,1,158,0,0
230.0,30000.0,1.0,10000000000.0,-0.73872962985,0.4777204119533781,11.969808401,-10.327514745,1.4535700341,157914.4012561072,3.272030433765204e-05,1,159,0,0
230.0,30000.0,1.0,10000000000.0,-0.70979940661,0.4917428279291869,11.998581624,-10.298615981,1.4536459625,162524.10756586457,3.3679676255592195e-05,1,160,4,9
230.0,30000.0,1.0,10000000000.0,-0.68086919786,0.5061768332803651,12.027354865,-10.26971722,1.4537218909,167268.3796121648,3.466717722344797e-05,1,161,0,0
230.0,30000.0,1.0,10000000000.0,-0.65193900359,0.5210345088686106,12.056128124,-10.240818463,1.4537978193,172151.14570223037,3.5683631954008136e-05,1,162,0,0
