T_K,p_Pa,F,N_a_m3,log_w,w_m_s,log_n,log_q,s,n,q,branch,point,type_code,label
190.0,30000.0,1.0,10000000000.0,-0.60085309358,0.5483436480578221,13.864780397,-12.610739357,1.5842636854,1050503.779425114,3.3359957181392415e-06,1,-164,0,0
190.0,30000.0,1.0,10000000000.0,-0.57192897138,0.5644356077778843,13.893556369,-12.58183729,1.584361925,1081172.187153291,3.433819738580604e-06,1,-165,0,0
190.0,30000.0,1.0,10000000000.0,-0.54300486307,0.580999801914025,13.922332358,-12.552935227,1.5844601646,1112735.9473046288,3.5345123154049327e-06,1,-166,0,0
190.0,30000.0,1.0,10000000000.0,-0.51408076864,0.5980500884197035,13.951108365,-12.524033168,1.5845584043,1145221.201047822,3.6381575647130603e-06,1,-167,0,0
190.0,30000.0,1.0,10000000000.0,-0.48515668809,0.6156007319041504,13.979884389,-12.495131112,1.5846566439,1178654.8505082158,3.744842072916615e-06,1,-168,0,0
190.0,30000.0,1.0,10000000000.0,-0.45623262141,0.6336664155774515,14.008660431,-12.46622906,1.5847548836,1213064.5855678858,3.854654958050742e-06,1,-169,0,0
190.0,30000.0,1.0,10000000000.0,-0.42730856859,0.6522622535283883,14.037436491,-12.437327011,1.5848531233,1248478.9033973385,3.967687958995252e-06,1,-170,0,0
190.0,30000.0,1.0,10000000000.0,-0.39838452964,0.671403803354943,14.066212568,-12.408424966,1.5849513629,1284927.1318859097,4.084035496901279e-06,1,-171,0,0
190.0,30000.0,1.0,10000000000.0,-0.36946050454,0.6911070792118406,14.094988663,-12.379522925,1.5850496026,1322439.4577132682,4.20379476551781e-06,1,-172,0,0
190.0,30000.0,1.0,10000000000.0,-0.34053649329,0.7113885651747752,14.123764775,-12.350620887,1.5851478424,1361046.9462813288,4.327065812965543e-06,1,-173,0,0
190.0,30000.0,1.0,10000000000.0,-0.31161249589,0.732265229043011,14.152540905,-12.321718853,1.5852460821,1400781.5726619523,4.453951612581841e-06,1,-174,0,0
190.0,30000.0,1.0,10000000000.0,-0.28268851233,0.7537545365414985,14.181317052,-12.292816822,1.5853443218,1441676.2427097943,4.584558166013106e-06,1,-175,0,0
190.0,30000.0,1.0,10000000000.0,-0.2537645426,0.7758744659253243,14.210093216,-12.263914795,1.5854425616,1483764.8243597571,4.718994574191412e-06,1,-176,0,0
190.0,30000.0,1.0,10000000000.0,-0.2248405867,0.7986435230116389,14.238869399,-12.235012771,1.5855408013,1527082.177409586,4.857373146561488e-06,1,-177,0,0
190.0,30000.0,1.0,10000000000.0,-0.19591664463,0.8220807566679509,14.267645598,-12.206110752,1.5856390411,1571664.1718339215,4.999809471281076e-06,1,-178,0,0
190.0,30000.0,1.0,10000000000.0,-0.16699271638,0.8462057747560474,14.296421816,-12.177208735,1.5857372809,1617547.7341690713,5.1464225508002905e-06,1,-179,0,0
190.0,30000.0,1.0,10000000000.0,-0.13806880194,0.8710387605275904,14.32519805,-12.148306723,1.5858355206,1664770.85949335,5.297334846675906e-06,1,-180,4,10
190.0,30000.0,1.0,10000000000.0,-0.10914490131,0.896600489499619,14.353974303,-12.119404713,1.5859337604,1713372.662043696,5.4526724427864075e-06,1,-181,0,0
190.0,30000.0,1.0,10000000000.0,-0.080221014489,0.9229123468433094,14.382750572,-12.090502708,1.5860320003,1763393.3879059267,5.612565087955651e-06,1,-182,0,0
190.0,30000.0,1.0,10000000000.0,-0.051297141464,0.949996345284403,14.41152686,-12.061600706,1.5861302401,1814874.468630107,5.777146363103104e-06,1,-183,0,0
190.0,30000.0,1.0,10000000000.0,-0.022373282233,0.9778751434971943,14.440303164,-12.032698708,1.5862284799,1867858.53467283,5.946553749342899e-06,1,-184,0,0
190.0,30000.0,1.0,10000000000.0,0.0065505632098,1.0065720650731143,14.469079486,-12.003796713,1.5863267198,1922389.4702666267,6.120928770921029e-06,1,-185,0,0
190.0,30000.0,1.0,10000000000.0,0.035474394869,1.0361111180275053,14.497855826,-11.974894722,1.5864249596,1978512.4372707237,6.300417089976819e-06,1,-186,0,0
190.0,30000.0,1.0,10000000000.0,0.064398212749,1.0665170148844698,14.526632183,-11.945992734,1.5865231995,2036273.9140673243,6.485168652373186e-06,1,-187,0,0
190.0,30000.0,1.0,10000000000.0,0.093322016856,1.0978151933523295,14.555408557,-11.91709075,1.5866214394,2095721.7379537213,6.675337788096978e-06,1,-188,0,0
190.0,30000.0,1.0,10000000000.0,0.1222458072,1.1300318376061003,14.584184949,-11.88818877,1.5867196793,2156905.1450528256,6.871083358895924e-06,1,-189,0,0
190.0,30000.0,1.0,10000000000.0,0.15116958377,1.1631939001636504,14.612961358,-11.859286793,1.5868179192,2219874.804746693,7.072568891936222e-06,1,-190,0,0
190.0,30000.0,1.0,10000000000.0,0.18009334659,1.1973291244963369,14.641737785,-11.83038482,1.5869161591,2284682.870154534,7.27996269559692e-06,1,-191,0,0
190.0,30000.0,1.0,10000000000.0,0.20901709565,1.232466068158693,14.670514229,-11.80148285,1.5870143991,2351383.0125701027,7.4934380279723685e-06,1,-192,0,0
190.0,30000.0,1.0,10000000000.0,0.23794083097,1.2686341267534345,14.699290691,-11.772580884,1.587112639,2420030.4749303395,7.713173212881649e-06,1,-193,0,0
190.0,30000.0,1.0,10000000000.0,0.26686455255,1.305863558462378,14.72806717,-11.743678922,1.5872108789,2490682.108293179,7.939351810458745e-06,1,-194,0,0
190.0,30000.0,1.0,10000000000.0,0.29578826038,1.3441855093685802,14.756843666,-11.714776963,1.5873091189,2563396.4259106233,8.172162771589754e-06,1,-195,0,0
190.0,30000.0,1.0,10000000000.0,0.32471195449,1.3836320395786226,14.78562018,-11.685875007,1.5874073589,2638233.652046576,8.411800580121401e-06,1,-196,0,0
190.0,30000.0,1.0,10000000000.0,0.35363563487,1.4242361499362997,14.814396711,-11.656973055,1.5875055989,2715255.7640955374,8.658465414160166e-06,1,-197,0,0
190.0,30000.0,1.0,10000000000.0,0.38255930153,1.4660318097091853,14.84317326,-11.628071107,1.5876038389,2794526.554326178,8.912363329855553e-06,1,-198,0,0
190.0,30000.0,1.0,10000000000.0,0.41148295446,1.509053984949142,14.871949826,-11.599169163,1.5877020789,2876111.672004834,9.173706425590383e-06,1,-199,0,0
190.0,30000.0,1.0,10000000000.0,0.44040659369,1.5533386678317556,14.900726409,-11.570267222,1.5878003189,2960078.685837119,9.442713028600395e-06,1,-200,4,11
190.0,30000.0,1.0,10000000000.0,0.46933021921,1.5989229066462636,14.92950301,-11.541365284,1.587898559,3046497.140341095,9.719607859291945e-06,1,-201,0,0
190.0,30000.0,1.0,10000000000.0,0.49825383103,1.6458448368776744,14.958279628,-11.51246335,1.587996799,3135438.6044846685,1.0004622217617998e-05,1,-202,0,0
190.0,30000.0,1.0,10000000000.0,0.52717742916,1.6941437130793673,14.987056263,-11.48356142,1.5880950391,3226976.7397577916,1.0297994195434307e-05,1,-203,0,0
190.0,30000.0,1.0,10000000000.0,0.55610101359,1.743859941676252,15.015832916,-11.454659493,1.5881932791,3321187.361629164,1.0599968876815975e-05,1,-204,0,0
190.0,30000.0,1.0,10000000000.0,0.58502458433,1.7950351148330792,15.044609586,-11.42575757,1.5882915192,3418148.492569556,1.0910798511601929e-05,1,-205,0,0
190.0,30000.0,1.0,10000000000.0,0.6139481414,1.8477120452344182,15.073386273,-11.39685565,1.5883897593,3517940.436262473,1.1230742767935131e-05,1,-206,0,0
190.0,30000.0,1.0,10000000000.0,0.64287168478,1.9019348018067184,15.102162978,-11.367953734,1.5884879994,3620645.8446026826,1.1560068906129054e-05,1,-207,0,0
190.0,30000.0,1.0,10000000000.0,0.6717952145,1.9577487467488726,15.1309397,-11.339051822,1.5885862395,3726349.7755011166,1.1899052034336747e-05,1,-208,0,0
190.0,30000.0,1.0,10000000000.0,0.69314718112,2.0000000011201093,15.15218331,-11.317715807,1.5886587625,3806357.7167231,1.2155658128366074e-05,1,-209,-4,12
