T_K,p_Pa,F,N_a_m3,log_w,w_m_s,log_n,log_q,s,n,q,branch,point,type_code,label
190.0,30000.0,1.0,10000000000.0,-4.2743313357,0.013921354320070746,10.210377058,-16.281331439,1.5717873517,27183.815532401895,8.493908885871262e-08,1,37,0,0
190.0,30000.0,1.0,10000000000.0,-4.2454054066,0.014329923055874248,10.239150746,-16.252428907,1.5718855897,27977.3559528353,8.742986507407247e-08,1,38,0,0
190.0,30000.0,1.0,10000000000.0,-4.2164794921,0.014750482393308615,10.267924452,-16.223526379,1.5719838278,28794.061645535076,8.999368110728809e-08,1,39,0,0
190.0,30000.0,1.0,10000000000.0,-4.1875535921,0.015183384225587593,10.296698177,-16.194623854,1.5720820659,29634.608902908545,9.263267886873826e-08,1,40,4,3
190.0,30000.0,1.0,10000000000.0,-4.1586277067,0.015628990769860424,10.32547192,-16.165721333,1.572180304,30499.693702375174,9.534906289526833e-08,1,41,0,0
190.0,30000.0,1.0,10000000000.0,-4.1297018359,0.016087674874647722,10.354245682,-16.136818816,1.5722785422,31390.03239964471,9.814510245917376e-08,1,42,0,0
190.0,30000.0,1.0,10000000000.0,-4.1007759796,0.016559820332013052,10.383019461,-16.107916303,1.5723767803,32306.362169292588,1.010231333764887e-07,1,43,0,0
190.0,30000.0,1.0,10000000000.0,-4.0718501379,0.01704582219379505,10.41179326,-16.079013793,1.5724750185,33249.441867391426,1.0398556006227724e-07,1,44,0,0
190.0,30000.0,1.0,10000000000.0,-4.0429243106,0.017546087110420366,10.440567076,-16.050111287,1.5725732566,34220.05230715157,1.0703485723330418e-07,1,45,0,0
190.0,30000.0,1.0,10000000000.0,-4.0139984979,0.018061033659244427,10.469340911,-16.021208785,1.5726714948,35218.99726388659,1.101735722754838e-07,1,46,0,0
190.0,30000.0,1.0,10000000000.0,-3.9850726998,0.018591092704885792,10.498114764,-15.992306286,1.572769733,36247.10387544409,1.1340432738718822e-07,1,47,0,0
190.0,30000.0,1.0,10000000000.0,-3.9561469162,0.019136707758314442,10.526888636,-15.963403792,1.5728679712,37305.223498445564,1.1672982131940592e-07,1,48,0,0
190.0,30000.0,1.0,10000000000.0,-3.927221147,0.01969833534622817,10.555662526,-15.934501301,1.5729662094,38394.232270292225,1.2015283242112197e-07,1,49,0,0
190.0,30000.0,1.0,10000000000.0,-3.8982953924,0.020276445386940622,10.584436434,-15.905598813,1.5730644477,39515.03194239485,1.2367622028654688e-07,1,50,0,0
190.0,30000.0,1.0,10000000000.0,-3.8693696523,0.020871521595192212,10.613210361,-15.87669633,1.5731626859,40668.55063238171,1.273029281097375e-07,1,51,0,0
190.0,30000.0,1.0,10000000000.0,-3.8404439267,0.02148406187914216,10.641984305,-15.84779385,1.5732609242,41855.7434311714,1.3103598589241272e-07,1,52,0,0
190.0,30000.0,1.0,10000000000.0,-3.8115182156,0.022114578758859645,10.670758269,-15.818891373,1.5733591624,43077.59352061074,1.3487851224037903e-07,1,53,0,0
190.0,30000.0,1.0,10000000000.0,-3.7825925189,0.022763599797402355,10.69953225,-15.789988901,1.5734574007,44335.112530614395,1.3883371693142177e-07,1,54,0,0
190.0,30000.0,1.0,10000000000.0,-3.7536668368,0.023431668033163457,10.72830625,-15.761086432,1.573555639,45629.34184121091,1.429049044136724e-07,1,55,0,0
190.0,30000.0,1.0,10000000000.0,-3.7247411691,0.02411934245008153,10.757080268,-15.732183967,1.5736538773,46961.35310136077,1.4709547561764992e-07,1,56,0,0
190.0,30000.0,1.0,10000000000.0,-3.6958155159,0.024827198429308594,10.785854304,-15.703281506,1.5737521156,48332.249289984524,1.514089313408068e-07,1,57,0,0
190.0,30000.0,1.0,10000000000.0,-3.6668898772,0.025555828239775577,10.814628358,-15.674379048,1.5738503539,49743.16558629205,1.5584887519300713e-07,1,58,0,0
190.0,30000.0,1.0,10000000000.0,-3.6379642529,0.026305841534068484,10.843402431,-15.645476594,1.5739485923,51195.270361052346,1.6041901614838144e-07,1,59,0,0
190.0,30000.0,1.0,10000000000.0,-3.609038643,0.027077865853462092,10.872176522,-15.616574144,1.5740468306,52689.765993516114,1.6512317209352756e-07,1,60,4,4
190.0,30000.0,1.0,10000000000.0,-3.5801130477,0.02787254714978934,10.900950631,-15.587671697,1.574145069,54227.89001492102,1.6996527303977498e-07,1,61,0,0
190.0,30000.0,1.0,10000000000.0,-3.5511874667,0.028690550345145917,10.929724759,-15.558769254,1.5742433074,55810.91614080918,1.7494936390617478e-07,1,62,0,0
190.0,30000.0,1.0,10000000000.0,-3.5222619002,0.029532559860713438,10.958498905,-15.529866815,1.5743415458,57440.15516161185,1.8007960838908182e-07,1,63,0,0
190.0,30000.0,1.0,10000000000.0,-3.4933363482,0.030399280208568323,10.987273069,-15.50096438,1.5744397842,59116.9561892609,1.8536029228001034e-07,1,64,0,0
190.0,30000.0,1.0,10000000000.0,-3.4644108105,0.03129143658195119,11.016047251,-15.472061948,1.5745380226,60842.707721745355,1.9079582723669795e-07,1,65,0,0
190.0,30000.0,1.0,10000000000.0,-3.4354852873,0.0322097754435829,11.044821451,-15.44315952,1.574636261,62618.838792976276,1.9639075390716536e-07,1,66,0,0
190.0,30000.0,1.0,10000000000.0,-3.4065597785,0.03315506517156465,11.07359567,-15.414257096,1.5747344994,64446.82022066854,2.0214974627353367e-07,1,67,0,0
190.0,30000.0,1.0,10000000000.0,-3.3776342841,0.03412809668998741,11.102369907,-15.385354675,1.5748327379,66328.1656347501,2.0807761558457733e-07,1,68,0,0
190.0,30000.0,1.0,10000000000.0,-3.3487088041,0.035129684133692655,11.131144162,-15.356452258,1.5749309763,68264.43291688699,2.141793137627428e-07,1,69,0,0
190.0,30000.0,1.0,10000000000.0,-3.3197833385,0.036160665529411606,11.159918435,-15.327549845,1.5750292148,70257.22542978496,2.2045993814141103e-07,1,70,0,0
190.0,30000.0,1.0,10000000000.0,-3.2908578873,0.03722190349689261,11.188692726,-15.298647435,1.5751274533,72308.19334499963,2.2692473575364343e-07,1,71,0,0
190.0,30000.0,1.0,10000000000.0,-3.2619324505,0.0383142859706034,11.217467036,-15.269745029,1.5752256918,74419.03508393189,2.335791070477888e-07,1,72,0,0
190.0,30000.0,1.0,10000000000.0,-3.2330070281,0.03943872694261191,11.246241363,-15.240842627,1.5753239303,76591.49842879787,2.4042861105382855e-07,1,73,0,0
190.0,30000.0,1.0,10000000000.0,-3.2040816201,0.040596167227267194,11.275015709,-15.211940228,1.5754221688,78827.38248905433,2.474789700605743e-07,1,74,0,0
190.0,30000.0,1.0,10000000000.0,-3.1751562264,0.04178757525249877,11.303790073,-15.183037834,1.5755204074,81128.53866803253,2.54736073413082e-07,1,75,0,0
190.0,30000.0,1.0,10000000000.0,-3.1462308471,0.04301394785774448,11.332564455,-15.154135443,1.5756186459,83496.87249601995,2.6220598415841497e-07,1,-76,0,0
190.0,30000.0,1.0,10000000000.0,-3.1173054821,0.0442763111444297,11.361338856,-15.125233055,1.5757168845,85934.34521983497,2.6989494264025243e-07,1,-77,0,0
190.0,30000.0,1.0,10000000000.0,-3.0883801315,0.04557572131746907,11.390113274,-15.096330671,1.5758151231,88442.97508573021,2.778093719150321e-07,1,-78,0,0
190.0,30000.0,1.0,10000000000.0,-3.0594547953,0.046913265581701884,11.418887711,-15.067428291,1.5759133616,91024.83961011951,2.8595588364908473e-07,1,-79,0,0
190.0,30000.0,1.0,10000000000.0,-3.0305294734,0.04829006305213415,11.447662165,-15.038525915,1.5760116002,93682.07660213232,2.9434128338714035e-07,1,-80,4,5
190.0,30000.0,1.0,10000000000.0,-3.0016041658,0.049707265680989814,11.476436638,-15.009623542,1.5761098388,96416.88665235922,3.0297257654049886e-07,1,-81,0,0
190.0,30000.0,1.0,10000000000.0,-2.9726788726,0.05116605922078237,11.505211129,-14.980721173,1.5762080775,99231.53431522241,3.1185697334779445e-07,1,-82,0,0
190.0,30000.0,1.0,10000000000.0,-2.9437535937,0.052667664231406786,11.533985638,-14.951818808,1.5763063161,102128.35035113002,3.210018957726608e-07,1,-83,0,0
190.0,30000.0,1.0,10000000000.0,-2.9148283292,0.05421333708110962,11.562760165,-14.922916446,1.5764045547,105109.73356568078,3.304149837483325e-07,1,-84,0,0
190.0,30000.0,1.0,10000000000.0,-2.8859030789,0.05580437102396427,11.59153471,-14.894014088,1.5765027934,108178.15279624917,3.4010410058772226e-07,1,-85,0,0
190.0,30000.0,1.0,10000000000.0,-2.856977843,0.0574420972440364,11.620309273,-14.865111734,1.5766010321,111336.14895656865,3.5007734050585174e-07,1,-86,0,0
190.0,30000.0,1.0,10000000000.0,-2.8280526213,0.05912788601312496,11.649083855,-14.836209383,1.5766992708,114586.33725559474,3.6034303543005145e-07,1,-87,0,0
190.0,30000.0,1.0,10000000000.0,-2.799127414,0.060863147791842175,11.677858454,-14.807307036,1.5767975094,117931.40890821816,3.709097609000621e-07,1,-88,0,0
190.0,30000.0,1.0,10000000000.0,-2.7702022209,0.06264933445629987,11.706633072,-14.778404693,1.5768957482,121374.13416316199,3.8178634427180467e-07,1,-89,0,0
190.0,30000.0,1.0,10000000000.0,-2.7412770422,0.06448794046475986,11.735407707,-14.749502354,1.5769939869,124917.36366654414,3.9298187175144123e-07,1,-90,0,0
190.0,30000.0,1.0,10000000000.0,-2.7123518777,0.06638050415737119,11.764182361,-14.720600018,1.5770922256,128564.03178049029,4.0450569639027045e-07,1,-91,0,0
190.0,30000.0,1.0,10000000000.0,-2.6834267275,0.06832860899912868,11.792957032,-14.691697685,1.5771904643,132317.15802748565,4.163674451242757e-07,1,-92,0,0
190.0,30000.0,1.0,10000000000.0,-2.6545015916,0.07033388492988032,11.821731722,-14.662795357,1.5772887031,136179.85060558916,4.285770263300474e-07,1,-93,0,0
190.0,30000.0,1.0,10000000000.0,-2.62557647,0.07239800972170668,11.85050643,-14.633893032,1.5773869419,140155.30805851665,4.4114464062397597e-07,1,-94,0,0
190.0,30000.0,1.0,10000000000.0,-2.5966513626,0.07452271039003383,11.879281156,-14.604990711,1.5774851806,144246.82244257582,4.540807864557683e-07,1,-95,0,0
190.0,30000.0,1.0,10000000000.0,-2.5677262695,0.07670976461656473,11.908055899,-14.576088393,1.5775834194,148457.78177601562,4.673962710236645e-07,1,-96,0,0
190.0,30000.0,1.0,10000000000.0,-2.5388011906,0.07896100226592667,11.936830661,-14.547186079,1.5776816582,152791.67343449465,4.811022175109574e-07,1,-97,0,0
190.0,30000.0,1.0,10000000000.0,-2.509876126,0.0812783068863063,11.965605441,-14.518283769,1.5777798971,157252.08616110528,4.952100757269504e-07,1,-98,0,0
190.0,30000.0,1.0,10000000000.0,-2.4809510756,0.08366361731641501,11.994380239,-14.489381463,1.5778781359,161842.71361966082,5.097316312306843e-07,1,-99,0,0
190.0,30000.0,1.0,10000000000.0,-2.4520260395,0.08611892927548831,12.023155054,-14.46047916,1.5779763747,166567.35714286644,5.246790157009631e-07,1,-100,4,6
190.0,30000.0,1.0,10000000000.0,-2.4231010176,0.08864629706594764,12.051929888,-14.43157686,1.5780746136,171429.92954202276,5.400647160671941e-07,1,-101,0,0
190.0,30000.0,1.0,10000000000.0,-2.3941760099,0.09124783526721018,12.08070474,-14.402674565,1.5781728524,176434.45736228075,5.55901584310024e-07,1,-102,0,0
190.0,30000.0,1.0,10000000000.0,-2.3652510164,0.09392572051290725,12.109479609,-14.373772273,1.5782710913,181585.08468783306,5.722028514687604e-07,1,-103,0,0
190.0,30000.0,1.0,10000000000.0,-2.3363260372,0.09668219330222039,12.138254497,-14.344869985,1.5783693302,186886.0771332895,5.889821348965921e-07,1,-104,0,0
190.0,30000.0,1.0,10000000000.0,-2.3074010721,0.09951955991271204,12.167029403,-14.3159677,1.5784675691,192341.82430229828,6.062534524185033e-07,1,-105,0,0
190.0,30000.0,1.0,10000000000.0,-2.2784761213,0.10244019426236141,12.195804326,-14.287065419,1.578565808,197956.84393584842,6.240312317175988e-07,1,-106,0,0
190.0,30000.0,1.0,10000000000.0,-2.2495511846,0.10544653997414435,12.224579268,-14.258163142,1.5786640469,203735.78626354435,6.423303241372808e-07,1,-107,0,0
190.0,30000.0,1.0,10000000000.0,-2.2206262622,0.10854111233956186,12.253354227,-14.229260868,1.5787622859,209683.43647424897,6.611660171766118e-07,1,-108,0,0
190.0,30000.0,1.0,10000000000.0,-2.1917013539,0.11172650050616749,12.282129205,-14.200358599,1.5788605248,215804.72028685198,6.805540446352253e-07,1,-109,0,0
190.0,30000.0,1.0,10000000000.0,-2.1627764598,0.11500536956952584,12.3109042,-14.171456332,1.5789587638,222104.70637495662,7.00510605068405e-07,1,-110,0,0
190.0,30000.0,1.0,10000000000.0,-2.13385158,0.11838046283350606,12.339679213,-14.14255407,1.5790570028,228588.61203908647,7.210523678876227e-07,1,-111,0,0
190.0,30000.0,1.0,10000000000.0,-2.1049267142,0.1218546041540086,12.368454244,-14.113651811,1.5791552417,235261.80668271196,7.421964948351167e-07,1,-112,0,0
190.0,30000.0,1.0,10000000000.0,-2.0760018627,0.12543070018301408,12.397229293,-14.084749555,1.5792534807,242129.81646879175,7.639606494972625e-07,1,-113,0,0
190.0,30000.0,1.0,10000000000.0,-2.0470770253,0.12911174293162958,12.42600436,-14.055847304,1.5793517197,249198.32889646076,7.863630118487124e-07,1,-114,0,0
190.0,30000.0,1.0,10000000000.0,-2.018152202,0.13290081218932612,12.454779445,-14.026945056,1.5794499588,256473.19751134096,8.094222980667977e-07,1,-115,0,0
190.0,30000.0,1.0,10000000000.0,-1.9892273929,0.13680107811050463,12.483554548,-13.998042811,1.5795481978,263960.44675337564,8.33157771627603e-07,1,-116,0,0
190.0,30000.0,1.0,10000000000.0,-1.960302598,0.14081580389283008,12.512329669,-13.969140571,1.5796464368,271666.276946201,8.575892591674404e-07,1,-117,0,0
190.0,30000.0,1.0,10000000000.0,-1.9313778172,0.144948348509186,12.541104807,-13.940238334,1.5797446759,279597.069152596,8.827371720919517e-07,1,-118,0,0
190.0,30000.0,1.0,10000000000.0,-1.9024530505,0.14920216949007445,12.569879964,-13.9113361,1.579842915,287759.3915696743,9.086225186771852e-07,1,-119,0,0
190.0,30000.0,1.0,10000000000.0,-1.873528298,0.15358082581412663,12.598655138,-13.88243387,1.579941154,296160.00301866274,9.352669223029984e-07,1,-120,4,7
190.0,30000.0,1.0,10000000000.0,-1.8446035595,0.15808798094654541,12.62743033,-13.853531644,1.5800393931,304805.8605085375,9.626926413057535e-07,1,-121,0,0
190.0,30000.0,1.0,10000000000.0,-1.8156788352,0.16272740579685582,12.65620554,-13.824629422,1.5801376322,313704.12387122586,9.909225867146545e-07,1,-122,0,0
190.0,30000.0,1.0,10000000000.0,-1.7867541251,0.16750298196489347,12.684980768,-13.795727203,1.5802358714,322862.1619709374,1.0199803424108805e-06,1,-123,0,0
190.0,30000.0,1.0,10000000000.0,-1.757829429,0.17241870499278902,12.713756014,-13.766824988,1.5803341105,332287.5588070281,1.0498901818278567e-06,1,-124,0,0
190.0,30000.0,1.0,10000000000.0,-1.728904747,0.1774786876239213,12.742531277,-13.737922776,1.5804323496,341988.1194530586,1.0806770922529139e-06,1,-125,0,0
190.0,30000.0,1.0,10000000000.0,-1.6999800791,0.1826871633091975,12.771306558,-13.709020568,1.5805305888,351971.8775272169,1.1123667915586308e-06,1,-126,0,0
190.0,30000.0,1.0,10000000000.0,-1.6710554253,0.18804848973247176,12.800081858,-13.680118364,1.5806288279,362247.1012208325,1.1449857528056306e-06,1,-127,0,0
190.0,30000.0,1.0,10000000000.0,-1.6421307856,0.19356715245616665,12.828857174,-13.651216164,1.5807270671,372822.298657415,1.1785612253373435e-06,1,-128,0,0
190.0,30000.0,1.0,10000000000.0,-1.61320616,0.19924776867387264,12.857632509,-13.622313967,1.5808253063,383706.22856246703,1.2131212587563362e-06,1,-129,0,0
190.0,30000.0,1.0,10000000000.0,-1.5842815485,0.20509509107306667,12.886407862,-13.593411773,1.5809235455,394907.9038941019,1.248694724035513e-06,1,-130,0,0
190.0,30000.0,1.0,10000000000.0,-1.555356951,0.21111401183229112,12.915183232,-13.564509583,1.5810217847,406436.6007127054,1.2853113374632202e-06,1,-131,0,0
190.0,30000.0,1.0,10000000000.0,-1.5264323676,0.2173095666518025,12.94395862,-13.535607397,1.5811200239,418301.86669707496,1.3230016879260926e-06,1,-132,0,0
190.0,30000.0,1.0,10000000000.0,-1.4975077982,0.2236869390496933,12.972734026,-13.506705215,1.5812182632,430513.5278786513,1.3617972612834303e-06,1,-133,0,0
190.0,30000.0,1.0,10000000000.0,-1.4685832429,0.2302514646126406,13.00150945,-13.477803036,1.5813165024,443081.697163205,1.4017304680711616e-06,1,-134,0,0
190.0,30000.0,1.0,10000000000.0,-1.4396587017,0.23700863552416204,13.030284892,-13.448900861,1.5814147417,456016.78270641435,1.4428346664523488e-06,1,-135,0,0
190.0,30000.0,1.0,10000000000.0,-1.4107341745,0.24396410516260375,13.059060351,-13.419998689,1.581512981,469329.49606466084,1.4851441956141193e-06,1,-136,0,0
190.0,30000.0,1.0,10000000000.0,-1.3818096613,0.2511236927840274,13.087835828,-13.391096522,1.5816112202,483030.862447408,1.528694397232163e-06,1,-137,0,0
190.0,30000.0,1.0,10000000000.0,-1.3528851622,0.2584933883870529,13.116611323,-13.362194357,1.5817094595,497132.2284936485,1.5735216569249444e-06,1,-138,0,0
190.0,30000.0,1.0,10000000000.0,-1.3239606771,0.26607935780007014,13.145386835,-13.333292197,1.5818076989,511645.2716007495,1.6196634179564822e-06,1,-139,0,0
190.0,30000.0,1.0,10000000000.0,-1.295036206,0.2738879477648903,13.174162365,-13.30439004,1.5819059382,526582.0111013093,1.6671582294730875e-06,1,-140,4,8
190.0,30000.0,1.0,10000000000.0,-1.266111749,0.2819256912425452,13.202937913,-13.275487886,1.5820041775,541954.8167408253,1.7160457678721636e-06,1,-141,0,0
190.0,30000.0,1.0,10000000000.0,-1.2371873059,0.290199312990634,13.231713479,-13.246585736,1.5821024168,557776.4194055321,1.7663668712377928e-06,1,-142,0,0
190.0,30000.0,1.0,10000000000.0,-1.2082628769,0.2987157349925352,13.260489062,-13.21768359,1.5822006562,574059.92109225,1.8181635768345126e-06,1,-143,0,0
190.0,30000.0,1.0,10000000000.0,-1.1793384619,0.3074820824464705,13.289264664,-13.188781448,1.5822988956,590818.8080396339,1.8714791546040992e-06,1,-144,0,0
190.0,30000.0,1.0,10000000000.0,-1.1504140608,0.31650568964437736,13.318040282,-13.159879309,1.5823971349,608066.957286067,1.9263581452380827e-06,1,-145,0,0
190.0,30000.0,1.0,10000000000.0,-1.1214896738,0.3257941060101381,13.346815919,-13.130977174,1.5824953743,625818.6546144871,1.982846391717732e-06,1,-146,0,0
190.0,30000.0,1.0,10000000000.0,-1.0925653007,0.33535510263601875,13.375591573,-13.102075042,1.5825936137,644088.5998304068,2.040991085210203e-06,1,-147,0,0
190.0,30000.0,1.0,10000000000.0,-1.0636409417,0.34519667852673225,13.404367245,-13.073172914,1.5826918532,662891.9237863728,2.100840796667186e-06,1,-148,0,0
190.0,30000.0,1.0,10000000000.0,-1.0347165966,0.3553270675558682,13.433142935,-13.044270789,1.5827900926,682244.1984636349,2.162445525452197e-06,1,-149,0,0
190.0,30000.0,1.0,10000000000.0,-1.0057922654,0.36575474515493717,13.461918642,-13.015368669,1.582888332,702161.449775123,2.225856730593646e-06,1,-150,0,0
190.0,30000.0,1.0,10000000000.0,-0.97686794827,0.3764884354048921,13.490694367,-12.986466551,1.5829865715,722660.1729045468,2.2911273911439345e-06,1,-151,0,0
190.0,30000.0,1.0,10000000000.0,-0.94794364506,0.38753711851505745,13.51947011,-12.957564438,1.5830848109,743757.3439412877,2.358312026131023e-06,1,-152,0,0
190.0,30000.0,1.0,10000000000.0,-0.91901935581,0.3989100381499244,13.54824587,-12.928662328,1.5831830504,765470.4338378423,2.427466764793227e-06,1,-153,0,0
190.0,30000.0,1.0,10000000000.0,-0.89009508051,0.41061670925010685,13.577021648,-12.899760222,1.5832812899,787817.4251320855,2.4986493751942278e-06,1,-154,0,0
190.0,30000.0,1.0,10000000000.0,-0.86117081915,0.4226669259740461,13.605797444,-12.870858119,1.5833795294,810816.8246313254,2.5719193242839565e-06,1,-155,0,0
190.0,30000.0,1.0,10000000000.0,-0.83224657174,0.4350707698828821,13.634573257,-12.84195602,1.5834777689,834487.6786283426,2.6473378177168125e-06,1,-156,0,0
190.0,30000.0,1.0,10000000000.0,-0.80332233825,0.4478386184000539,13.663349088,-12.813053924,1.5835760084,858849.5911315251,2.7249678611282323e-06,1,-157,0,0
190.0,30000.0,1.0,10000000000.0,-0.7743981187,0.4609811534538618,13.692124936,-12.784151832,1.5836742479,883922.7368087826,2.8048743023223377e-06,1,-158,0,0
190.0,30000.0,1.0,10000000000.0,-0.74547391307,0.4745093704531152,13.720900802,-12.755249744,1.5837724875,909727.8810855531,2.8871238933077097e-06,1,-159,0,0
190.0,30000.0,1.0,10000000000.0,-0.71654972135,0.48843458746385293,13.749676686,-12.726347659,1.5838707271,936286.3947919173,2.9717853464593185e-06,1,-160,4,9
190.0,30000.0,1.0,10000000000.0,-0.68762554356,0.5027684546670071,13.778452587,-12.697445578,1.5839689666,963620.2717334891,3.0589293831745633e-06,1,-161,0,0
190.0,30000.0,1.0,10000000000.0,-0.65870137966,0.5175229641490061,13.807228506,-12.668543501,1.5840672062,991752.1497428596,3.148628801527946e-06,1,-162,0,0
190.0,30000.0,1.0,10000000000.0,-0.62977722967,0.5327104598745096,13.836004443,-12.639641427,1.5841654458,1020705.3266475034,3.2409585375197803e-06,1,-163,0,0
